target,target_label,target_prefix,subject_count,subject,subject_label
MESH:D011502,Protein-Energy Malnutrition,MESH,2,DOID:11801,protein-energy malnutrition
MESH:D011502,Protein-Energy Malnutrition,MESH,2,DOID:12328,marasmus
MESH:D011565,Psoriasis,MESH,2,DOID:4398,pustulosis of palm and sole
MESH:D011565,Psoriasis,MESH,2,DOID:8893,psoriasis
MESH:D011618,Psychotic Disorders,MESH,2,DOID:11328,schizophreniform disorder
MESH:D011618,Psychotic Disorders,MESH,2,DOID:5418,schizoaffective disorder
MESH:D011629,"Puberty, Precocious",MESH,2,DOID:0111545,familial male-limited precocious puberty
MESH:D011629,"Puberty, Precocious",MESH,2,DOID:0112308,central precocious puberty
MESH:D012004,Rectal Neoplasms,MESH,2,DOID:1984,rectal benign neoplasm
MESH:D012004,Rectal Neoplasms,MESH,2,DOID:1993,rectum cancer
MESH:D012061,Relapsing Fever,MESH,2,DOID:13034,relapsing fever
MESH:D012061,Relapsing Fever,MESH,2,DOID:13035,louse-borne relapsing fever
MESH:D012167,Retinal Perforations,MESH,2,DOID:12514,retinal perforation
MESH:D012167,Retinal Perforations,MESH,2,DOID:7633,macular holes
MESH:D012173,Retinitis,MESH,2,DOID:10176,neuroretinitis
MESH:D012173,Retinitis,MESH,2,DOID:3612,retinitis
MESH:D012175,Retinoblastoma,MESH,2,DOID:4648,familial retinoblastoma
MESH:D012175,Retinoblastoma,MESH,2,DOID:768,retinoblastoma
MESH:D012509,Sarcoma,MESH,2,DOID:4235,spindle cell sarcoma
MESH:D012509,Sarcoma,MESH,2,DOID:6193,epithelioid sarcoma
MESH:D012563,"Schizophrenia, Paranoid",MESH,2,DOID:1229,paranoid schizophrenia
MESH:D012563,"Schizophrenia, Paranoid",MESH,2,DOID:778,delusional disorder
MESH:D012594,"Scleroderma, Localized",MESH,2,DOID:419,scleroderma
MESH:D012594,"Scleroderma, Localized",MESH,2,DOID:8472,localized scleroderma
MESH:D012811,Sigmoid Neoplasms,MESH,2,DOID:12192,sigmoid colon cancer
MESH:D012811,Sigmoid Neoplasms,MESH,2,DOID:1896,sigmoid neoplasm
MESH:D012872,"Skin Diseases, Vesiculobullous",MESH,2,DOID:2731,vesiculobullous skin disease
MESH:D012872,"Skin Diseases, Vesiculobullous",MESH,2,DOID:8508,subcorneal pustular dermatosis
MESH:D012878,Skin Neoplasms,MESH,2,DOID:3165,skin benign neoplasm
MESH:D012878,Skin Neoplasms,MESH,2,DOID:4159,skin cancer
MESH:D012891,Sleep Apnea Syndromes,MESH,2,DOID:0050847,sleep apnea
MESH:D012891,Sleep Apnea Syndromes,MESH,2,DOID:0080302,mixed sleep apnea
MESH:D012899,Smallpox,MESH,2,DOID:8736,smallpox
MESH:D012899,Smallpox,MESH,2,DOID:9153,variola minor
MESH:D013001,Somatoform Disorders,MESH,2,DOID:13918,somatization disorder
MESH:D013001,Somatoform Disorders,MESH,2,DOID:4737,somatoform disorder
MESH:D013285,Strabismus,MESH,2,DOID:9306,mechanical strabismus
MESH:D013285,Strabismus,MESH,2,DOID:9837,hypertropia
MESH:D013585,Synovitis,MESH,2,DOID:12225,Plica syndrome
MESH:D013585,Synovitis,MESH,2,DOID:2703,synovitis
MESH:D013724,Teratoma,MESH,2,DOID:3307,teratoma
MESH:D013724,Teratoma,MESH,2,DOID:5563,malignant teratoma
MESH:D013734,Androgen-Insensitivity Syndrome,MESH,2,DOID:0080775,complete androgen insensitivity syndrome
MESH:D013734,Androgen-Insensitivity Syndrome,MESH,2,DOID:4674,androgen insensitivity syndrome
MESH:D013945,Thymoma,MESH,2,DOID:3275,thymoma
MESH:D013945,Thymoma,MESH,2,DOID:3284,thymic carcinoma
MESH:D013964,Thyroid Neoplasms,MESH,2,DOID:1781,thyroid cancer
MESH:D013964,Thyroid Neoplasms,MESH,2,DOID:3963,thyroid gland carcinoma
MESH:D014201,Trematode Infections,MESH,2,DOID:884,metagonimiasis
MESH:D014201,Trematode Infections,MESH,2,DOID:888,fasciolopsiasis
MESH:D014438,"Typhus, Epidemic Louse-Borne",MESH,2,DOID:11254,Brill-Zinsser disease
MESH:D014438,"Typhus, Epidemic Louse-Borne",MESH,2,DOID:11256,typhus
MESH:D014516,Ureteral Neoplasms,MESH,2,DOID:11819,ureter cancer
MESH:D014516,Ureteral Neoplasms,MESH,2,DOID:11885,ureteral benign neoplasm
MESH:D014523,Urethral Neoplasms,MESH,2,DOID:730,urethral benign neoplasm
MESH:D014523,Urethral Neoplasms,MESH,2,DOID:734,urethra cancer
MESH:D014849,Waardenburg Syndrome,MESH,2,DOID:0110948,Waardenburg syndrome type 1
MESH:D014849,Waardenburg Syndrome,MESH,2,DOID:9258,Waardenburg syndrome
MESH:D014901,West Nile Fever,MESH,2,DOID:2365,West Nile encephalitis
MESH:D014901,West Nile Fever,MESH,2,DOID:2366,West Nile fever
MESH:D015179,Colorectal Neoplasms,MESH,2,DOID:0080199,colorectal carcinoma
MESH:D015179,Colorectal Neoplasms,MESH,2,DOID:9256,colorectal cancer
MESH:D015209,"Cholangitis, Sclerosing",MESH,2,DOID:0060643,primary sclerosing cholangitis
MESH:D015209,"Cholangitis, Sclerosing",MESH,2,DOID:14268,sclerosing cholangitis
MESH:D015417,Hereditary Sensory and Motor Neuropathy,MESH,2,DOID:13137,Werdnig-Hoffmann disease
MESH:D015417,Hereditary Sensory and Motor Neuropathy,MESH,2,DOID:2477,motor peripheral neuropathy
MESH:D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH,2,DOID:0081088,"chronic myelogenous leukemia, BCR-ABL1 positive"
MESH:D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",MESH,2,DOID:8552,chronic myeloid leukemia
MESH:D015616,"Histiocytosis, Non-Langerhans-Cell",MESH,2,DOID:4330,non-Langerhans-cell histiocytosis
MESH:D015616,"Histiocytosis, Non-Langerhans-Cell",MESH,2,DOID:4394,reticulohistiocytic granuloma
MESH:D016511,Severe Combined Immunodeficiency,MESH,2,DOID:5812,MHC class II deficiency
MESH:D016511,Severe Combined Immunodeficiency,MESH,2,DOID:627,severe combined immunodeficiency
MESH:D016715,Proteus Syndrome,MESH,2,DOID:0050657,Cowden syndrome 1
MESH:D016715,Proteus Syndrome,MESH,2,DOID:13482,Proteus syndrome
MESH:D016889,Endometrial Neoplasms,MESH,2,DOID:1380,endometrial cancer
MESH:D016889,Endometrial Neoplasms,MESH,2,DOID:2871,endometrial carcinoma
MESH:D017098,IgA Deficiency,MESH,2,DOID:0060025,immunoglobulin alpha deficiency
MESH:D017098,IgA Deficiency,MESH,2,DOID:11701,selective IgA deficiency disease
MESH:D018219,"Histiocytoma, Benign Fibrous",MESH,2,DOID:4415,fibrous histiocytoma
MESH:D018219,"Histiocytoma, Benign Fibrous",MESH,2,DOID:4418,cutaneous fibrous histiocytoma
MESH:D018239,Seminoma,MESH,2,DOID:4440,seminoma
MESH:D018239,Seminoma,MESH,2,DOID:5842,testis seminoma
MESH:D018281,Cholangiocarcinoma,MESH,2,DOID:4928,intrahepatic cholangiocarcinoma
MESH:D018281,Cholangiocarcinoma,MESH,2,DOID:4947,cholangiocarcinoma
MESH:D018302,"Neoplasms, Neuroepithelial",MESH,2,DOID:6128,gliomatosis cerebri
MESH:D018302,"Neoplasms, Neuroepithelial",MESH,2,DOID:7305,astroblastoma
MESH:D018307,"Neoplasms, Squamous Cell",MESH,2,DOID:1749,squamous cell carcinoma
MESH:D018307,"Neoplasms, Squamous Cell",MESH,2,DOID:3168,squamous cell neoplasm
MESH:D018319,Neurofibrosarcoma,MESH,2,DOID:3512,neurofibrosarcoma
MESH:D018319,Neurofibrosarcoma,MESH,2,DOID:5940,malignant peripheral nerve sheath tumor
MESH:D018856,"Cystitis, Interstitial",MESH,2,DOID:13949,interstitial cystitis
MESH:D018856,"Cystitis, Interstitial",MESH,2,DOID:1678,chronic interstitial cystitis
MESH:D019966,Substance-Related Disorders,MESH,2,DOID:302,substance abuse
MESH:D019966,Substance-Related Disorders,MESH,2,DOID:303,substance-related disorder
MESH:D019970,Cocaine-Related Disorders,MESH,2,DOID:809,cocaine abuse
MESH:D019970,Cocaine-Related Disorders,MESH,2,DOID:9975,cocaine dependence
MESH:D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",MESH,2,DOID:2536,chronic inflammatory demyelinating polyneuritis
MESH:D020277,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",MESH,2,DOID:5213,chronic inflammatory demyelinating polyradiculoneuropathy
MESH:D020293,"Vasculitis, Central Nervous System",MESH,2,DOID:2555,granulomatous angiitis
MESH:D020293,"Vasculitis, Central Nervous System",MESH,2,DOID:525,central nervous system vasculitis
MESH:D020339,Optic Nerve Glioma,MESH,2,DOID:4992,optic nerve glioma
MESH:D020339,Optic Nerve Glioma,MESH,2,DOID:6576,childhood optic nerve glioma
MESH:D020426,Sciatic Neuropathy,MESH,2,DOID:11446,sciatic neuropathy
MESH:D020426,Sciatic Neuropathy,MESH,2,DOID:12528,lesion of sciatic nerve
MESH:D020427,Peroneal Neuropathies,MESH,2,DOID:4201,peroneal neuropathy
MESH:D020427,Peroneal Neuropathies,MESH,2,DOID:6925,peroneal nerve paralysis
MESH:D020435,Glossopharyngeal Nerve Diseases,MESH,2,DOID:14423,glossopharyngeal neuralgia
MESH:D020435,Glossopharyngeal Nerve Diseases,MESH,2,DOID:7558,glossopharyngeal motor neuropathy
MESH:D020754,Spinocerebellar Ataxias,MESH,2,DOID:0050957,spinocerebellar ataxia 4
MESH:D020754,Spinocerebellar Ataxias,MESH,2,DOID:1441,autosomal dominant cerebellar ataxia
MESH:D020821,Dystonic Disorders,MESH,2,DOID:0050835,generalized dystonia
MESH:D020821,Dystonic Disorders,MESH,2,DOID:543,dystonia
MESH:D020936,"Epilepsy, Benign Neonatal",MESH,2,DOID:14264,benign neonatal seizures
MESH:D020936,"Epilepsy, Benign Neonatal",MESH,2,DOID:14777,benign familial neonatal epilepsy
MESH:D020968,Brachial Plexus Neuritis,MESH,2,DOID:10383,amyotrophic neuralgia
MESH:D020968,Brachial Plexus Neuritis,MESH,2,DOID:3689,brachial plexus neuritis
MESH:D034701,"Mastocytosis, Cutaneous",MESH,2,DOID:3663,cutaneous mastocytosis
MESH:D034701,"Mastocytosis, Cutaneous",MESH,2,DOID:3665,diffuse cutaneous mastocytosis
MESH:D049310,Distal Myopathies,MESH,2,DOID:0111078,tibial muscular dystrophy
MESH:D049310,Distal Myopathies,MESH,2,DOID:11720,distal myopathy
MESH:D050398,Adamantinoma,MESH,2,DOID:2775,long bone adamantinoma
MESH:D050398,Adamantinoma,MESH,2,DOID:2776,adamantinoma
MESH:D053358,"Ectodermal Dysplasia 1, Anhidrotic",MESH,2,DOID:0111664,ectodermal dysplasia 1
MESH:D053358,"Ectodermal Dysplasia 1, Anhidrotic",MESH,2,DOID:14793,hypohidrotic ectodermal dysplasia
MESH:D054546,Neuroacanthocytosis,MESH,2,DOID:0050765,neuroacanthocytosis
MESH:D054546,Neuroacanthocytosis,MESH,2,DOID:0050766,choreaacanthocytosis
MESH:D055034,Osteochondrosis,MESH,2,DOID:7489,Osgood-Schlatter's disease
MESH:D055034,Osteochondrosis,MESH,2,DOID:8125,osteochondrosis
MESH:D055652,Gray Platelet Syndrome,MESH,2,DOID:0111044,gray platelet syndrome
MESH:D055652,Gray Platelet Syndrome,MESH,2,DOID:0111049,platelet-type bleeding disorder 17
MESH:D056988,Anterior Wall Myocardial Infarction,MESH,2,DOID:5845,anterolateral myocardial infarction
MESH:D056988,Anterior Wall Myocardial Infarction,MESH,2,DOID:5855,anteroseptal myocardial infarction
MESH:D062625,Cystadenofibroma,MESH,2,DOID:5477,clear cell adenofibroma
MESH:D062625,Cystadenofibroma,MESH,2,DOID:5482,cystadenofibroma
MIM:115210,,MIM,2,DOID:0111425,familial restrictive cardiomyopathy 1
MIM:115210,,MIM,2,DOID:397,restrictive cardiomyopathy
MIM:137400,,MIM,2,DOID:11514,fissured tongue
MIM:137400,,MIM,2,DOID:1455,geographic tongue
MIM:246900,,MIM,2,DOID:0061204,dihydrolipoamide dehydrogenase deficiency
MIM:246900,,MIM,2,DOID:9269,maple syrup urine disease
MIM:258040,,MIM,2,DOID:0080173,bladder exstrophy-epispadias-cloacal exstrophy complex
MIM:258040,,MIM,2,DOID:0080175,cloacal exstrophy
MIM:276900,,MIM,2,DOID:0070655,Usher syndrome type 1B
MIM:276900,,MIM,2,DOID:0110826,Usher syndrome type 1
MIM:308230,,MIM,2,DOID:0060022,CD40 ligand deficiency
MIM:308230,,MIM,2,DOID:6620,X-linked hyper IgM syndrome
MIM:610256,,MIM,2,DOID:0080607,anterior segment dysgenesis 2
MIM:610256,,MIM,2,DOID:11367,congenital aphakia
MIM:613454,,MIM,2,DOID:0070657,congenital variant of Rett syndrome
MIM:613454,,MIM,2,DOID:1206,Rett syndrome
MIM:614563,,MIM,2,DOID:0061144,complex cortical dysplasia with other brain malformations 13
MIM:614563,,MIM,2,DOID:0070043,autosomal dominant intellectual developmental disorder 13
MIM:616271,,MIM,2,DOID:0081134,3-methylglutaconic aciduria type 7b
MIM:616271,,MIM,2,DOID:0110003,"3-methylglutaconic aciduria with cataracts, neurologic involvement and neutropenia"
MIM:617169,,MIM,2,DOID:0081218,autosomal recessive intellectual developmental disorder 74
MIM:617169,,MIM,2,DOID:0112104,Sotos syndrome 3
NCIT:C120199,"45,X/46,XY Mixed Gonadal Dysgenesis",NCIT,2,DOID:0080656,"45,X/46,XY mixed gonadal dysgenesis"
NCIT:C120199,"45,X/46,XY Mixed Gonadal Dysgenesis",NCIT,2,DOID:14449,mixed gonadal dysgenesis
NCIT:C123245,Uric Acid Urolithiasis,NCIT,2,DOID:0080654,uric acid urolithiasis
NCIT:C123245,Uric Acid Urolithiasis,NCIT,2,DOID:580,uric acid nephrolithiasis
NCIT:C129977,Mitochondrial DNA Depletion Syndrome 12,NCIT,2,DOID:0080130,mitochondrial DNA depletion syndrome 12a
NCIT:C129977,Mitochondrial DNA Depletion Syndrome 12,NCIT,2,DOID:0080335,mitochondrial DNA depletion syndrome 12b
NCIT:C156433,"Trichothiodystrophy 1, Photosensitive",NCIT,2,DOID:0111868,nonphotosensitive trichothiodystrophy 5
NCIT:C156433,"Trichothiodystrophy 1, Photosensitive",NCIT,2,DOID:0111873,photosensitive trichothiodystrophy 1
NCIT:C165527,Familial Partial Lipodystrophy Type 2,NCIT,2,DOID:0050440,familial partial lipodystrophy
NCIT:C165527,Familial Partial Lipodystrophy Type 2,NCIT,2,DOID:0070202,familial partial lipodystrophy type 2
NCIT:C27871,Congenital Combined Immunodeficiency,NCIT,2,DOID:0111962,combined immunodeficiency
NCIT:C27871,Congenital Combined Immunodeficiency,NCIT,2,DOID:628,combined T cell and B cell immunodeficiency
NCIT:C2970,Adenoid Cystic Carcinoma,NCIT,2,DOID:0080202,adenoid cystic carcinoma
NCIT:C2970,Adenoid Cystic Carcinoma,NCIT,2,DOID:4866,salivary gland adenoid cystic carcinoma
NCIT:C3307,Papilledema,NCIT,2,DOID:10175,optic papillitis
NCIT:C3307,Papilledema,NCIT,2,DOID:146,papilledema
NCIT:C34418,Vitamin B1 Deficiency,NCIT,2,DOID:0070313,thiamine deficiency disease
NCIT:C34418,Vitamin B1 Deficiency,NCIT,2,DOID:13725,beriberi
NCIT:C35111,Posterior Uveitis,NCIT,2,DOID:11406,choroiditis
NCIT:C35111,Posterior Uveitis,NCIT,2,DOID:12574,posterior uveitis
NCIT:C35505,Coronary Atherosclerosis,NCIT,2,DOID:0061139,coronary atherosclerosis
NCIT:C35505,Coronary Atherosclerosis,NCIT,2,DOID:3393,coronary artery disease
NCIT:C35806,Acute Interstitial Pneumonia,NCIT,2,DOID:2797,idiopathic interstitial pneumonia
NCIT:C35806,Acute Interstitial Pneumonia,NCIT,2,DOID:2800,acute interstitial pneumonia
NCIT:C37262,Granulomatous Colitis,NCIT,2,DOID:0060192,Crohn's colitis
NCIT:C37262,Granulomatous Colitis,NCIT,2,DOID:8778,Crohn's disease
NCIT:C3771,Breast Lobular Carcinoma,NCIT,2,DOID:0050938,breast lobular carcinoma
NCIT:C3771,Breast Lobular Carcinoma,NCIT,2,DOID:3457,invasive lobular carcinoma
NCIT:C39750,"Glioblastoma, IDH-Wildtype",NCIT,2,DOID:0080878,IDH-wildtype glioblastoma
NCIT:C39750,"Glioblastoma, IDH-Wildtype",NCIT,2,DOID:3068,glioblastoma
NCIT:C4924,Trichothiodystrophy,NCIT,2,DOID:0111866,trichothiodystrophy
NCIT:C4924,Trichothiodystrophy,NCIT,2,DOID:2960,photosensitive trichothiodystrophy
NCIT:C4978,Malignant Colorectal Neoplasm,NCIT,2,DOID:5672,large intestine cancer
NCIT:C4978,Malignant Colorectal Neoplasm,NCIT,2,DOID:9256,colorectal cancer
NCIT:C6971,Meningothelial Cell Neoplasm,NCIT,2,DOID:0080843,supratentorial meningioma
NCIT:C6971,Meningothelial Cell Neoplasm,NCIT,2,DOID:3565,meningioma
NCIT:C75008,Waardenburg Syndrome Type 1,NCIT,2,DOID:0110948,Waardenburg syndrome type 1
NCIT:C75008,Waardenburg Syndrome Type 1,NCIT,2,DOID:9258,Waardenburg syndrome
NCIT:C75467,Charcot-Marie-Tooth Disease,NCIT,2,DOID:10595,Charcot-Marie-Tooth disease
NCIT:C75467,Charcot-Marie-Tooth Disease,NCIT,2,DOID:2477,motor peripheral neuropathy
NCIT:C7644,Adamantinoma,NCIT,2,DOID:2775,long bone adamantinoma
NCIT:C7644,Adamantinoma,NCIT,2,DOID:2776,adamantinoma
NCIT:C84562,Anhidrotic Ectodermal Dysplasia 1,NCIT,2,DOID:0111664,ectodermal dysplasia 1
NCIT:C84562,Anhidrotic Ectodermal Dysplasia 1,NCIT,2,DOID:14793,hypohidrotic ectodermal dysplasia
NCIT:C84630,Cherubism,NCIT,2,DOID:0070648,cherubism
NCIT:C84630,Cherubism,NCIT,2,DOID:1856,cherubism 1
NCIT:C84636,Chronic Inflammatory Demyelinating Polyneuropathy,NCIT,2,DOID:2536,chronic inflammatory demyelinating polyneuritis
NCIT:C84636,Chronic Inflammatory Demyelinating Polyneuropathy,NCIT,2,DOID:5213,chronic inflammatory demyelinating polyradiculoneuropathy
NCIT:C84648,Congenital Structural Myopathy,NCIT,2,DOID:14717,centronuclear myopathy
NCIT:C84648,Congenital Structural Myopathy,NCIT,2,DOID:422,congenital structural myopathy
NCIT:C84741,Gray Platelet Syndrome,NCIT,2,DOID:0111044,gray platelet syndrome
NCIT:C84741,Gray Platelet Syndrome,NCIT,2,DOID:0111049,platelet-type bleeding disorder 17
NCIT:C84913,Myotonic Disorder,NCIT,2,DOID:0050759,myotonic dystrophy type 2
NCIT:C84913,Myotonic Disorder,NCIT,2,DOID:450,myotonic disease
NCIT:C8985,Cystadenofibroma,NCIT,2,DOID:5477,clear cell adenofibroma
NCIT:C8985,Cystadenofibroma,NCIT,2,DOID:5482,cystadenofibroma
NCIT:C9128,"Chronic Myeloid Leukemia, Philadelphia Chromosome Positive, BCR-ABL1 Positive",NCIT,2,DOID:0081088,"chronic myelogenous leukemia, BCR-ABL1 positive"
NCIT:C9128,"Chronic Myeloid Leukemia, Philadelphia Chromosome Positive, BCR-ABL1 Positive",NCIT,2,DOID:8552,chronic myeloid leukemia
NCIT:C9309,Seminoma,NCIT,2,DOID:4440,seminoma
NCIT:C9309,Seminoma,NCIT,2,DOID:5842,testis seminoma
NCIT:C9357,Hodgkin Lymphoma,NCIT,2,DOID:8567,Hodgkin's lymphoma
NCIT:C9357,Hodgkin Lymphoma,NCIT,2,DOID:8642,Hodgkin's paragranuloma
NCIT:C98997,Omphalocele,NCIT,2,DOID:0060321,umbilical hernia
NCIT:C98997,Omphalocele,NCIT,2,DOID:0060327,omphalocele
ORDO:103908,,ORDO,2,DOID:0060777,congenital secretory sodium diarrhea 8
ORDO:103908,,ORDO,2,DOID:0060781,congenital secretory sodium diarrhea 3
ORDO:1147,,ORDO,2,DOID:0050646,distal arthrogryposis
ORDO:1147,,ORDO,2,DOID:0111599,distal arthrogryposis type 2B
ORDO:1369,,ORDO,2,DOID:0080132,Sengers syndrome
ORDO:1369,,ORDO,2,DOID:0080335,mitochondrial DNA depletion syndrome 12b
ORDO:140957,,ORDO,2,DOID:0060691,platelet-type bleeding disorder 16
ORDO:140957,,ORDO,2,DOID:0090102,autosomal dominant isolated macrothrombocytopenia 1
ORDO:171709,,ORDO,2,DOID:0111156,spermatogenic failure 9
ORDO:171709,,ORDO,2,DOID:0112312,male infertility due to globozoospermia
ORDO:1826,,ORDO,2,DOID:0111785,frontometaphyseal dysplasia
ORDO:1826,,ORDO,2,DOID:0111788,Melnick-Needles syndrome
ORDO:1949,,ORDO,2,DOID:14264,benign neonatal seizures
ORDO:1949,,ORDO,2,DOID:14777,benign familial neonatal epilepsy
ORDO:2134,,ORDO,2,DOID:0080301,atypical hemolytic-uremic syndrome
ORDO:2134,,ORDO,2,DOID:12554,hemolytic-uremic syndrome
ORDO:217569,,ORDO,2,DOID:0080326,familial hypertrophic cardiomyopathy
ORDO:217569,,ORDO,2,DOID:11984,hypertrophic cardiomyopathy
ORDO:221061,,ORDO,2,DOID:0060670,cerebral cavernous malformation 2
ORDO:221061,,ORDO,2,DOID:0060671,cerebral cavernous malformation 3
ORDO:2238,,ORDO,2,DOID:0111387,familial isolated hypoparathyroidism
ORDO:2238,,ORDO,2,DOID:11199,hypoparathyroidism
ORDO:231183,,ORDO,2,DOID:0110828,Usher syndrome type 3
ORDO:231183,,ORDO,2,DOID:0110829,retinitis pigmentosa-deafness syndrome
ORDO:256,,ORDO,2,DOID:0060730,torsion dystonia 1
ORDO:256,,ORDO,2,DOID:0090058,torsion dystonia with onset in infancy
ORDO:2593,,ORDO,2,DOID:0080089,tubular aggregate myopathy 1
ORDO:2593,,ORDO,2,DOID:0080686,tubular aggregate myopathy 2
ORDO:2828,,ORDO,2,DOID:0060894,early-onset Parkinson's disease
ORDO:2828,,ORDO,2,DOID:14330,Parkinson's disease
ORDO:289157,,ORDO,2,DOID:0080886,vitamin D-dependent rickets type 1A
ORDO:289157,,ORDO,2,DOID:0080887,vitamin D-dependent rickets type 1B
ORDO:298,,ORDO,2,DOID:0080119,mitochondrial DNA depletion syndrome 1
ORDO:298,,ORDO,2,DOID:0080123,mitochondrial DNA depletion syndrome 4b
ORDO:30925,,ORDO,2,DOID:0081059,X-linked central diabetes insipidus
ORDO:30925,,ORDO,2,DOID:12388,neurohypophyseal diabetes insipidus
ORDO:323,,ORDO,2,DOID:0060821,syndromic X-linked intellectual disability 14
ORDO:323,,ORDO,2,DOID:14711,FG syndrome
ORDO:34527,,ORDO,2,DOID:0060882,renal hypomagnesemia 4
ORDO:34527,,ORDO,2,DOID:0060884,renal hypomagnesemia 6
ORDO:401849,,ORDO,2,DOID:0070642,hereditary spastic paraplegia 72B
ORDO:401849,,ORDO,2,DOID:0110817,hereditary spastic paraplegia 72A
ORDO:425,,ORDO,2,DOID:0080957,primary hypoalphalipoproteinemia 1
ORDO:425,,ORDO,2,DOID:0080958,primary hypoalphalipoproteinemia 2
ORDO:478,,ORDO,2,DOID:0090070,hypogonadotropic hypogonadism
ORDO:478,,ORDO,2,DOID:3614,Kallmann syndrome
ORDO:59135,,ORDO,2,DOID:0070197,distal myopathy 1
ORDO:59135,,ORDO,2,DOID:11720,distal myopathy
ORDO:596,,ORDO,2,DOID:0111225,centronuclear myopathy X-linked
ORDO:596,,ORDO,2,DOID:14717,centronuclear myopathy
ORDO:602,,ORDO,2,DOID:0080718,GNE myopathy
ORDO:602,,ORDO,2,DOID:0081363,distal myopathy with rimmed vacuoles
ORDO:75376,,ORDO,2,DOID:0060745,Doyne honeycomb retinal dystrophy
ORDO:75376,,ORDO,2,DOID:0060746,basal laminar drusen
ORDO:75392,,ORDO,2,DOID:0080986,Ehlers-Danlos syndrome periodontal type 1
ORDO:75392,,ORDO,2,DOID:0080987,Ehlers-Danlos syndrome periodontal type 2
ORDO:756,,ORDO,2,DOID:0060854,autosomal recessive pseudohypoaldosteronism type 1
ORDO:756,,ORDO,2,DOID:0060855,autosomal dominant pseudohypoaldosteronism type 1
ORDO:77258,,ORDO,2,DOID:0080376,trichorhinophalangeal syndrome type III
ORDO:77258,,ORDO,2,DOID:14743,trichorhinophalangeal syndrome type I
ORDO:776,,ORDO,2,DOID:0060821,syndromic X-linked intellectual disability 14
ORDO:776,,ORDO,2,DOID:0080985,syndromic X-linked intellectual disorder Lujan-Fryns-type
ORDO:79452,,ORDO,2,DOID:0050580,hereditary lymphedema
ORDO:79452,,ORDO,2,DOID:0070212,hereditary lymphedema I
ORDO:862,,ORDO,2,DOID:4890,juvenile myoclonic epilepsy
ORDO:862,,ORDO,2,DOID:4990,essential tremor
ORDO:88661,,ORDO,2,DOID:0060945,amelogenesis imperfecta type 1K
ORDO:88661,,ORDO,2,DOID:2187,amelogenesis imperfecta
ORDO:88919,,ORDO,2,DOID:0051080,Alport syndrome 3B
ORDO:88919,,ORDO,2,DOID:0110033,Alport syndrome 2
ORDO:90636,,ORDO,2,DOID:0050565,autosomal recessive nonsyndromic deafness
ORDO:90636,,ORDO,2,DOID:0110489,autosomal recessive nonsyndromic deafness 30
ORDO:93160,,ORDO,2,DOID:0080884,vitamin D-dependent rickets type 2A
ORDO:93160,,ORDO,2,DOID:0080885,vitamin D-dependent rickets type 2B
ORDO:95433,,ORDO,2,DOID:0080786,Brown-Vialetto-Van Laere syndrome 2
ORDO:95433,,ORDO,2,DOID:0081433,Peroxisome biogenesis disorder 4B
ORDO:97360,,ORDO,2,DOID:0060254,Robinow syndrome
ORDO:97360,,ORDO,2,DOID:0060767,autosomal dominant Robinow syndrome 3
ORDO:98809,,ORDO,2,DOID:0090053,episodic kinesigenic dyskinesia 1
ORDO:98809,,ORDO,2,DOID:0090054,episodic kinesigenic dyskinesia 2
ORDO:98810,,ORDO,2,DOID:0090047,paroxysmal nonkinesigenic dyskinesia 2
ORDO:98810,,ORDO,2,DOID:0090049,paroxysmal nonkinesigenic dyskinesia 1
ORDO:98819,,ORDO,2,DOID:0060753,familial temporal lobe epilepsy 4
ORDO:98819,,ORDO,2,DOID:0060755,familial temporal lobe epilepsy 2
ORDO:99772,,ORDO,2,DOID:0110214,cleft soft palate
ORDO:99772,,ORDO,2,DOID:674,cleft palate
ORDO:99843,,ORDO,2,DOID:0070255,congenital disorder of glycosylation type IIc
ORDO:99843,,ORDO,2,DOID:0080492,leukocyte adhesion deficiency 2
SNOMEDCT_US_2025_09_01:1010606009,Waardenburg syndrome type 1,SNOMEDCT_US_2025_09_01,2,DOID:0110948,Waardenburg syndrome type 1
SNOMEDCT_US_2025_09_01:1010606009,Waardenburg syndrome type 1,SNOMEDCT_US_2025_09_01,2,DOID:9258,Waardenburg syndrome
SNOMEDCT_US_2025_09_01:1010610007,Retinitis pigmentosa-deafness syndrome type 3,SNOMEDCT_US_2025_09_01,2,DOID:0050439,Usher syndrome
SNOMEDCT_US_2025_09_01:1010610007,Retinitis pigmentosa-deafness syndrome type 3,SNOMEDCT_US_2025_09_01,2,DOID:0110829,retinitis pigmentosa-deafness syndrome
SNOMEDCT_US_2025_09_01:10705005,Mucinous adenofibroma,SNOMEDCT_US_2025_09_01,2,DOID:2700,mucinous adenofibroma
SNOMEDCT_US_2025_09_01:10705005,Mucinous adenofibroma,SNOMEDCT_US_2025_09_01,2,DOID:6468,mucinous cystadenofibroma
SNOMEDCT_US_2025_09_01:111468003,,SNOMEDCT_US_2025_09_01,2,DOID:1098,hemolytic disease of the fetus
SNOMEDCT_US_2025_09_01:111468003,,SNOMEDCT_US_2025_09_01,2,DOID:11244,neonatal anemia
