target,target_label,target_prefix,subject_count,subject,subject_label
ICD10:H02.22,,ICD10,1,DOID:13037,mechanical lagophthalmos
ICD10:H02.23,,ICD10,1,DOID:12958,paralytic lagophthalmos
ICD10:H02.3,Blepharochalasis,ICD10,1,DOID:348,blepharochalasis
ICD10:H02.4,Ptosis of eyelid,ICD10,1,DOID:0060260,ptosis
ICD10:H02.52,Ankyloblepharon,ICD10,1,DOID:10348,blepharophimosis
ICD10:H02.71,Hyperpigmentation of eyelid,ICD10,1,DOID:10122,hyperpigmentation of eyelid
ICD10:H02.72,Hypotrichosis of eyelid,ICD10,1,DOID:11671,hypotrichosis of eyelid
ICD10:H02.73,Hypopigmentation of eyelid,ICD10,1,DOID:11668,hypopigmentation of eyelid
ICD10:H02.86,,ICD10,1,DOID:11669,hypertrichosis of eyelid
ICD10:H02.9,Unspecified disorder of eyelid,ICD10,1,DOID:530,eyelid disease
ICD10:H04,,ICD10,1,DOID:1400,lacrimal apparatus disease
ICD10:H04.0,Dacryoadenitis,ICD10,1,DOID:950,dacryoadenitis
ICD10:H04.01,,ICD10,1,DOID:952,acute dacryoadenitis
ICD10:H04.02,,ICD10,1,DOID:949,chronic dacryoadenitis
ICD10:H04.03,,ICD10,1,DOID:12809,chronic lacrimal gland enlargement
ICD10:H04.12,"Tear film insufficiency, NOS",ICD10,1,DOID:10140,dry eye syndrome
ICD10:H04.15,,ICD10,1,DOID:1822,secondary lacrimal atrophy
ICD10:H04.16,,ICD10,1,DOID:11134,prolapse of lacrimal gland
ICD10:H04.2,Epiphora,ICD10,1,DOID:13757,excessive tearing
ICD10:H04.21,,ICD10,1,DOID:14244,epiphora due to excess lacrimation
ICD10:H04.22,,ICD10,1,DOID:13756,epiphora due to insufficient drainage
ICD10:H04.3,Acute and unspecified inflammation of lacrimal passages,ICD10,1,DOID:6970,acute inflammation of lacrimal passage
ICD10:H04.30,,ICD10,1,DOID:9938,dacryocystitis
ICD10:H04.31,,ICD10,1,DOID:12997,Phlegmonous dacryocystitis
ICD10:H04.32,Acute dacryopericystitis,ICD10,1,DOID:12996,acute dacryocystitis
ICD10:H04.33,,ICD10,1,DOID:6969,acute canaliculitis
ICD10:H04.4,Chronic inflammation of lacrimal passages,ICD10,1,DOID:9935,chronic inflammation of lacrimal passage
ICD10:H04.41,,ICD10,1,DOID:9937,chronic dacryocystitis
ICD10:H04.42,,ICD10,1,DOID:9936,chronic canaliculitis
ICD10:H04.52,,ICD10,1,DOID:13651,eversion of lacrimal punctum
ICD10:H04.54,,ICD10,1,DOID:13654,stenosis of lacrimal passage
ICD10:H04.55,,ICD10,1,DOID:13655,acquired tear duct stenosis
ICD10:H04.56,,ICD10,1,DOID:13653,stenosis of lacrimal punctum
ICD10:H04.57,,ICD10,1,DOID:3096,stenosis of lacrimal sac
ICD10:H04.81,,ICD10,1,DOID:10174,lacrimal passage granuloma
ICD10:H05.0,Acute inflammation of orbit,ICD10,1,DOID:11230,acute orbital inflammation
ICD10:H05.01,Abscess of orbit,ICD10,1,DOID:11234,orbital cellulitis
ICD10:H05.02,,ICD10,1,DOID:11232,orbital osteomyelitis
ICD10:H05.03,,ICD10,1,DOID:11231,orbital periostitis
ICD10:H05.1,Chronic inflammatory disorders of orbit,ICD10,1,DOID:1397,chronic orbital inflammation
ICD10:H05.21,,ICD10,1,DOID:12360,lateral displacement of eye
ICD10:H05.24,,ICD10,1,DOID:9945,constant exophthalmos
ICD10:H05.25,,ICD10,1,DOID:12363,intermittent proptosis
ICD10:H05.26,,ICD10,1,DOID:12364,pulsating exophthalmos
ICD10:H05.4,Enophthalmos,ICD10,1,DOID:11175,enophthalmos
ICD10:H05.81,Encephalocele of orbit,ICD10,1,DOID:14233,orbital cyst
ICD10:H05.82,,ICD10,1,DOID:929,myopathy of extraocular muscle
ICD10:H05.9,"Disorder of orbit, unspecified",ICD10,1,DOID:930,orbital disease
ICD10:H10,,ICD10,1,DOID:6195,conjunctivitis
ICD10:H10.0,Mucopurulent conjunctivitis,ICD10,1,DOID:9700,bacterial conjunctivitis
ICD10:H10.01,,ICD10,1,DOID:11219,conjunctival folliculosis
ICD10:H10.02,,ICD10,1,DOID:11184,acute conjunctivitis
ICD10:H10.1,Acute atopic conjunctivitis,ICD10,1,DOID:11203,Angelucci's syndrome
ICD10:H10.22,,ICD10,1,DOID:11190,pseudomembranous conjunctivitis
ICD10:H10.23,,ICD10,1,DOID:11197,serous conjunctivitis except viral
ICD10:H10.4,Chronic conjunctivitis,ICD10,1,DOID:2475,chronic conjunctivitis
ICD10:H10.42,,ICD10,1,DOID:9512,simple chronic conjunctivitis
ICD10:H10.43,,ICD10,1,DOID:13326,chronic follicular conjunctivitis
ICD10:H10.44,Vernal conjunctivitis,ICD10,1,DOID:2474,vernal conjunctivitis
ICD10:H10.5,Blepharoconjunctivitis,ICD10,1,DOID:2456,blepharoconjunctivitis
ICD10:H10.52,,ICD10,1,DOID:2455,angular blepharoconjunctivitis
ICD10:H10.53,,ICD10,1,DOID:13999,contact blepharoconjunctivitis
ICD10:H10.82,,ICD10,1,DOID:9709,rosacea conjunctivitis
ICD10:H11.02,,ICD10,1,DOID:13473,central pterygium
ICD10:H11.10,Unspecified conjunctival degenerations,ICD10,1,DOID:10139,conjunctival degeneration
ICD10:H11.11,,ICD10,1,DOID:11653,conjunctival deposit
ICD10:H11.12,,ICD10,1,DOID:11988,conjunctival concretion
ICD10:H11.13,Conjunctival argyrosis [argyria],ICD10,1,DOID:12304,conjunctival pigmentation
ICD10:H11.15,,ICD10,1,DOID:11029,pinguecula
ICD10:H11.41,Conjunctival aneurysm,ICD10,1,DOID:10989,conjunctival vascular disease
ICD10:H11.82,,ICD10,1,DOID:4250,conjunctivochalasis
ICD10:H11.9,Unspecified disorder of conjunctiva,ICD10,1,DOID:4251,conjunctival disease
ICD10:H15,,ICD10,1,DOID:11343,scleral disease
ICD10:H15.0,Scleritis,ICD10,1,DOID:13452,scleritis
ICD10:H15.01,,ICD10,1,DOID:13794,anterior scleritis
ICD10:H15.02,,ICD10,1,DOID:14287,brawny scleritis
ICD10:H15.03,Sclerotenonitis,ICD10,1,DOID:13676,posterior scleritis
ICD10:H15.04,,ICD10,1,DOID:13861,scleroperikeratitis
ICD10:H15.05,,ICD10,1,DOID:14230,scleromalacia perforans
ICD10:H15.11,,ICD10,1,DOID:12124,episcleritis periodica fugax
ICD10:H15.12,,ICD10,1,DOID:728,nodular episcleritis
ICD10:H15.81,,ICD10,1,DOID:13788,equatorial staphyloma
ICD10:H15.82,,ICD10,1,DOID:13787,localized anterior staphyloma
