semantic_type	subject	subject_label	predicate	object	object_label	asserted_by	status
anatomy	UBERON:0000002	uterine cervix	xref	EMAPA:29927	cervix uteri	UBERON	made_real
anatomy	UBERON:0000003	naris	xref	EMAPA:17847	naris	UBERON	made_real
anatomy	UBERON:0000004	nose	xref	EMAPA:16542	nose	UBERON	made_real
anatomy	UBERON:0000006	islet of Langerhans	xref	EMAPA:32927	islets of Langerhans	UBERON	made_real
anatomy	UBERON:0000007	pituitary gland	xref	EMAPA:35998	pituitary gland	UBERON	made_real
anatomy	UBERON:0000010	peripheral nervous system	xref	EMAPA:16665	peripheral nervous system	UBERON	made_real
anatomy	UBERON:0000011	parasympathetic nervous system	xref	EMAPA:17270	parasympathetic nervous system	UBERON	made_real
anatomy	UBERON:0000013	sympathetic nervous system	xref	EMAPA:16985	sympathetic nervous system	UBERON	made_real
anatomy	UBERON:0000016	endocrine pancreas	xref	EMAPA:35305	endocrine pancreas	UBERON	made_real
anatomy	UBERON:0000017	exocrine pancreas	xref	EMAPA:35328	exocrine pancreas	UBERON	made_real
anatomy	UBERON:0000019	camera-type eye	xref	EMAPA:16198	eye	UBERON	made_real
anatomy	UBERON:0000020	sense organ	xref	EMAPA:35955	sensory organ	UBERON	made_real
anatomy	UBERON:0000026	appendage	xref	EMAPA:37283	appendage	UBERON	made_real
anatomy	UBERON:0000029	lymph node	xref	EMAPA:35523	lymph node	UBERON	made_real
anatomy	UBERON:0000031	lamina propria of trachea	xref	EMAPA:35877	trachea lamina propria	UBERON	made_real
anatomy	UBERON:0000033	head	xref	EMAPA:31858	head	UBERON	made_real
anatomy	UBERON:0000035	primary ovarian follicle	xref	EMAPA:35631	ovary primary follicle	UBERON	made_real
anatomy	UBERON:0000036	secondary ovarian follicle	xref	EMAPA:35632	ovary secondary follicle	UBERON	made_real
anatomy	UBERON:0000037	tertiary ovarian follicle	xref	EMAPA:30763	ovary tertiary follicle	UBERON	made_real
anatomy	UBERON:0000039	follicular antrum	xref	EMAPA:37867	ovary follicular antrum	UBERON	made_real
anatomy	UBERON:0000043	tendon	xref	EMAPA:35854	tendon	UBERON	made_real
anatomy	UBERON:0000044	dorsal root ganglion	xref	EMAPA:16667	spinal ganglion	UBERON	made_real
anatomy	UBERON:0000044	dorsal root ganglion	xref	EMAPA:16668	dorsal root ganglion	UBERON	made_real
anatomy	UBERON:0000044	dorsal root ganglion	xref	EMAPA:18372	tail dorsal root ganglion	UBERON	made_real
anatomy	UBERON:0000045	ganglion	xref	EMAPA:32846	ganglion	UBERON	made_real
anatomy	UBERON:0000052	fornix of brain	xref	EMAPA:35352	fornix	UBERON	made_real
anatomy	UBERON:0000053	macula lutea	xref	EMAPA:36516	macula of retina	UBERON	made_real
anatomy	UBERON:0000056	ureter	xref	EMAPA:17950	ureter	UBERON	made_real
anatomy	UBERON:0000057	urethra	xref	EMAPA:30901	urethra	UBERON	made_real
anatomy	UBERON:0000059	large intestine	xref	EMAPA:19252	large intestine	UBERON	made_real
anatomy	UBERON:0000061	anatomical structure	xref	EMAPA:0	Anatomical structure	UBERON	made_real
anatomy	UBERON:0000062	organ	xref	EMAPA:35949	organ	UBERON	made_real
anatomy	UBERON:0000065	respiratory tract	xref	EMAPA:16737	respiratory tract	UBERON	made_real
anatomy	UBERON:0000076	external ectoderm	xref	EMAPA:16096	surface ectoderm	UBERON	made_real
anatomy	UBERON:0000079	male reproductive system	xref	EMAPA:17968	male reproductive system	UBERON	made_real
anatomy	UBERON:0000080	mesonephros	xref	EMAPA:16744	mesonephros	UBERON	made_real
anatomy	UBERON:0000081	metanephros	xref	EMAPA:17373	metanephros	UBERON	made_real
anatomy	UBERON:0000083	mesonephric tubule	xref	EMAPA:16747	mesonephric tubule	UBERON	made_real
anatomy	UBERON:0000084	ureteric bud	xref	EMAPA:17209	ureteric bud	UBERON	made_real
anatomy	UBERON:0000086	zona pellucida	xref	EMAPA:16035	zona pellucida	UBERON	made_real
anatomy	UBERON:0000087	inner cell mass	xref	EMAPA:16041	inner cell mass	UBERON	made_real
anatomy	UBERON:0000089	hypoblast (generic)	xref	EMAPA:32762	mesendoderm	UBERON	made_real
anatomy	UBERON:0000090	blastocele	xref	EMAPA:16044	blastocoelic cavity	UBERON	made_real
anatomy	UBERON:0000101	lobe of lung	xref	EMAPA:36281	lung lobe	UBERON	made_real
anatomy	UBERON:0000114	lung connective tissue	xref	EMAPA:35521	lung connective tissue	UBERON	made_real
anatomy	UBERON:0000115	lung epithelium	xref	EMAPA:32860	lung epithelium	UBERON	made_real
anatomy	UBERON:0000117	respiratory tube	xref	EMAPA:37946	respiratory conducting tube	UBERON	made_real
anatomy	UBERON:0000121	perineurium	xref	EMAPA:37849	perineurium	UBERON	made_real
anatomy	UBERON:0000123	endoneurium	xref	EMAPA:37847	endoneurium	UBERON	made_real
anatomy	UBERON:0000124	epineurium	xref	EMAPA:37848	epineurium	UBERON	made_real
anatomy	UBERON:0000126	cranial nerve nucleus	xref	EMAPA:37066	cranial nerve nucleus	UBERON	made_real
anatomy	UBERON:0000127	facial nucleus	xref	EMAPA:35338	facial nucleus	UBERON	made_real
anatomy	UBERON:0000130	transverse foramen	xref	EMAPA:36272	foramen transversarium	UBERON	made_real
anatomy	UBERON:0000155	theca cell layer	xref	EMAPA:35636	ovary theca	UBERON	made_real
anatomy	UBERON:0000159	anal canal	xref	EMAPA:18256	anal canal	UBERON	made_real
anatomy	UBERON:0000160	intestine	xref	EMAPA:32874	intestine	UBERON	made_real
anatomy	UBERON:0000163	embryonic cloaca	xref	EMAPA:27573	cloaca	UBERON	made_real
anatomy	UBERON:0000164	primitive urogenital sinus	xref	EMAPA:17379	urogenital sinus	UBERON	made_real
anatomy	UBERON:0000165	mouth	xref	EMAPA:16262	oral region	UBERON	made_real
anatomy	UBERON:0000167	oral cavity	xref	EMAPA:17411	oral cavity	UBERON	made_real
anatomy	UBERON:0000167	oral cavity	xref	EMAPA:18399	oral region cavity	UBERON	made_real
anatomy	UBERON:0000173	amniotic fluid	xref	EMAPA:36771	amniotic fluid	UBERON	made_real
anatomy	UBERON:0000178	blood	xref	EMAPA:16332	blood	UBERON	made_real
anatomy	UBERON:0000209	tetrapod frontal bone	xref	EMAPA:19016	frontal bone	UBERON	made_real
anatomy	UBERON:0000210	tetrapod parietal bone	xref	EMAPA:18715	parietal bone	UBERON	made_real
anatomy	UBERON:0000211	ligament	xref	EMAPA:35493	ligament	UBERON	made_real
anatomy	UBERON:0000301	amniotic cavity	xref	EMAPA:16079	amniotic cavity	UBERON	made_real
anatomy	UBERON:0000303	adductor longus	xref	EMAPA:36220	adductor longus	UBERON	made_real
anatomy	UBERON:0000305	amnion	xref	EMAPA:16109	amnion	UBERON	made_real
anatomy	UBERON:0000309	body wall	xref	EMAPA:32761	body wall	UBERON	made_real
anatomy	UBERON:0000315	subarachnoid space	xref	EMAPA:32666	brain subarachnoid space	UBERON	made_real
anatomy	UBERON:0000317	colonic mucosa	xref	EMAPA:27375	colon mucosa	UBERON	made_real
anatomy	UBERON:0000319	cytotrophoblast	xref	EMAPA:16067	cytotrophoblast	UBERON	made_real
anatomy	UBERON:0000320	duodenal mucosa	xref	EMAPA:27235	duodenum mucosa	UBERON	made_real
anatomy	UBERON:0000325	gastric gland	xref	EMAPA:27181	stomach glandular region gastric gland	UBERON	made_real
anatomy	UBERON:0000331	ileal mucosa	xref	EMAPA:35424	ileum mucosa	UBERON	made_real
anatomy	UBERON:0000341	throat	xref	EMAPA:37973	throat	UBERON	made_real
anatomy	UBERON:0000348	ophthalmic nerve	xref	EMAPA:17800	trigeminal nerve ophthalmic division	UBERON	made_real
anatomy	UBERON:0000351	nuchal ligament	xref	EMAPA:19207	ligamentum nuchae	UBERON	made_real
anatomy	UBERON:0000355	pharyngeal mucosa	xref	EMAPA:26957	pharynx mucosa	UBERON	made_real
anatomy	UBERON:0000358	blastocyst	xref	EMAPA:36035	blastocyst	UBERON	made_real
anatomy	UBERON:0000359	preputial gland	xref	EMAPA:35701	preputial gland	UBERON	made_real
anatomy	UBERON:0000362	renal medulla	xref	EMAPA:19279	renal medulla	UBERON	made_real
anatomy	UBERON:0000365	urothelium	xref	EMAPA:37978	urothelium	UBERON	made_real
anatomy	UBERON:0000368	adductor brevis	xref	EMAPA:36219	adductor brevis	UBERON	made_real
anatomy	UBERON:0000369	corpus striatum	xref	EMAPA:17549	corpus striatum	UBERON	made_real
anatomy	UBERON:0000370	adductor magnus	xref	EMAPA:36221	adductor magnus	UBERON	made_real
anatomy	UBERON:0000371	syncytiotrophoblast	xref	EMAPA:16068	syncytiotrophoblast	UBERON	made_real
anatomy	UBERON:0000372	extensor digitorum brevis pes	xref	EMAPA:36258	extensor digitorum brevis	UBERON	made_real
anatomy	UBERON:0000375	mandibular nerve	xref	EMAPA:17798	trigeminal nerve mandibular division	UBERON	made_real
anatomy	UBERON:0000376	hindlimb stylopod	xref	EMAPA:17499	upper leg	UBERON	made_real
anatomy	UBERON:0000377	maxillary nerve	xref	EMAPA:17799	trigeminal nerve maxillary division	UBERON	made_real
anatomy	UBERON:0000378	tongue muscle	xref	EMAPA:17883	tongue muscle	UBERON	made_real
anatomy	UBERON:0000381	urinary bladder detrusor smooth muscle	xref	EMAPA:28637	detrusor muscle of bladder	UBERON	made_real
anatomy	UBERON:0000382	apocrine sweat gland	xref	EMAPA:37426	apocrine sweat gland	UBERON	made_real
anatomy	UBERON:0000388	epiglottis	xref	EMAPA:18289	epiglottis	UBERON	made_real
anatomy	UBERON:0000392	longissimus muscle	xref	EMAPA:37648	longissimus muscle	UBERON	made_real
anatomy	UBERON:0000395	cochlear ganglion	xref	EMAPA:17572	cochlear ganglion	UBERON	made_real
anatomy	UBERON:0000396	vallate papilla	xref	EMAPA:18271	circumvallate papillae	UBERON	made_real
anatomy	UBERON:0000397	colonic epithelium	xref	EMAPA:18941	colon epithelium	UBERON	made_real
anatomy	UBERON:0000399	jejunal mucosa	xref	EMAPA:27109	jejunum mucosa	UBERON	made_real
anatomy	UBERON:0000400	jejunal epithelium	xref	EMAPA:18668	jejunum epithelium	UBERON	made_real
anatomy	UBERON:0000401	mandibular ramus	xref	EMAPA:25100	mandible ramus	UBERON	made_real
anatomy	UBERON:0000403	scalp	xref	EMAPA:37949	scalp	UBERON	made_real
anatomy	UBERON:0000409	serous gland	xref	EMAPA:37950	serous gland	UBERON	made_real
anatomy	UBERON:0000411	visual cortex	xref	EMAPA:36446	visual cortex	UBERON	made_real
anatomy	UBERON:0000412	dermal papilla	xref	EMAPA:36484	hair follicle dermal papilla	UBERON	made_real
anatomy	UBERON:0000414	mucous gland	xref	EMAPA:37913	mucous gland	UBERON	made_real
anatomy	UBERON:0000428	prostate epithelium	xref	EMAPA:35711	prostate epithelium	UBERON	made_real
anatomy	UBERON:0000429	enteric plexus	xref	EMAPA:35446	intrinsic nerve plexus	UBERON	made_real
anatomy	UBERON:0000442	right testicular vein	xref	EMAPA:37383	right testicular vein	UBERON	made_real
anatomy	UBERON:0000443	left testicular vein	xref	EMAPA:37167	left testicular vein	UBERON	made_real
anatomy	UBERON:0000446	septum of telencephalon	xref	EMAPA:32837	telencephalon septum	UBERON	made_real
anatomy	UBERON:0000450	corpus albicans	xref	EMAPA:29888	corpus albicans	UBERON	made_real
anatomy	UBERON:0000451	prefrontal cortex	xref	EMAPA:35356	frontal association cortex	UBERON	made_real
anatomy	UBERON:0000453	decidua basalis	xref	EMAPA:35270	decidua basalis	UBERON	made_real
anatomy	UBERON:0000456	secretion of exocrine gland	xref	EMAPA:36535	exocrine gland fluid or secretion	UBERON	made_real
anatomy	UBERON:0000460	major vestibular gland	xref	EMAPA:36429	bulbourethral gland of female	UBERON	made_real
anatomy	UBERON:0000463	organism substance	xref	EMAPA:35178	body fluid or substance	UBERON	made_real
anatomy	UBERON:0000467	anatomical system	xref	EMAPA:16103	organ system	UBERON	made_real
anatomy	UBERON:0000468	multicellular organism	xref	EMAPA:25765	mouse	UBERON	made_real
anatomy	UBERON:0000473	testis	xref	EMAPA:17972	testis	UBERON	made_real
anatomy	UBERON:0000474	female reproductive system	xref	EMAPA:17959	female reproductive system	UBERON	made_real
anatomy	UBERON:0000475	organism subdivision	xref	EMAPA:36031	body region	UBERON	made_real
anatomy	UBERON:0000479	tissue	xref	EMAPA:35868	tissue	UBERON	made_real
anatomy	UBERON:0000483	epithelium	xref	EMAPA:32738	epithelium	UBERON	made_real
anatomy	UBERON:0000908	hippocampal commissure	xref	EMAPA:35404	hippocampal commissure	UBERON	made_real
anatomy	UBERON:0000915	thoracic segment of trunk	xref	EMAPA:35862	thoracic segment of trunk	UBERON	made_real
anatomy	UBERON:0000916	abdomen	xref	EMAPA:35102	abdomen	UBERON	made_real
anatomy	UBERON:0000922	embryo	xref	EMAPA:16039	embryo	UBERON	made_real
anatomy	UBERON:0000923	germ layer	xref	EMAPA:36033	germ layer	UBERON	made_real
anatomy	UBERON:0000924	ectoderm	xref	EMAPA:16069	embryo ectoderm	UBERON	made_real
anatomy	UBERON:0000925	endoderm	xref	EMAPA:16062	embryo endoderm	UBERON	made_real
anatomy	UBERON:0000930	stomodeum	xref	EMAPA:16263	stomatodeum	UBERON	made_real
anatomy	UBERON:0000931	proctodeum	xref	EMAPA:25038	proctodeum	UBERON	made_real
anatomy	UBERON:0000935	anterior commissure	xref	EMAPA:19038	anterior commissure	UBERON	made_real
anatomy	UBERON:0000936	posterior commissure	xref	EMAPA:35695	posterior commissure	UBERON	made_real
anatomy	UBERON:0000941	cranial nerve II	xref	EMAPA:17575	optic nerve	UBERON	made_real
anatomy	UBERON:0000945	stomach	xref	EMAPA:17021	stomach	UBERON	made_real
anatomy	UBERON:0000946	cardiac valve	xref	EMAPA:17869	heart valve	UBERON	made_real
anatomy	UBERON:0000947	aorta	xref	EMAPA:18601	aorta	UBERON	made_real
anatomy	UBERON:0000948	heart	xref	EMAPA:16105	heart	UBERON	made_real
anatomy	UBERON:0000949	endocrine system	xref	EMAPA:35306	endocrine system	UBERON	made_real
anatomy	UBERON:0000950	gracilis	xref	EMAPA:36231	gracilis muscle	UBERON	made_real
anatomy	UBERON:0000955	brain	xref	EMAPA:16894	brain	UBERON	made_real
anatomy	UBERON:0000956	cerebral cortex	xref	EMAPA:17544	cerebral cortex	UBERON	made_real
anatomy	UBERON:0000959	optic chiasma	xref	EMAPA:17603	optic chiasma	UBERON	made_real
anatomy	UBERON:0000961	thoracic ganglion	xref	EMAPA:17158	thoracic ganglion	UBERON	made_real
anatomy	UBERON:0000964	cornea	xref	EMAPA:17161	cornea	UBERON	made_real
anatomy	UBERON:0000965	lens of camera-type eye	xref	EMAPA:17838	lens	UBERON	made_real
anatomy	UBERON:0000966	retina	xref	EMAPA:17168	retina	UBERON	made_real
anatomy	UBERON:0000974	neck	xref	EMAPA:35587	neck	UBERON	made_real
anatomy	UBERON:0000975	sternum	xref	EMAPA:18344	sternum	UBERON	made_real
anatomy	UBERON:0000976	humerus	xref	EMAPA:19106	humerus	UBERON	made_real
anatomy	UBERON:0000978	leg	xref	EMAPA:17489	leg	UBERON	made_real
anatomy	UBERON:0000979	tibia	xref	EMAPA:19142	tibia	UBERON	made_real
anatomy	UBERON:0000981	femur	xref	EMAPA:19143	femur	UBERON	made_real
anatomy	UBERON:0000982	skeletal joint	xref	EMAPA:35456	skeletal joint	UBERON	made_real
anatomy	UBERON:0000985	axillary vein	xref	EMAPA:18758	axillary vein	UBERON	made_real
anatomy	UBERON:0000988	pons	xref	EMAPA:17563	pons	UBERON	made_real
anatomy	UBERON:0000989	penis	xref	EMAPA:18682	penis	UBERON	made_real
anatomy	UBERON:0000990	reproductive system	xref	EMAPA:17381	reproductive system	UBERON	made_real
anatomy	UBERON:0000991	gonad	xref	EMAPA:17383	gonad	UBERON	made_real
anatomy	UBERON:0000992	ovary	xref	EMAPA:17962	ovary	UBERON	made_real
anatomy	UBERON:0000993	oviduct	xref	EMAPA:18984	oviduct	UBERON	made_real
anatomy	UBERON:0000995	uterus	xref	EMAPA:29915	uterus	UBERON	made_real
anatomy	UBERON:0000996	vagina	xref	EMAPA:18986	vagina	UBERON	made_real
anatomy	UBERON:0000997	mammalian vulva	xref	EMAPA:36631	pudendum of female	UBERON	made_real
anatomy	UBERON:0000998	seminal vesicle	xref	EMAPA:19180	seminal vesicle	UBERON	made_real
anatomy	UBERON:0000999	ejaculatory duct	xref	EMAPA:19088	ejaculatory duct	UBERON	made_real
anatomy	UBERON:0001000	vas deferens	xref	EMAPA:18681	ductus deferens	UBERON	made_real
anatomy	UBERON:0001003	skin epidermis	xref	EMAPA:17528	epidermis	UBERON	made_real
anatomy	UBERON:0001004	respiratory system	xref	EMAPA:16727	respiratory system	UBERON	made_real
anatomy	UBERON:0001008	renal system	xref	EMAPA:17366	urinary system	UBERON	made_real
anatomy	UBERON:0001013	adipose tissue	xref	EMAPA:35112	adipose tissue	UBERON	made_real
anatomy	UBERON:0001015	musculature	xref	EMAPA:35577	musculature	UBERON	made_real
anatomy	UBERON:0001016	nervous system	xref	EMAPA:16469	nervous system	UBERON	made_real
anatomy	UBERON:0001017	central nervous system	xref	EMAPA:16470	central nervous system	UBERON	made_real
anatomy	UBERON:0001017	central nervous system	xref	EMAPA:16754	tail central nervous system	UBERON	made_real
anatomy	UBERON:0001019	nerve fasciculus	xref	EMAPA:36605	nerve fiber tract	UBERON	made_real
anatomy	UBERON:0001021	nerve	xref	EMAPA:32808	nerve	UBERON	made_real
anatomy	UBERON:0001021	nerve	xref	EMAPA:32815	peripheral nerve	UBERON	made_real
anatomy	UBERON:0001032	sensory system	xref	EMAPA:16192	sensory organ system	UBERON	made_real
anatomy	UBERON:0001035	dento-alveolar joint	xref	EMAPA:37464	gomphosis	UBERON	made_real
anatomy	UBERON:0001037	strand of hair	xref	EMAPA:18769	hair	UBERON	made_real
anatomy	UBERON:0001040	yolk sac	xref	EMAPA:16085	yolk sac	UBERON	made_real
anatomy	UBERON:0001041	foregut	xref	EMAPA:16548	foregut	UBERON	made_real
anatomy	UBERON:0001042	chordate pharynx	xref	EMAPA:16706	pharynx	UBERON	made_real
anatomy	UBERON:0001043	esophagus	xref	EMAPA:16833	esophagus	UBERON	made_real
anatomy	UBERON:0001044	saliva-secreting gland	xref	EMAPA:17751	salivary gland	UBERON	made_real
anatomy	UBERON:0001045	midgut	xref	EMAPA:16255	midgut	UBERON	made_real
anatomy	UBERON:0001046	hindgut	xref	EMAPA:16715	hindgut	UBERON	made_real
anatomy	UBERON:0001049	neural tube	xref	EMAPA:16164	neural tube	UBERON	made_real
anatomy	UBERON:0001049	neural tube	xref	EMAPA:16757	tail neural tube	UBERON	made_real
anatomy	UBERON:0001052	rectum	xref	EMAPA:17896	rectum	UBERON	made_real
anatomy	UBERON:0001063	flocculus	xref	EMAPA:35346	flocculus	UBERON	made_real
anatomy	UBERON:0001064	ventral pancreatic duct	xref	EMAPA:17510	ventral pancreatic duct	UBERON	made_real
anatomy	UBERON:0001065	parotid main excretory duct	xref	EMAPA:36563	parotid duct	UBERON	made_real
anatomy	UBERON:0001066	intervertebral disk	xref	EMAPA:32739	intervertebral disc	UBERON	made_real
anatomy	UBERON:0001068	skin of back	xref	EMAPA:36392	back skin	UBERON	made_real
anatomy	UBERON:0001069	head of pancreas	xref	EMAPA:17507	head of pancreas	UBERON	made_real
anatomy	UBERON:0001070	external carotid artery	xref	EMAPA:18611	external carotid artery	UBERON	made_real
anatomy	UBERON:0001071	superficial cervical artery	xref	EMAPA:37117	superficial cervical artery	UBERON	made_real
anatomy	UBERON:0001072	inferior vena cava	xref	EMAPA:18416	inferior vena cava	UBERON	made_real
anatomy	UBERON:0001073	ileocecal junction	xref	EMAPA:37601	ileocecal junction	UBERON	made_real
anatomy	UBERON:0001074	pericardial cavity	xref	EMAPA:16131	pericardial component	UBERON	made_real
anatomy	UBERON:0001074	pericardial cavity	xref	EMAPA:16132	pericardial cavity	UBERON	made_real
anatomy	UBERON:0001075	bony vertebral centrum	xref	EMAPA:36588	vertebral body	UBERON	made_real
anatomy	UBERON:0001076	neural spine	xref	EMAPA:25107	cartilage primordium of future L1 spinous process	UBERON	made_real
anatomy	UBERON:0001079	prezygapophysis	xref	EMAPA:37802	vertebra cranial articular process	UBERON	made_real
anatomy	UBERON:0001080	postzygapophysis	xref	EMAPA:35918	vertebra caudal articular process	UBERON	made_real
anatomy	UBERON:0001081	endocardium of ventricle	xref	EMAPA:32747	ventricle endocardial lining	UBERON	made_real
anatomy	UBERON:0001083	myocardium of ventricle	xref	EMAPA:32748	ventricle cardiac muscle	UBERON	made_real
anatomy	UBERON:0001085	skin of trunk	xref	EMAPA:37278	trunk skin	UBERON	made_real
anatomy	UBERON:0001088	urine	xref	EMAPA:36554	urine	UBERON	made_real
anatomy	UBERON:0001091	calcareous tooth	xref	EMAPA:32906	tooth	UBERON	made_real
anatomy	UBERON:0001092	vertebral bone 1	xref	EMAPA:19431	C1 vertebra	UBERON	made_real
anatomy	UBERON:0001093	vertebral bone 2	xref	EMAPA:19432	C2 vertebra	UBERON	made_real
anatomy	UBERON:0001094	sacral vertebra	xref	EMAPA:18336	sacral vertebra	UBERON	made_real
anatomy	UBERON:0001095	caudal vertebra	xref	EMAPA:18374	tail vertebra	UBERON	made_real
anatomy	UBERON:0001096	wall of esophagus	xref	EMAPA:35326	esophagus wall	UBERON	made_real
anatomy	UBERON:0001098	incisor tooth	xref	EMAPA:32889	incisor	UBERON	made_real
anatomy	UBERON:0001099	subcostal vein	xref	EMAPA:37189	subcostal vein	UBERON	made_real
anatomy	UBERON:0001100	pectoralis minor	xref	EMAPA:18180	pectoralis minor	UBERON	made_real
anatomy	UBERON:0001101	external jugular vein	xref	EMAPA:17875	external jugular vein	UBERON	made_real
anatomy	UBERON:0001102	cartilage of main bronchus	xref	EMAPA:19092	main bronchus cartilage	UBERON	made_real
anatomy	UBERON:0001103	diaphragm	xref	EMAPA:17701	diaphragm	UBERON	made_real
anatomy	UBERON:0001104	anterior jugular vein	xref	EMAPA:37134	anterior jugular vein	UBERON	made_real
anatomy	UBERON:0001105	clavicle bone	xref	EMAPA:18721	clavicle	UBERON	made_real
anatomy	UBERON:0001106	cephalic vein	xref	EMAPA:25075	cephalic vein	UBERON	made_real
anatomy	UBERON:0001107	sternohyoid muscle	xref	EMAPA:19271	sternohyoid muscle	UBERON	made_real
anatomy	UBERON:0001108	omohyoid muscle	xref	EMAPA:37689	omohyoid	UBERON	made_real
anatomy	UBERON:0001109	sternothyroid muscle	xref	EMAPA:19272	sternothyroid muscle	UBERON	made_real
anatomy	UBERON:0001110	thyrohyoid muscle	xref	EMAPA:19273	thyrohyoid muscle	UBERON	made_real
anatomy	UBERON:0001111	intercostal muscle	xref	EMAPA:18521	intercostal muscle	UBERON	made_real
anatomy	UBERON:0001112	latissimus dorsi muscle	xref	EMAPA:18178	latissimus dorsi	UBERON	made_real
anatomy	UBERON:0001113	lobe of liver	xref	EMAPA:18306	liver lobe	UBERON	made_real
anatomy	UBERON:0001114	right lobe of liver	xref	EMAPA:18311	liver right lobe	UBERON	made_real
anatomy	UBERON:0001115	left lobe of liver	xref	EMAPA:18307	liver left lobe	UBERON	made_real
anatomy	UBERON:0001116	quadrate lobe of liver	xref	EMAPA:18318	liver quadrate lobe	UBERON	made_real
anatomy	UBERON:0001117	caudate lobe of liver	xref	EMAPA:18313	liver caudate lobe	UBERON	made_real
anatomy	UBERON:0001118	lobe of thyroid gland	xref	EMAPA:18196	thyroid gland lobe	UBERON	made_real
anatomy	UBERON:0001119	right lobe of thyroid gland	xref	EMAPA:18198	thyroid gland right lobe	UBERON	made_real
anatomy	UBERON:0001120	left lobe of thyroid gland	xref	EMAPA:18197	thyroid gland left lobe	UBERON	made_real
anatomy	UBERON:0001121	longus colli muscle	xref	EMAPA:37654	longus colli	UBERON	made_real
anatomy	UBERON:0001122	scalenus medius	xref	EMAPA:37738	scalenus medius	UBERON	made_real
anatomy	UBERON:0001123	scalenus posterior	xref	EMAPA:37737	scalenus dorsalis	UBERON	made_real
anatomy	UBERON:0001125	serratus ventralis	xref	EMAPA:18525	serratus ventralis	UBERON	made_real
anatomy	UBERON:0001126	serratus dorsalis superior muscle	xref	EMAPA:37698	serratus dorsalis cranialis	UBERON	made_real
anatomy	UBERON:0001127	serratus dorsalis inferior muscle	xref	EMAPA:37697	serratus dorsalis caudalis	UBERON	made_real
anatomy	UBERON:0001128	sternocleidomastoid	xref	EMAPA:25137	sternomastoid	UBERON	made_real
anatomy	UBERON:0001129	subscapularis muscle	xref	EMAPA:18181	subscapularis	UBERON	made_real
anatomy	UBERON:0001130	vertebral column	xref	EMAPA:35919	vertebral column	UBERON	made_real
anatomy	UBERON:0001131	vertebral foramen	xref	EMAPA:37803	vertebra neural canal	UBERON	made_real
anatomy	UBERON:0001132	parathyroid gland	xref	EMAPA:32812	parathyroid gland	UBERON	made_real
anatomy	UBERON:0001133	cardiac muscle tissue	xref	EMAPA:32688	cardiac muscle tissue	UBERON	made_real
anatomy	UBERON:0001134	skeletal muscle tissue	xref	EMAPA:32716	skeletal muscle tissue	UBERON	made_real
anatomy	UBERON:0001135	smooth muscle tissue	xref	EMAPA:32717	smooth muscle tissue	UBERON	made_real
anatomy	UBERON:0001136	mesothelium	xref	EMAPA:32856	mesothelium	UBERON	made_real
anatomy	UBERON:0001138	superior mesenteric vein	xref	EMAPA:18643	superior mesenteric vein	UBERON	made_real
anatomy	UBERON:0001139	common iliac vein	xref	EMAPA:17874	common iliac vein	UBERON	made_real
anatomy	UBERON:0001140	renal vein	xref	EMAPA:28376	renal vein	UBERON	made_real
anatomy	UBERON:0001141	right renal vein	xref	EMAPA:37381	right renal vein	UBERON	made_real
anatomy	UBERON:0001142	left renal vein	xref	EMAPA:37166	left renal vein	UBERON	made_real
anatomy	UBERON:0001143	hepatic vein	xref	EMAPA:19221	hepatic vein	UBERON	made_real
anatomy	UBERON:0001144	testicular vein	xref	EMAPA:18647	testicular vein	UBERON	made_real
anatomy	UBERON:0001145	ovarian vein	xref	EMAPA:18644	ovarian vein	UBERON	made_real
anatomy	UBERON:0001148	median nerve	xref	EMAPA:17277	median nerve	UBERON	made_real
anatomy	UBERON:0001149	bare area of liver	xref	EMAPA:17945	liver bare area	UBERON	made_real
anatomy	UBERON:0001150	body of pancreas	xref	EMAPA:17504	body of pancreas	UBERON	made_real
anatomy	UBERON:0001151	tail of pancreas	xref	EMAPA:17511	tail of pancreas	UBERON	made_real
anatomy	UBERON:0001152	cystic duct	xref	EMAPA:16841	cystic duct	UBERON	made_real
anatomy	UBERON:0001153	caecum	xref	EMAPA:35197	cecum	UBERON	made_real
anatomy	UBERON:0001154	vermiform appendix	xref	EMAPA:35140	apex of cecum	UBERON	made_real
anatomy	UBERON:0001155	colon	xref	EMAPA:18939	colon	UBERON	made_real
anatomy	UBERON:0001156	ascending colon	xref	EMAPA:35151	ascending colon	UBERON	made_real
anatomy	UBERON:0001157	transverse colon	xref	EMAPA:35880	transverse colon	UBERON	made_real
anatomy	UBERON:0001158	descending colon	xref	EMAPA:35285	descending colon	UBERON	made_real
anatomy	UBERON:0001159	sigmoid colon	xref	EMAPA:36391	sigmoid colon	UBERON	made_real
anatomy	UBERON:0001160	fundus of stomach	xref	EMAPA:17886	stomach fundus	UBERON	made_real
anatomy	UBERON:0001161	body of stomach	xref	EMAPA:35810	body of stomach	UBERON	made_real
anatomy	UBERON:0001162	cardia of stomach	xref	EMAPA:35811	stomach cardiac region	UBERON	made_real
anatomy	UBERON:0001163	lesser curvature of stomach	xref	EMAPA:37754	stomach lesser curvature	UBERON	made_real
anatomy	UBERON:0001164	greater curvature of stomach	xref	EMAPA:37753	stomach greater curvature	UBERON	made_real
