semantic_type	subject	subject_label	predicate	object	object_label	asserted_by	status
anatomy	UBERON:0001591	thymic vein	xref	EMAPA:36325	thymic vein	UBERON	made_real
anatomy	UBERON:0001592	bronchial vein	xref	EMAPA:36284	bronchial vein	UBERON	made_real
anatomy	UBERON:0001593	venous plexus	xref	EMAPA:36327	venous plexus	UBERON	made_real
anatomy	UBERON:0001594	azygos vein	xref	EMAPA:18250	azygos vein	UBERON	made_real
anatomy	UBERON:0001595	auricular muscle	xref	EMAPA:35159	pinna muscle	UBERON	made_real
anatomy	UBERON:0001596	intrinsic auricular muscle	xref	EMAPA:37528	intrinsic auricular muscle	UBERON	made_real
anatomy	UBERON:0001597	masseter muscle	xref	EMAPA:25135	masseter	UBERON	made_real
anatomy	UBERON:0001598	temporalis muscle	xref	EMAPA:25138	temporalis	UBERON	made_real
anatomy	UBERON:0001599	stapedius muscle	xref	EMAPA:18586	stapedius muscle	UBERON	made_real
anatomy	UBERON:0001600	tensor tympani	xref	EMAPA:18587	tensor tympani muscle	UBERON	made_real
anatomy	UBERON:0001601	extra-ocular muscle	xref	EMAPA:18234	extrinsic ocular muscle	UBERON	made_real
anatomy	UBERON:0001604	levator palpebrae superioris	xref	EMAPA:36652	levator palpebrae superioris	UBERON	made_real
anatomy	UBERON:0001605	ciliary muscle	xref	EMAPA:35240	ciliary muscle	UBERON	made_real
anatomy	UBERON:0001607	sphincter pupillae	xref	EMAPA:35788	sphincter pupillae	UBERON	made_real
anatomy	UBERON:0001608	dilatator pupillae	xref	EMAPA:35286	dilatator pupillae	UBERON	made_real
anatomy	UBERON:0001609	isthmus of thyroid gland	xref	EMAPA:18195	thyroid gland isthmus	UBERON	made_real
anatomy	UBERON:0001610	lingual artery	xref	EMAPA:36324	lingual artery	UBERON	made_real
anatomy	UBERON:0001611	sublingual artery	xref	EMAPA:37115	sublingual artery	UBERON	made_real
anatomy	UBERON:0001612	facial artery	xref	EMAPA:19213	facial artery	UBERON	made_real
anatomy	UBERON:0001613	occipital artery	xref	EMAPA:37672	occipital artery	UBERON	made_real
anatomy	UBERON:0001614	superficial temporal artery	xref	EMAPA:37118	superior temporal artery	UBERON	made_real
anatomy	UBERON:0001615	transverse facial artery	xref	EMAPA:37130	transverse facial artery	UBERON	made_real
anatomy	UBERON:0001616	maxillary artery	xref	EMAPA:17311	maxillary artery	UBERON	made_real
anatomy	UBERON:0001617	mental artery	xref	EMAPA:37105	mental artery	UBERON	made_real
anatomy	UBERON:0001618	buccal artery	xref	EMAPA:37073	buccal artery	UBERON	made_real
anatomy	UBERON:0001619	ophthalmic artery	xref	EMAPA:17007	ophthalmic artery	UBERON	made_real
anatomy	UBERON:0001620	central retinal artery	xref	EMAPA:37113	retinal artery	UBERON	made_real
anatomy	UBERON:0001621	coronary artery	xref	EMAPA:19160	coronary artery	UBERON	made_real
anatomy	UBERON:0001622	lacrimal artery	xref	EMAPA:37094	lacrimal artery	UBERON	made_real
anatomy	UBERON:0001623	dorsal nasal artery	xref	EMAPA:35292	dorsal nasal artery	UBERON	made_real
anatomy	UBERON:0001624	anterior cerebral artery	xref	EMAPA:17854	anterior cerebral artery	UBERON	made_real
anatomy	UBERON:0001625	right coronary artery	xref	EMAPA:36532	right coronary artery	UBERON	made_real
anatomy	UBERON:0001626	left coronary artery	xref	EMAPA:36531	left coronary artery	UBERON	made_real
anatomy	UBERON:0001627	middle cerebral artery	xref	EMAPA:18239	middle cerebral artery	UBERON	made_real
anatomy	UBERON:0001628	posterior communicating artery	xref	EMAPA:18600	posterior communicating artery	UBERON	made_real
anatomy	UBERON:0001629	carotid body	xref	EMAPA:19211	carotid body	UBERON	made_real
anatomy	UBERON:0001630	muscle organ	xref	EMAPA:37474	muscle organ	UBERON	made_real
anatomy	UBERON:0001631	thoracic duct	xref	EMAPA:19310	thoracic duct	UBERON	made_real
anatomy	UBERON:0001632	temporal artery	xref	EMAPA:37127	temporal artery	UBERON	made_real
anatomy	UBERON:0001633	basilar artery	xref	EMAPA:17307	basilar artery	UBERON	made_real
anatomy	UBERON:0001635	superior cerebellar artery	xref	EMAPA:19309	superior cerebellar artery	UBERON	made_real
anatomy	UBERON:0001636	posterior cerebral artery	xref	EMAPA:17861	posterior cerebral artery	UBERON	made_real
anatomy	UBERON:0001637	artery	xref	EMAPA:35147	artery	UBERON	made_real
anatomy	UBERON:0001638	vein	xref	EMAPA:35906	vein	UBERON	made_real
anatomy	UBERON:0001640	celiac artery	xref	EMAPA:35202	celiac artery	UBERON	made_real
anatomy	UBERON:0001641	transverse sinus	xref	EMAPA:18637	transverse sinus	UBERON	made_real
anatomy	UBERON:0001642	superior sagittal sinus	xref	EMAPA:18636	superior sagittal sinus	UBERON	made_real
anatomy	UBERON:0001643	oculomotor nerve	xref	EMAPA:17574	oculomotor nerve	UBERON	made_real
anatomy	UBERON:0001644	trochlear nerve	xref	EMAPA:18218	trochlear nerve	UBERON	made_real
anatomy	UBERON:0001645	trigeminal nerve	xref	EMAPA:17576	trigeminal nerve	UBERON	made_real
anatomy	UBERON:0001646	abducens nerve	xref	EMAPA:18216	abducens nerve	UBERON	made_real
anatomy	UBERON:0001647	facial nerve	xref	EMAPA:17796	facial nerve	UBERON	made_real
anatomy	UBERON:0001648	vestibulocochlear nerve	xref	EMAPA:17801	vestibulocochlear nerve	UBERON	made_real
anatomy	UBERON:0001649	glossopharyngeal nerve	xref	EMAPA:17268	glossopharyngeal nerve	UBERON	made_real
anatomy	UBERON:0001650	hypoglossal nerve	xref	EMAPA:17269	hypoglossal nerve	UBERON	made_real
anatomy	UBERON:0001651	right pulmonary artery	xref	EMAPA:37378	right pulmonary artery	UBERON	made_real
anatomy	UBERON:0001652	left pulmonary artery	xref	EMAPA:37097	left pulmonary artery	UBERON	made_real
anatomy	UBERON:0001653	facial vein	xref	EMAPA:19220	facial vein	UBERON	made_real
anatomy	UBERON:0001654	supraorbital vein	xref	EMAPA:37195	supraorbital vein	UBERON	made_real
anatomy	UBERON:0001655	submental vein	xref	EMAPA:37188	submental vein	UBERON	made_real
anatomy	UBERON:0001656	retromandibular vein	xref	EMAPA:37182	posterior facial vein	UBERON	made_real
anatomy	UBERON:0001657	superficial temporal vein	xref	EMAPA:19315	superficial temporal vein	UBERON	made_real
anatomy	UBERON:0001658	middle temporal vein	xref	EMAPA:37176	middle temporal vein	UBERON	made_real
anatomy	UBERON:0001659	transverse facial vein	xref	EMAPA:37200	transverse facial vein	UBERON	made_real
anatomy	UBERON:0001660	maxillary vein	xref	EMAPA:37169	maxillary vein	UBERON	made_real
anatomy	UBERON:0001661	deep temporal vein	xref	EMAPA:37512	deep temporal vein	UBERON	made_real
anatomy	UBERON:0001662	anterior auricular vein	xref	EMAPA:37132	anterior auricular vein	UBERON	made_real
anatomy	UBERON:0001663	cerebral vein	xref	EMAPA:37140	cerebral vein	UBERON	made_real
anatomy	UBERON:0001664	inferior cerebral vein	xref	EMAPA:37154	inferior cerebral vein	UBERON	made_real
anatomy	UBERON:0001665	triceps surae	xref	EMAPA:36267	triceps surae muscle	UBERON	made_real
anatomy	UBERON:0001666	flexor digitorum longus	xref	EMAPA:36248	flexor digitorum longus	UBERON	made_real
anatomy	UBERON:0001667	tibialis posterior	xref	EMAPA:36255	tibialis posterior	UBERON	made_real
anatomy	UBERON:0001668	cerebellar vein	xref	EMAPA:37139	cerebellar vein	UBERON	made_real
anatomy	UBERON:0001669	superior cerebellar vein	xref	EMAPA:37191	superior cerebellar vein	UBERON	made_real
anatomy	UBERON:0001670	inferior cerebellar vein	xref	EMAPA:37153	inferior cerebellar vein	UBERON	made_real
anatomy	UBERON:0001671	temporal vein	xref	EMAPA:37196	temporal vein	UBERON	made_real
anatomy	UBERON:0001672	anterior cerebral vein	xref	EMAPA:36467	anterior cerebral vein	UBERON	made_real
anatomy	UBERON:0001673	central retinal vein	xref	EMAPA:37185	retinal vein	UBERON	made_real
anatomy	UBERON:0001674	masseteric vein	xref	EMAPA:37168	masseteric vein	UBERON	made_real
anatomy	UBERON:0001675	trigeminal ganglion	xref	EMAPA:16797	trigeminal ganglion	UBERON	made_real
anatomy	UBERON:0001676	occipital bone	xref	EMAPA:25112	occipital bone	UBERON	made_real
anatomy	UBERON:0001677	sphenoid bone	xref	EMAPA:18340	sphenoid bone	UBERON	made_real
anatomy	UBERON:0001678	temporal bone	xref	EMAPA:17682	temporal bone	UBERON	made_real
anatomy	UBERON:0001679	ethmoid bone	xref	EMAPA:19018	ethmoid bone	UBERON	made_real
anatomy	UBERON:0001681	nasal bone	xref	EMAPA:19202	nasal bone	UBERON	made_real
anatomy	UBERON:0001682	palatine bone	xref	EMAPA:36619	palatine bone	UBERON	made_real
anatomy	UBERON:0001683	jugal bone	xref	EMAPA:25111	zygomatic bone	UBERON	made_real
anatomy	UBERON:0001684	mandible	xref	EMAPA:18290	mandible	UBERON	made_real
anatomy	UBERON:0001685	hyoid bone	xref	EMAPA:18650	hyoid	UBERON	made_real
anatomy	UBERON:0001686	auditory ossicle bone	xref	EMAPA:17824	ossicle	UBERON	made_real
anatomy	UBERON:0001687	stapes bone	xref	EMAPA:18585	stapes	UBERON	made_real
anatomy	UBERON:0001688	incus bone	xref	EMAPA:18583	incus	UBERON	made_real
anatomy	UBERON:0001689	malleus bone	xref	EMAPA:18584	malleus	UBERON	made_real
anatomy	UBERON:0001690	ear	xref	EMAPA:16193	ear	UBERON	made_real
anatomy	UBERON:0001691	external ear	xref	EMAPA:16991	outer ear	UBERON	made_real
anatomy	UBERON:0001692	basioccipital bone	xref	EMAPA:18705	basioccipital bone	UBERON	made_real
anatomy	UBERON:0001693	exoccipital bone	xref	EMAPA:18708	exoccipital bone	UBERON	made_real
anatomy	UBERON:0001694	petrous part of temporal bone	xref	EMAPA:17683	temporal bone petrous part	UBERON	made_real
anatomy	UBERON:0001695	squamous part of temporal bone	xref	EMAPA:18021	temporal bone squamous part	UBERON	made_real
anatomy	UBERON:0001698	foramen ovale of skull	xref	EMAPA:18711	foramen ovale of chondrocranium	UBERON	made_real
anatomy	UBERON:0001700	geniculate ganglion	xref	EMAPA:17569	facial ganglion	UBERON	made_real
anatomy	UBERON:0001701	glossopharyngeal ganglion	xref	EMAPA:16795	glossopharyngeal ganglion	UBERON	made_real
anatomy	UBERON:0001705	nail	xref	EMAPA:35580	nail	UBERON	made_real
anatomy	UBERON:0001706	nasal septum	xref	EMAPA:17608	nasal septum	UBERON	made_real
anatomy	UBERON:0001707	nasal cavity	xref	EMAPA:17604	nasal cavity	UBERON	made_real
anatomy	UBERON:0001708	jaw skeleton	xref	EMAPA:35455	jaw skeleton	UBERON	made_real
anatomy	UBERON:0001709	upper jaw region	xref	EMAPA:17924	upper jaw	UBERON	made_real
anatomy	UBERON:0001710	lower jaw region	xref	EMAPA:17906	lower jaw	UBERON	made_real
anatomy	UBERON:0001711	eyelid	xref	EMAPA:17829	eyelid	UBERON	made_real
anatomy	UBERON:0001712	upper eyelid	xref	EMAPA:17834	upper eyelid	UBERON	made_real
anatomy	UBERON:0001713	lower eyelid	xref	EMAPA:17831	lower eyelid	UBERON	made_real
anatomy	UBERON:0001714	cranial ganglion	xref	EMAPA:16659	cranial ganglion	UBERON	made_real
anatomy	UBERON:0001715	oculomotor nuclear complex	xref	EMAPA:35605	oculomotor nucleus	UBERON	made_real
anatomy	UBERON:0001716	secondary palate	xref	EMAPA:18948	secondary palate	UBERON	made_real
anatomy	UBERON:0001717	spinal nucleus of trigeminal nerve	xref	EMAPA:35885	trigeminal V spinal sensory nucleus	UBERON	made_real
anatomy	UBERON:0001718	mesencephalic nucleus of trigeminal nerve	xref	EMAPA:35881	trigeminal V mesencephalic nucleus	UBERON	made_real
anatomy	UBERON:0001719	nucleus ambiguus	xref	EMAPA:35596	nucleus ambiguus	UBERON	made_real
anatomy	UBERON:0001720	cochlear nucleus	xref	EMAPA:35248	cochlear nucleus	UBERON	made_real
anatomy	UBERON:0001721	inferior vestibular nucleus	xref	EMAPA:35797	spinal vestibular nucleus	UBERON	made_real
anatomy	UBERON:0001722	medial vestibular nucleus	xref	EMAPA:35554	medial vestibular nucleus	UBERON	made_real
anatomy	UBERON:0001723	tongue	xref	EMAPA:17185	tongue	UBERON	made_real
anatomy	UBERON:0001725	cranial synchondrosis	xref	EMAPA:35264	cranial synchondrosis	UBERON	made_real
anatomy	UBERON:0001726	papilla of tongue	xref	EMAPA:32777	tongue papillae	UBERON	made_real
anatomy	UBERON:0001727	taste bud	xref	EMAPA:35850	taste bud	UBERON	made_real
anatomy	UBERON:0001728	nasopharynx	xref	EMAPA:17670	nasopharynx	UBERON	made_real
anatomy	UBERON:0001729	oropharynx	xref	EMAPA:25094	oropharynx	UBERON	made_real
anatomy	UBERON:0001730	extrinsic ligament of larynx	xref	EMAPA:37627	laryngeal extrinsic ligament	UBERON	made_real
anatomy	UBERON:0001731	cavity of pharynx	xref	EMAPA:18381	pharynx lumen	UBERON	made_real
anatomy	UBERON:0001733	soft palate	xref	EMAPA:18949	soft palate	UBERON	made_real
anatomy	UBERON:0001736	submandibular gland	xref	EMAPA:18812	submandibular gland	UBERON	made_real
anatomy	UBERON:0001737	larynx	xref	EMAPA:18333	larynx	UBERON	made_real
anatomy	UBERON:0001738	thyroid cartilage	xref	EMAPA:18698	thyroid cartilage	UBERON	made_real
anatomy	UBERON:0001739	laryngeal cartilage	xref	EMAPA:18697	laryngeal cartilage	UBERON	made_real
anatomy	UBERON:0001740	arytenoid cartilage	xref	EMAPA:18695	arytenoid cartilage	UBERON	made_real
anatomy	UBERON:0001741	corniculate cartilage	xref	EMAPA:37484	corniculate cartilage	UBERON	made_real
anatomy	UBERON:0001742	epiglottic cartilage	xref	EMAPA:37522	epiglottic cartilage	UBERON	made_real
anatomy	UBERON:0001743	ligament of larynx	xref	EMAPA:37626	larynx ligament	UBERON	made_real
anatomy	UBERON:0001746	capsule of thyroid gland	xref	EMAPA:37767	thyroid gland capsule	UBERON	made_real
anatomy	UBERON:0001747	parenchyma of thyroid gland	xref	EMAPA:37769	thyroid gland parenchyma	UBERON	made_real
anatomy	UBERON:0001748	capsule of parathyroid gland	xref	EMAPA:35663	parathyroid gland capsule	UBERON	made_real
anatomy	UBERON:0001749	parenchyma of parathyroid gland	xref	EMAPA:35664	parathyroid gland parenchyma	UBERON	made_real
anatomy	UBERON:0001750	lacrimal apparatus	xref	EMAPA:35462	lacrimal apparatus	UBERON	made_real
anatomy	UBERON:0001751	dentine	xref	EMAPA:35281	dentin	UBERON	made_real
anatomy	UBERON:0001752	enamel	xref	EMAPA:35303	enamel	UBERON	made_real
anatomy	UBERON:0001753	cementum	xref	EMAPA:35203	cementum	UBERON	made_real
anatomy	UBERON:0001754	dental pulp	xref	EMAPA:35274	dental pulp	UBERON	made_real
anatomy	UBERON:0001756	middle ear	xref	EMAPA:17000	middle ear	UBERON	made_real
anatomy	UBERON:0001757	pinna	xref	EMAPA:17589	pinna	UBERON	made_real
anatomy	UBERON:0001759	vagus nerve	xref	EMAPA:37797	vagus nerve	UBERON	made_real
anatomy	UBERON:0001761	future foramen cecum	xref	EMAPA:17069	foramen caecum	UBERON	made_real
anatomy	UBERON:0001762	turbinate bone	xref	EMAPA:25093	turbinate bone	UBERON	made_real
anatomy	UBERON:0001763	odontogenic papilla	xref	EMAPA:32892	dental papilla	UBERON	made_real
anatomy	UBERON:0001765	mammary duct	xref	EMAPA:35538	mammary gland duct	UBERON	made_real
anatomy	UBERON:0001766	anterior chamber of eyeball	xref	EMAPA:18231	eye anterior chamber	UBERON	made_real
anatomy	UBERON:0001768	uvea	xref	EMAPA:35901	uvea	UBERON	made_real
anatomy	UBERON:0001769	iris	xref	EMAPA:19154	iris	UBERON	made_real
anatomy	UBERON:0001770	lacrimal canaliculus	xref	EMAPA:37624	lacrimal canaliculus	UBERON	made_real
anatomy	UBERON:0001772	corneal epithelium	xref	EMAPA:17162	cornea epithelium	UBERON	made_real
anatomy	UBERON:0001773	sclera	xref	EMAPA:19027	sclera	UBERON	made_real
anatomy	UBERON:0001774	skeletal muscle of trunk	xref	EMAPA:35888	trunk musculature	UBERON	made_real
anatomy	UBERON:0001775	ciliary body	xref	EMAPA:19065	ciliary body	UBERON	made_real
anatomy	UBERON:0001776	optic choroid	xref	EMAPA:19077	optic choroid	UBERON	made_real
anatomy	UBERON:0001777	substantia propria of cornea	xref	EMAPA:17602	cornea stroma	UBERON	made_real
anatomy	UBERON:0001778	ciliary epithelium	xref	EMAPA:35239	ciliary epithelium	UBERON	made_real
anatomy	UBERON:0001779	iris stroma	xref	EMAPA:35451	iris stroma	UBERON	made_real
anatomy	UBERON:0001780	spinal nerve	xref	EMAPA:16989	spinal nerve	UBERON	made_real
anatomy	UBERON:0001781	layer of retina	xref	EMAPA:35742	retina layer	UBERON	made_real
anatomy	UBERON:0001782	pigmented layer of retina	xref	EMAPA:17172	pigmented retinal epithelium	UBERON	made_real
anatomy	UBERON:0001782	pigmented layer of retina	xref	EMAPA:35738	retina epithelium	UBERON	made_real
anatomy	UBERON:0001783	optic disc	xref	EMAPA:18238	optic disc	UBERON	made_real
anatomy	UBERON:0001785	cranial nerve	xref	EMAPA:17264	cranial nerve	UBERON	made_real
anatomy	UBERON:0001786	fovea centralis	xref	EMAPA:37589	fovea centralis	UBERON	made_real
anatomy	UBERON:0001787	photoreceptor layer of retina	xref	EMAPA:35686	photoreceptor layer	UBERON	made_real
anatomy	UBERON:0001788	outer limiting layer of retina	xref	EMAPA:36518	retina external limiting lamina	UBERON	made_real
anatomy	UBERON:0001789	outer nuclear layer of retina	xref	EMAPA:19157	retina outer nuclear layer	UBERON	made_real
anatomy	UBERON:0001790	outer plexiform layer of retina	xref	EMAPA:35744	retina outer plexiform layer	UBERON	made_real
anatomy	UBERON:0001791	inner nuclear layer of retina	xref	EMAPA:19155	retina inner nuclear layer	UBERON	made_real
anatomy	UBERON:0001792	ganglionic layer of retina	xref	EMAPA:35739	retina ganglion cell layer	UBERON	made_real
anatomy	UBERON:0001793	nerve fiber layer of retina	xref	EMAPA:18591	retina nerve fiber layer	UBERON	made_real
anatomy	UBERON:0001794	inner limiting layer of retina	xref	EMAPA:36519	retina internal limiting lamina	UBERON	made_real
anatomy	UBERON:0001795	inner plexiform layer of retina	xref	EMAPA:35741	retina inner plexiform layer	UBERON	made_real
anatomy	UBERON:0001796	aqueous humor of eyeball	xref	EMAPA:18232	aqueous humour	UBERON	made_real
anatomy	UBERON:0001797	vitreous humor	xref	EMAPA:17837	vitreous humour	UBERON	made_real
anatomy	UBERON:0001799	vitreous chamber of eyeball	xref	EMAPA:37805	vitreous chamber	UBERON	made_real
anatomy	UBERON:0001800	sensory ganglion	xref	EMAPA:36596	sensory ganglion	UBERON	made_real
anatomy	UBERON:0001801	anterior segment of eyeball	xref	EMAPA:36594	eye anterior segment	UBERON	made_real
anatomy	UBERON:0001802	posterior segment of eyeball	xref	EMAPA:36595	eye posterior segment	UBERON	made_real
anatomy	UBERON:0001803	epithelium of lens	xref	EMAPA:32871	lens epithelium	UBERON	made_real
anatomy	UBERON:0001804	capsule of lens	xref	EMAPA:18237	lens capsule	UBERON	made_real
anatomy	UBERON:0001805	autonomic ganglion	xref	EMAPA:18221	autonomic ganglion	UBERON	made_real
anatomy	UBERON:0001806	sympathetic ganglion	xref	EMAPA:17157	sympathetic ganglion	UBERON	made_real
anatomy	UBERON:0001808	parasympathetic ganglion	xref	EMAPA:32813	parasympathetic ganglion	UBERON	made_real
anatomy	UBERON:0001809	enteric ganglion	xref	EMAPA:35312	enteric ganglion	UBERON	made_real
anatomy	UBERON:0001810	nerve plexus	xref	EMAPA:37683	nerve plexus	UBERON	made_real
anatomy	UBERON:0001813	spinal nerve plexus	xref	EMAPA:16987	spinal nerve plexus	UBERON	made_real
anatomy	UBERON:0001814	brachial nerve plexus	xref	EMAPA:16988	brachial plexus	UBERON	made_real
anatomy	UBERON:0001815	lumbosacral nerve plexus	xref	EMAPA:17587	lumbosacral plexus	UBERON	made_real
anatomy	UBERON:0001816	autonomic nerve plexus	xref	EMAPA:18224	autonomic nerve plexus	UBERON	made_real
anatomy	UBERON:0001817	lacrimal gland	xref	EMAPA:35463	lacrimal gland	UBERON	made_real
anatomy	UBERON:0001820	sweat gland	xref	EMAPA:35844	sweat gland	UBERON	made_real
anatomy	UBERON:0001821	sebaceous gland	xref	EMAPA:35754	sebaceous gland	UBERON	made_real
anatomy	UBERON:0001822	orbital septum	xref	EMAPA:37609	orbital septum	UBERON	made_real
anatomy	UBERON:0001823	nasal cartilage	xref	EMAPA:37681	nasal cartilage	UBERON	made_real
anatomy	UBERON:0001824	mucosa of larynx	xref	EMAPA:18334	larynx mucous membrane	UBERON	made_real
anatomy	UBERON:0001825	paranasal sinus	xref	EMAPA:35662	paranasal sinus	UBERON	made_real
anatomy	UBERON:0001826	nasal cavity mucosa	xref	EMAPA:36026	nasal cavity mucosa	UBERON	made_real
anatomy	UBERON:0001827	secretion of lacrimal gland	xref	EMAPA:36537	tear	UBERON	made_real
anatomy	UBERON:0001828	gingiva	xref	EMAPA:35945	gingiva	UBERON	made_real
anatomy	UBERON:0001830	minor salivary gland	xref	EMAPA:35574	minor salivary gland	UBERON	made_real
anatomy	UBERON:0001831	parotid gland	xref	EMAPA:18537	parotid gland	UBERON	made_real
anatomy	UBERON:0001832	sublingual gland	xref	EMAPA:18809	sublingual gland	UBERON	made_real
anatomy	UBERON:0001833	lip	xref	EMAPA:32839	lip	UBERON	made_real
anatomy	UBERON:0001834	upper lip	xref	EMAPA:17925	upper lip	UBERON	made_real
anatomy	UBERON:0001835	lower lip	xref	EMAPA:17909	lower lip	UBERON	made_real
anatomy	UBERON:0001836	saliva	xref	EMAPA:36536	saliva	UBERON	made_real
anatomy	UBERON:0001837	duct of salivary gland	xref	EMAPA:35750	salivary duct	UBERON	made_real
anatomy	UBERON:0001838	sublingual duct	xref	EMAPA:36564	sublingual duct	UBERON	made_real
anatomy	UBERON:0001839	bony labyrinth	xref	EMAPA:36580	bony labyrinth	UBERON	made_real
anatomy	UBERON:0001840	semicircular canal	xref	EMAPA:32832	semicircular canal	UBERON	made_real
anatomy	UBERON:0001841	anterior semicircular canal	xref	EMAPA:17299	superior semicircular canal	UBERON	made_real
anatomy	UBERON:0001842	posterior semicircular canal	xref	EMAPA:17296	posterior semicircular canal	UBERON	made_real
anatomy	UBERON:0001843	lateral semicircular canal	xref	EMAPA:17821	lateral semicircular canal	UBERON	made_real
anatomy	UBERON:0001844	cochlea	xref	EMAPA:17597	cochlea	UBERON	made_real
anatomy	UBERON:0001845	perilymph	xref	EMAPA:36549	perilymph	UBERON	made_real
anatomy	UBERON:0001846	internal ear	xref	EMAPA:16194	inner ear	UBERON	made_real
anatomy	UBERON:0001848	auricular cartilage	xref	EMAPA:35158	pinna cartilage	UBERON	made_real
anatomy	UBERON:0001850	lacrimal drainage system	xref	EMAPA:19245	lacrimal drainage system	UBERON	made_real
anatomy	UBERON:0001852	endolymph	xref	EMAPA:36548	endolymph	UBERON	made_real
anatomy	UBERON:0001853	utricle of membranous labyrinth	xref	EMAPA:17293	utricle	UBERON	made_real
anatomy	UBERON:0001854	saccule of membranous labyrinth	xref	EMAPA:17290	saccule	UBERON	made_real
anatomy	UBERON:0001855	cochlear duct of membranous labyrinth	xref	EMAPA:17598	cochlear duct	UBERON	made_real
anatomy	UBERON:0001856	semicircular duct	xref	EMAPA:32830	semicircular duct	UBERON	made_real
anatomy	UBERON:0001857	anterior semicircular duct	xref	EMAPA:37411	anterior semicircular duct	UBERON	made_real
anatomy	UBERON:0001858	posterior semicircular duct	xref	EMAPA:37413	posterior semicircular duct	UBERON	made_real
anatomy	UBERON:0001859	lateral semicircular duct	xref	EMAPA:37412	lateral semicircular duct	UBERON	made_real
anatomy	UBERON:0001860	endolymphatic duct	xref	EMAPA:18580	endolymphatic duct	UBERON	made_real
anatomy	UBERON:0001861	ductus reuniens	xref	EMAPA:17287	ductus reuniens	UBERON	made_real
anatomy	UBERON:0001862	vestibular labyrinth	xref	EMAPA:17286	inner ear vestibular component	UBERON	made_real
anatomy	UBERON:0001863	scala vestibuli	xref	EMAPA:35753	scala vestibuli	UBERON	made_real
anatomy	UBERON:0001864	scala tympani	xref	EMAPA:35752	scala tympani	UBERON	made_real
anatomy	UBERON:0001865	cartilaginous external acoustic tube	xref	EMAPA:37525	external auditory meatus cartilaginous part	UBERON	made_real
anatomy	UBERON:0001867	cartilage of external ear	xref	EMAPA:37706	outer ear cartilage	UBERON	made_real
anatomy	UBERON:0001868	skin of chest	xref	EMAPA:37279	chest skin	UBERON	made_real
anatomy	UBERON:0001869	cerebral hemisphere	xref	EMAPA:16653	telencephalic vesicle	UBERON	made_real
anatomy	UBERON:0001870	frontal cortex	xref	EMAPA:35357	frontal cortex	UBERON	made_real
anatomy	UBERON:0001871	temporal lobe	xref	EMAPA:18797	temporal lobe	UBERON	made_real
anatomy	UBERON:0001873	caudate nucleus	xref	EMAPA:18207	caudate nucleus	UBERON	made_real
anatomy	UBERON:0001874	putamen	xref	EMAPA:35719	putamen	UBERON	made_real
anatomy	UBERON:0001875	globus pallidus	xref	EMAPA:35380	globus pallidus	UBERON	made_real
anatomy	UBERON:0001876	amygdala	xref	EMAPA:32672	amygdala	UBERON	made_real
anatomy	UBERON:0001876	amygdala	xref	EMAPA:36051	amygdaloid nucleus	UBERON	made_real
anatomy	UBERON:0001877	medial septal nucleus	xref	EMAPA:35553	medial septal nucleus	UBERON	made_real
anatomy	UBERON:0001878	septofimbrial nucleus	xref	EMAPA:35767	septofimbrial nucleus	UBERON	made_real
anatomy	UBERON:0001879	nucleus of diagonal band	xref	EMAPA:35598	nucleus of diagonal band	UBERON	made_real
anatomy	UBERON:0001880	bed nucleus of stria terminalis	xref	EMAPA:35169	bed nucleus of stria terminalis	UBERON	made_real
anatomy	UBERON:0001881	island of Calleja	xref	EMAPA:35452	islands of Calleja	UBERON	made_real
anatomy	UBERON:0001882	nucleus accumbens	xref	EMAPA:32789	accumbens nucleus	UBERON	made_real
anatomy	UBERON:0001883	olfactory tubercle	xref	EMAPA:35616	olfactory tubercle	UBERON	made_real
anatomy	UBERON:0001884	phrenic nerve	xref	EMAPA:17813	phrenic nerve	UBERON	made_real
anatomy	UBERON:0001885	dentate gyrus of hippocampal formation	xref	EMAPA:19037	dentate gyrus	UBERON	made_real
anatomy	UBERON:0001886	choroid plexus	xref	EMAPA:32741	choroid plexus	UBERON	made_real
anatomy	UBERON:0001887	internal capsule of telencephalon	xref	EMAPA:18206	diencephalon internal capsule	UBERON	made_real
anatomy	UBERON:0001887	internal capsule of telencephalon	xref	EMAPA:35437	cerebral internal capsule	UBERON	made_real
anatomy	UBERON:0001889	trunk of phrenic nerve	xref	EMAPA:37718	phrenic nerve trunk	UBERON	made_real
anatomy	UBERON:0001890	forebrain	xref	EMAPA:16895	forebrain	UBERON	made_real
anatomy	UBERON:0001891	midbrain	xref	EMAPA:16974	midbrain	UBERON	made_real
anatomy	UBERON:0001892	rhombomere	xref	EMAPA:16148	future hindbrain	UBERON	made_real
anatomy	UBERON:0001893	telencephalon	xref	EMAPA:16910	telencephalon	UBERON	made_real
anatomy	UBERON:0001894	diencephalon	xref	EMAPA:16896	diencephalon	UBERON	made_real
anatomy	UBERON:0001895	metencephalon	xref	EMAPA:17071	metencephalon	UBERON	made_real
anatomy	UBERON:0001896	medulla oblongata	xref	EMAPA:17550	medulla oblongata	UBERON	made_real
anatomy	UBERON:0001897	dorsal plus ventral thalamus	xref	EMAPA:17540	thalamus	UBERON	made_real
anatomy	UBERON:0001898	hypothalamus	xref	EMAPA:17536	hypothalamus	UBERON	made_real
anatomy	UBERON:0001899	epithalamus	xref	EMAPA:17532	epithalamus	UBERON	made_real
