semantic_type,preferred_id,preferred_label,biolink_type,member_count,equivalent_ids
anatomy,EMAPA:18299,upper jaw incisor enamel organ,biolink:AnatomicalEntity,1,EMAPA:18299
anatomy,EMAPA:18300,upper jaw incisor dental papilla,biolink:AnatomicalEntity,1,EMAPA:18300
anatomy,EMAPA:18301,upper jaw molar dental lamina,biolink:AnatomicalEntity,1,EMAPA:18301
anatomy,EMAPA:18302,upper jaw molar enamel organ,biolink:AnatomicalEntity,1,EMAPA:18302
anatomy,EMAPA:18303,upper jaw molar dental papilla,biolink:AnatomicalEntity,1,EMAPA:18303
anatomy,EMAPA:18304,left hepatic duct intrahepatic part,biolink:AnatomicalEntity,1,EMAPA:18304
anatomy,EMAPA:18305,right hepatic duct intrahepatic part,biolink:AnatomicalEntity,1,EMAPA:18305
anatomy,EMAPA:18308,liver left lobe bare area,biolink:AnatomicalEntity,1,EMAPA:18308
anatomy,EMAPA:18312,liver right lobe bare area,biolink:AnatomicalEntity,1,EMAPA:18312
anatomy,EMAPA:18350,somite 56,biolink:AnatomicalEntity,1,EMAPA:18350
anatomy,EMAPA:18351,somite 56 dermomyotome,biolink:AnatomicalEntity,1,EMAPA:18351
anatomy,EMAPA:18352,somite 56 myocoele,biolink:AnatomicalEntity,1,EMAPA:18352
anatomy,EMAPA:18353,somite 56 sclerotome,biolink:AnatomicalEntity,1,EMAPA:18353
anatomy,EMAPA:18354,somite 57,biolink:AnatomicalEntity,1,EMAPA:18354
anatomy,EMAPA:18355,somite 57 dermomyotome,biolink:AnatomicalEntity,1,EMAPA:18355
anatomy,EMAPA:18356,somite 57 myocoele,biolink:AnatomicalEntity,1,EMAPA:18356
anatomy,EMAPA:18357,somite 57 sclerotome,biolink:AnatomicalEntity,1,EMAPA:18357
anatomy,EMAPA:18358,somite 58,biolink:AnatomicalEntity,1,EMAPA:18358
anatomy,EMAPA:18359,somite 58 dermomyotome,biolink:AnatomicalEntity,1,EMAPA:18359
anatomy,EMAPA:18360,somite 58 myocoele,biolink:AnatomicalEntity,1,EMAPA:18360
anatomy,EMAPA:18361,somite 58 sclerotome,biolink:AnatomicalEntity,1,EMAPA:18361
anatomy,EMAPA:18362,somite 59,biolink:AnatomicalEntity,1,EMAPA:18362
anatomy,EMAPA:18363,somite 59 dermomyotome,biolink:AnatomicalEntity,1,EMAPA:18363
anatomy,EMAPA:18364,somite 59 myocoele,biolink:AnatomicalEntity,1,EMAPA:18364
anatomy,EMAPA:18365,somite 59 sclerotome,biolink:AnatomicalEntity,1,EMAPA:18365
anatomy,EMAPA:18366,somite 60,biolink:AnatomicalEntity,1,EMAPA:18366
anatomy,EMAPA:18367,somite 60 dermomyotome,biolink:AnatomicalEntity,1,EMAPA:18367
anatomy,EMAPA:18368,somite 60 myocoele,biolink:AnatomicalEntity,1,EMAPA:18368
anatomy,EMAPA:18369,somite 60 sclerotome,biolink:AnatomicalEntity,1,EMAPA:18369
anatomy,EMAPA:18370,tail peripheral nervous system,biolink:AnatomicalEntity,1,EMAPA:18370
anatomy,EMAPA:18371,tail ganglion,biolink:AnatomicalEntity,1,EMAPA:18371
anatomy,EMAPA:18375,foregut diverticulum lumen,biolink:AnatomicalEntity,1,EMAPA:18375
anatomy,EMAPA:18376,hindgut diverticulum lumen,biolink:AnatomicalEntity,1,EMAPA:18376
anatomy,EMAPA:18378,duodenum rostral part lumen,biolink:AnatomicalEntity,1,EMAPA:18378
anatomy,EMAPA:18379,gastro-esophageal junction lumen,biolink:AnatomicalEntity,1,EMAPA:18379
anatomy,EMAPA:18383,stomach glandular region lumen,biolink:AnatomicalEntity,1,EMAPA:18383
anatomy,EMAPA:18384,stomach proventricular region lumen,biolink:AnatomicalEntity,1,EMAPA:18384
anatomy,EMAPA:18385,stomach pyloric region lumen,biolink:AnatomicalEntity,1,EMAPA:18385
anatomy,EMAPA:18386,foregut-midgut junction lumen,biolink:AnatomicalEntity,1,EMAPA:18386
anatomy,EMAPA:18387,perineal body lumen,biolink:AnatomicalEntity,1,EMAPA:18387
anatomy,EMAPA:18390,duodenum caudal part lumen,biolink:AnatomicalEntity,1,EMAPA:18390
anatomy,EMAPA:18391,midgut loop lumen,biolink:AnatomicalEntity,1,EMAPA:18391
anatomy,EMAPA:18393,anal canal caudal part lumen,biolink:AnatomicalEntity,1,EMAPA:18393
anatomy,EMAPA:18394,anal canal rostral part lumen,biolink:AnatomicalEntity,1,EMAPA:18394
anatomy,EMAPA:18397,hindgut diverticulum postanal component lumen,biolink:AnatomicalEntity,1,EMAPA:18397
anatomy,EMAPA:18398,hindgut diverticulum preanal component lumen,biolink:AnatomicalEntity,1,EMAPA:18398
anatomy,EMAPA:18399,oral region cavity,biolink:AnatomicalEntity,1,EMAPA:18399
anatomy,EMAPA:18400,foregut lumen,biolink:AnatomicalEntity,1,EMAPA:18400
anatomy,EMAPA:18401,esophageal region lumen,biolink:AnatomicalEntity,1,EMAPA:18401
anatomy,EMAPA:18402,pharyngeal region lumen,biolink:AnatomicalEntity,1,EMAPA:18402
anatomy,EMAPA:18404,physiological umbilical hernia,biolink:AnatomicalEntity,1,EMAPA:18404
anatomy,EMAPA:18405,physiological umbilical hernia dermis,biolink:AnatomicalEntity,1,EMAPA:18405
anatomy,EMAPA:18406,physiological umbilical hernia epidermis,biolink:AnatomicalEntity,1,EMAPA:18406
anatomy,EMAPA:18408,carina trachea mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18408
anatomy,EMAPA:18409,carina trachea epithelium,biolink:AnatomicalEntity,1,EMAPA:18409
anatomy,EMAPA:18410,carina trachea vascular element,biolink:AnatomicalEntity,1,EMAPA:18410
anatomy,EMAPA:18414,greater sac visceral mesothelium,biolink:AnatomicalEntity,1,EMAPA:18414
anatomy,EMAPA:18420,inferior vena cava post-hepatic part,biolink:AnatomicalEntity,1,EMAPA:18420
anatomy,EMAPA:18422,inferior vena cava pre-hepatic part,biolink:AnatomicalEntity,1,EMAPA:18422
anatomy,EMAPA:18423,inferior vena cava left post-hepatic part,biolink:AnatomicalEntity,1,EMAPA:18423
anatomy,EMAPA:18424,inferior vena cava right post-hepatic part,biolink:AnatomicalEntity,1,EMAPA:18424
anatomy,EMAPA:18430,elbow rest of mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18430
anatomy,EMAPA:18431,forearm rest of mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18431
anatomy,EMAPA:18432,shoulder rest of mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18432
anatomy,EMAPA:18433,upper arm rest of mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18433
anatomy,EMAPA:18434,hip rest of mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18434
anatomy,EMAPA:18435,knee rest of mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18435
anatomy,EMAPA:18436,lower leg rest of mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18436
anatomy,EMAPA:18437,upper leg rest of mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18437
anatomy,EMAPA:18446,otic pit lumen,biolink:AnatomicalEntity,1,EMAPA:18446
anatomy,EMAPA:18487,hand dermis,biolink:AnatomicalEntity,1,EMAPA:18487
anatomy,EMAPA:18488,hand epidermis,biolink:AnatomicalEntity,1,EMAPA:18488
anatomy,EMAPA:18505,foot dermis,biolink:AnatomicalEntity,1,EMAPA:18505
anatomy,EMAPA:18506,foot epidermis,biolink:AnatomicalEntity,1,EMAPA:18506
anatomy,EMAPA:18508,fabella pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:18508
anatomy,EMAPA:18540,thyroglossal duct median lobe,biolink:AnatomicalEntity,1,EMAPA:18540
anatomy,EMAPA:18544,pineal primordium,biolink:AnatomicalEntity,1,EMAPA:18544
anatomy,EMAPA:18549,head of lateral ventricle,biolink:AnatomicalEntity,1,EMAPA:18549
anatomy,EMAPA:18550,tail of lateral ventricle,biolink:AnatomicalEntity,1,EMAPA:18550
anatomy,EMAPA:18553,medullary raphe,biolink:AnatomicalEntity,1,EMAPA:18553
anatomy,EMAPA:18555,cerebellum intraventricular portion,biolink:AnatomicalEntity,1,EMAPA:18555
anatomy,EMAPA:18556,cerebellum intraventricular portion mantle layer,biolink:AnatomicalEntity,1,EMAPA:18556
anatomy,EMAPA:18557,cerebellum intraventricular portion marginal layer,biolink:AnatomicalEntity,1,EMAPA:18557
anatomy,EMAPA:18558,cerebellum intraventricular portion ventricular layer,biolink:AnatomicalEntity,1,EMAPA:18558
anatomy,EMAPA:18559,rest of cerebellum,biolink:AnatomicalEntity,1,EMAPA:18559
anatomy,EMAPA:18560,rest of cerebellum mantle layer,biolink:AnatomicalEntity,1,EMAPA:18560
anatomy,EMAPA:18561,rest of cerebellum marginal layer,biolink:AnatomicalEntity,1,EMAPA:18561
anatomy,EMAPA:18562,rest of cerebellum ventricular layer,biolink:AnatomicalEntity,1,EMAPA:18562
anatomy,EMAPA:18563,metencephalon rest of alar plate,biolink:AnatomicalEntity,1,EMAPA:18563
anatomy,EMAPA:18564,metencephalon rest of alar plate mantle layer,biolink:AnatomicalEntity,1,EMAPA:18564
anatomy,EMAPA:18565,metencephalon rest of alar plate marginal layer,biolink:AnatomicalEntity,1,EMAPA:18565
anatomy,EMAPA:18566,metencephalon rest of alar plate ventricular layer,biolink:AnatomicalEntity,1,EMAPA:18566
anatomy,EMAPA:18575,ventral grey horn,biolink:AnatomicalEntity,1,EMAPA:18575
anatomy,EMAPA:18576,intermediate grey horn,biolink:AnatomicalEntity,1,EMAPA:18576
anatomy,EMAPA:18578,future tympanic membrane endothelium,biolink:AnatomicalEntity,1,EMAPA:18578
anatomy,EMAPA:18581,endolymphatic duct mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18581
anatomy,EMAPA:18588,conjunctival sac lower recess,biolink:AnatomicalEntity,1,EMAPA:18588
anatomy,EMAPA:18589,conjunctival sac upper recess,biolink:AnatomicalEntity,1,EMAPA:18589
anatomy,EMAPA:18590,neural retina,biolink:AnatomicalEntity,1,EMAPA:18590
anatomy,EMAPA:18592,retina nuclear layer,biolink:AnatomicalEntity,1,EMAPA:18592
anatomy,EMAPA:18594,anterior naris,biolink:AnatomicalEntity,1,EMAPA:18594
anatomy,EMAPA:18595,anterior naris epithelium,biolink:AnatomicalEntity,1,EMAPA:18595
anatomy,EMAPA:18606,descending aorta,biolink:AnatomicalEntity,1,EMAPA:18606
anatomy,EMAPA:18633,hindbrain venous sinus,biolink:AnatomicalEntity,1,EMAPA:18633
anatomy,EMAPA:18636,superior sagittal sinus,biolink:AnatomicalEntity,1,EMAPA:18636
anatomy,EMAPA:18649,pharynx skeleton,biolink:AnatomicalEntity,1,EMAPA:18649
anatomy,EMAPA:18661,foregut-midgut junction duodenum,biolink:AnatomicalEntity,1,EMAPA:18661
anatomy,EMAPA:18665,rectum dorsal mesentery,biolink:AnatomicalEntity,1,EMAPA:18665
anatomy,EMAPA:18669,jejunum vascular element,biolink:AnatomicalEntity,1,EMAPA:18669
anatomy,EMAPA:18671,jejunum dorsal mesentery,biolink:AnatomicalEntity,1,EMAPA:18671
anatomy,EMAPA:18672,liver left lobe hepatic duct,biolink:AnatomicalEntity,1,EMAPA:18672
anatomy,EMAPA:18685,seminiferous cord,biolink:AnatomicalEntity,1,EMAPA:18685
anatomy,EMAPA:18693,urethral fold of male,biolink:AnatomicalEntity,1,EMAPA:18693
anatomy,EMAPA:18695,arytenoid cartilage,biolink:AnatomicalEntity,1,EMAPA:18695
anatomy,EMAPA:18699,trachea cartilaginous ring,biolink:AnatomicalEntity,1,EMAPA:18699
anatomy,EMAPA:18771,hair follicle,biolink:AnatomicalEntity,1,EMAPA:18771
anatomy,EMAPA:18779,anterior horn of lateral ventricle choroid plexus,biolink:AnatomicalEntity,1,EMAPA:18779
anatomy,EMAPA:18780,lateral ventricle inferior horn choroid plexus,biolink:AnatomicalEntity,1,EMAPA:18780
anatomy,EMAPA:18781,posterior horn of lateral ventricle choroid plexus,biolink:AnatomicalEntity,1,EMAPA:18781
anatomy,EMAPA:18782,superior horn of lateral ventricle choroid plexus,biolink:AnatomicalEntity,1,EMAPA:18782
anatomy,EMAPA:18784,head of lateral ventricle choroid plexus,biolink:AnatomicalEntity,1,EMAPA:18784
anatomy,EMAPA:18785,tail of lateral ventricle choroid plexus,biolink:AnatomicalEntity,1,EMAPA:18785
anatomy,EMAPA:18786,medulla oblongata rest of basal plate,biolink:AnatomicalEntity,1,EMAPA:18786
anatomy,EMAPA:18787,medulla oblongata rest of basal plate mantle layer,biolink:AnatomicalEntity,1,EMAPA:18787
anatomy,EMAPA:18788,medulla oblongata rest of basal plate marginal layer,biolink:AnatomicalEntity,1,EMAPA:18788
anatomy,EMAPA:18789,medulla oblongata rest of basal plate ventricular layer,biolink:AnatomicalEntity,1,EMAPA:18789
anatomy,EMAPA:18790,medullary raphe mantle layer,biolink:AnatomicalEntity,1,EMAPA:18790
anatomy,EMAPA:18791,medullary raphe marginal layer,biolink:AnatomicalEntity,1,EMAPA:18791
anatomy,EMAPA:18792,medullary raphe ventricular layer,biolink:AnatomicalEntity,1,EMAPA:18792
anatomy,EMAPA:18798,temporal lobe marginal layer,biolink:AnatomicalEntity,1,EMAPA:18798
anatomy,EMAPA:18799,temporal lobe ventricular layer,biolink:AnatomicalEntity,1,EMAPA:18799
anatomy,EMAPA:18837,anal canal vascular element,biolink:AnatomicalEntity,1,EMAPA:18837
anatomy,EMAPA:18943,colon dorsal mesentery,biolink:AnatomicalEntity,1,EMAPA:18943
anatomy,EMAPA:18944,colon vascular element,biolink:AnatomicalEntity,1,EMAPA:18944
anatomy,EMAPA:18955,nasopalatine duct,biolink:AnatomicalEntity,1,EMAPA:18955
anatomy,EMAPA:18962,sulcus terminalis,biolink:AnatomicalEntity,1,EMAPA:18962
anatomy,EMAPA:18968,lower jaw gingiva epithelium,biolink:AnatomicalEntity,1,EMAPA:18968
anatomy,EMAPA:18969,lower jaw gingiva mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18969
anatomy,EMAPA:18972,upper jaw gingiva mesenchyme,biolink:AnatomicalEntity,1,EMAPA:18972
anatomy,EMAPA:18995,pelvic urethra of male,biolink:AnatomicalEntity,1,EMAPA:18995
anatomy,EMAPA:19003,right lung accessory lobe alveolar system,biolink:AnatomicalEntity,1,EMAPA:19003
anatomy,EMAPA:19005,right lung caudal lobe alveolar system,biolink:AnatomicalEntity,1,EMAPA:19005
anatomy,EMAPA:19007,right lung cranial lobe alveolar system,biolink:AnatomicalEntity,1,EMAPA:19007
anatomy,EMAPA:19009,right lung middle lobe alveolar system,biolink:AnatomicalEntity,1,EMAPA:19009
anatomy,EMAPA:19013,sphenoidal canal,biolink:AnatomicalEntity,1,EMAPA:19013
anatomy,EMAPA:19019,facial bone,biolink:AnatomicalEntity,1,EMAPA:19019
anatomy,EMAPA:19026,temporal lobe mantle layer,biolink:AnatomicalEntity,1,EMAPA:19026
anatomy,EMAPA:19035,C1 vertebra hypochordal arch,biolink:AnatomicalEntity,1,EMAPA:19035
anatomy,EMAPA:19040,hippocampus mantle layer,biolink:AnatomicalEntity,1,EMAPA:19040
anatomy,EMAPA:19041,hippocampus marginal layer,biolink:AnatomicalEntity,1,EMAPA:19041
anatomy,EMAPA:19042,allocortex,biolink:AnatomicalEntity,1,EMAPA:19042
anatomy,EMAPA:19043,hippocampus ventricular layer,biolink:AnatomicalEntity,1,EMAPA:19043
anatomy,EMAPA:19044,allocortex mantle layer,biolink:AnatomicalEntity,1,EMAPA:19044
anatomy,EMAPA:19045,allocortex marginal layer,biolink:AnatomicalEntity,1,EMAPA:19045
anatomy,EMAPA:19046,allocortex ventricular layer,biolink:AnatomicalEntity,1,EMAPA:19046
anatomy,EMAPA:19047,cerebellum dorsal part,biolink:AnatomicalEntity,1,EMAPA:19047
anatomy,EMAPA:19048,cerebellum dorsal part mantle layer,biolink:AnatomicalEntity,1,EMAPA:19048
anatomy,EMAPA:19049,cerebellum dorsal part marginal layer,biolink:AnatomicalEntity,1,EMAPA:19049
anatomy,EMAPA:19050,cerebellum dorsal part ventricular layer,biolink:AnatomicalEntity,1,EMAPA:19050
anatomy,EMAPA:19052,midbrain roof plate caudal part,biolink:AnatomicalEntity,1,EMAPA:19052
anatomy,EMAPA:19054,telencephalon subarachnoid space,biolink:AnatomicalEntity,1,EMAPA:19054
anatomy,EMAPA:19074,medulla oblongata part of 4th ventricle choroid plexus,biolink:AnatomicalEntity,1,EMAPA:19074
anatomy,EMAPA:19083,duodenum vascular element,biolink:AnatomicalEntity,1,EMAPA:19083
anatomy,EMAPA:19084,gastro-esophageal junction mesentery,biolink:AnatomicalEntity,1,EMAPA:19084
anatomy,EMAPA:19087,appendix testis,biolink:AnatomicalEntity,1,EMAPA:19087
anatomy,EMAPA:19091,larynx aditus,biolink:AnatomicalEntity,1,EMAPA:19091
anatomy,EMAPA:19098,rest of upper lip,biolink:AnatomicalEntity,1,EMAPA:19098
anatomy,EMAPA:19099,left hepatic duct extrahepatic part,biolink:AnatomicalEntity,1,EMAPA:19099
anatomy,EMAPA:19100,right hepatic duct extrahepatic part,biolink:AnatomicalEntity,1,EMAPA:19100
anatomy,EMAPA:19138,fabella cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19138
anatomy,EMAPA:19147,lenticular nucleus,biolink:AnatomicalEntity,1,EMAPA:19147
anatomy,EMAPA:19156,neural retina intermediate anuclear layer,biolink:AnatomicalEntity,1,EMAPA:19156
anatomy,EMAPA:19176,rest of interstitium of the testis,biolink:AnatomicalEntity,1,EMAPA:19176
anatomy,EMAPA:19180,seminal vesicle,biolink:AnatomicalEntity,1,EMAPA:19180
anatomy,EMAPA:19184,right lung middle lobe alveolus,biolink:AnatomicalEntity,1,EMAPA:19184
anatomy,EMAPA:19185,right lung middle lobe alveolar duct,biolink:AnatomicalEntity,1,EMAPA:19185
anatomy,EMAPA:19186,right lung cranial lobe alveolus,biolink:AnatomicalEntity,1,EMAPA:19186
anatomy,EMAPA:19187,right lung cranial lobe alveolar duct,biolink:AnatomicalEntity,1,EMAPA:19187
anatomy,EMAPA:19188,right lung caudal lobe alveolus,biolink:AnatomicalEntity,1,EMAPA:19188
anatomy,EMAPA:19189,right lung caudal lobe alveolar duct,biolink:AnatomicalEntity,1,EMAPA:19189
anatomy,EMAPA:19190,right lung accessory lobe alveolus,biolink:AnatomicalEntity,1,EMAPA:19190
anatomy,EMAPA:19191,right lung accessory lobe alveolar duct,biolink:AnatomicalEntity,1,EMAPA:19191
anatomy,EMAPA:19198,suture,biolink:AnatomicalEntity,1,EMAPA:19198
anatomy,EMAPA:19226,frontal suture,biolink:AnatomicalEntity,1,EMAPA:19226
anatomy,EMAPA:19235,pineal venous plexus,biolink:AnatomicalEntity,1,EMAPA:19235
anatomy,EMAPA:19243,lens embryonic nucleus,biolink:AnatomicalEntity,1,EMAPA:19243
anatomy,EMAPA:19244,lens posterior suture,biolink:AnatomicalEntity,1,EMAPA:19244
anatomy,EMAPA:19246,pancreas body islets of Langerhans,biolink:AnatomicalEntity,1,EMAPA:19246
anatomy,EMAPA:19247,pancreas head islets of Langerhans,biolink:AnatomicalEntity,1,EMAPA:19247
anatomy,EMAPA:19248,pancreas tail islets of Langerhans,biolink:AnatomicalEntity,1,EMAPA:19248
anatomy,EMAPA:19249,pharyngeal ligament,biolink:AnatomicalEntity,1,EMAPA:19249
anatomy,EMAPA:19253,midgut derived large intestine,biolink:AnatomicalEntity,1,EMAPA:19253
anatomy,EMAPA:19254,hindgut derived large intestine,biolink:AnatomicalEntity,1,EMAPA:19254
anatomy,EMAPA:19255,midgut derived large intestine mesenchyme,biolink:AnatomicalEntity,1,EMAPA:19255
anatomy,EMAPA:19256,hindgut derived large intestine mesenchyme,biolink:AnatomicalEntity,1,EMAPA:19256
anatomy,EMAPA:19257,midgut derived large intestine epithelium,biolink:AnatomicalEntity,1,EMAPA:19257
anatomy,EMAPA:19258,midgut derived large intestine lumen,biolink:AnatomicalEntity,1,EMAPA:19258
anatomy,EMAPA:19259,midgut derived large intestine mesentery,biolink:AnatomicalEntity,1,EMAPA:19259
anatomy,EMAPA:19260,midgut derived large intestine dorsal mesentery,biolink:AnatomicalEntity,1,EMAPA:19260
anatomy,EMAPA:19261,midgut derived large intestine vascular element,biolink:AnatomicalEntity,1,EMAPA:19261
anatomy,EMAPA:19262,hindgut derived large intestine epithelium,biolink:AnatomicalEntity,1,EMAPA:19262
anatomy,EMAPA:19263,hindgut derived large intestine lumen,biolink:AnatomicalEntity,1,EMAPA:19263
anatomy,EMAPA:19264,hindgut derived large intestine mesentery,biolink:AnatomicalEntity,1,EMAPA:19264
anatomy,EMAPA:19265,hindgut derived large intestine dorsal mesentery,biolink:AnatomicalEntity,1,EMAPA:19265
anatomy,EMAPA:19266,hindgut derived large intestine vascular element,biolink:AnatomicalEntity,1,EMAPA:19266
anatomy,EMAPA:19304,spleen medullary region,biolink:AnatomicalEntity,1,EMAPA:19304
anatomy,EMAPA:19307,thyroid gland left lobe colloid-filled follicles,biolink:AnatomicalEntity,1,EMAPA:19307
anatomy,EMAPA:19314,greater palatine vein,biolink:AnatomicalEntity,1,EMAPA:19314
anatomy,EMAPA:19323,C1 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19323
anatomy,EMAPA:19324,C2 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19324
anatomy,EMAPA:19325,C3 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19325
anatomy,EMAPA:19326,C4 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19326
anatomy,EMAPA:19327,C5 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19327
anatomy,EMAPA:19328,C6 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19328
anatomy,EMAPA:19329,C7 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19329
anatomy,EMAPA:19330,T1 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19330
anatomy,EMAPA:19331,T2 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19331
anatomy,EMAPA:19332,T3 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19332
anatomy,EMAPA:19333,T4 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19333
anatomy,EMAPA:19334,T5 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19334
anatomy,EMAPA:19335,C1 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19335
anatomy,EMAPA:19336,C2 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19336
anatomy,EMAPA:19337,C3 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19337
anatomy,EMAPA:19338,C4 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19338
anatomy,EMAPA:19339,C5 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19339
anatomy,EMAPA:19340,L1 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19340
anatomy,EMAPA:19341,T6 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19341
anatomy,EMAPA:19342,T7 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19342
anatomy,EMAPA:19343,T8 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19343
anatomy,EMAPA:19344,T9 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19344
anatomy,EMAPA:19345,T10 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19345
anatomy,EMAPA:19346,T11 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19346
anatomy,EMAPA:19347,T12 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19347
anatomy,EMAPA:19348,T13 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19348
anatomy,EMAPA:19349,C6 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19349
anatomy,EMAPA:19350,C7 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19350
anatomy,EMAPA:19351,L2 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19351
anatomy,EMAPA:19352,L3 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19352
anatomy,EMAPA:19353,L4 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19353
anatomy,EMAPA:19354,L5 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19354
anatomy,EMAPA:19355,L6 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19355
anatomy,EMAPA:19356,S1 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19356
anatomy,EMAPA:19357,S2 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19357
anatomy,EMAPA:19358,T1 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19358
anatomy,EMAPA:19359,T2 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19359
anatomy,EMAPA:19360,T3 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19360
anatomy,EMAPA:19361,T4 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19361
anatomy,EMAPA:19362,T5 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19362
anatomy,EMAPA:19363,L1 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19363
anatomy,EMAPA:19364,S3 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19364
anatomy,EMAPA:19365,S4 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19365
anatomy,EMAPA:19366,Tl1 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19366
anatomy,EMAPA:19367,Tl2 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19367
anatomy,EMAPA:19368,Tl3 vertebral pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19368
anatomy,EMAPA:19369,T1 rib pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19369
anatomy,EMAPA:19370,T2 rib pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19370
anatomy,EMAPA:19371,T3 rib pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19371
anatomy,EMAPA:19372,T4 rib pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19372
anatomy,EMAPA:19373,T5 rib pre-cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19373
anatomy,EMAPA:19374,T6 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19374
anatomy,EMAPA:19375,T7 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19375
anatomy,EMAPA:19376,T8 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19376
anatomy,EMAPA:19377,T9 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19377
anatomy,EMAPA:19378,T10 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19378
anatomy,EMAPA:19379,T11 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19379
anatomy,EMAPA:19380,T12 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19380
anatomy,EMAPA:19381,T13 vertebral cartilage condensation,biolink:AnatomicalEntity,1,EMAPA:19381
