pipeline	subject	subject_label	predicate	object	object_label	asserted_by	status
disease	DOID:0050012	chikungunya	xref	GARD:6038	Chikungunya fever	DOID	from_other_source
disease	DOID:0050026	human monocytic ehrlichiosis	xref	GARD:72	Human monocytic ehrlichiosis	DOID	from_other_source
disease	DOID:0050052	Rocky Mountain spotted fever	xref	GARD:7585	Rocky Mountain spotted fever	DOID	from_other_source
disease	DOID:0050083	Keshan disease	xref	GARD:8761	Keshan disease	DOID	from_other_source
disease	DOID:0050120	hemophagocytic lymphohistiocytosis	xref	GARD:6589	Familial hemophagocytic lymphohistiocytosis	DOID	from_other_source
disease	DOID:0050157	cryptogenic organizing pneumonia	xref	GARD:1620	Bronchiolitis obliterans organizing pneumonia	DOID	from_other_source
disease	DOID:0050167	autoimmune polyendocrine syndrome type 1	xref	GARD:8466	Polyglandular autoimmune syndrome, type 1	DOID	from_other_source
disease	DOID:0050168	autoimmune polyendocrine syndrome type 2	xref	GARD:7611	Polyglandular autoimmune syndrome, type 2	DOID	from_other_source
disease	DOID:0050169	cutaneous lupus erythematosus	xref	GARD:6225	Cutaneous lupus erythematosus	DOID	from_other_source
disease	DOID:0050175	tick-borne encephalitis	xref	GARD:5216	Tick-borne encephalitis	DOID	from_other_source
disease	DOID:0050202	Lujo hemorrhagic fever	xref	GARD:21410	Lujo hemorrhagic fever	DOID	from_other_source
disease	DOID:0050242	primary amebic meningoencephalitis	xref	GARD:9554	Primary amebic meningoencephalitis	DOID	from_other_source
disease	DOID:0050246	granulomatous amebic encephalitis	xref	GARD:12651	Granulomatous amebic encephalitis	DOID	from_other_source
disease	DOID:0050256	angiostrongyliasis	xref	GARD:683	Angiostrongyliasis	DOID	from_other_source
disease	DOID:0050266	tungiasis	xref	GARD:393	Tungiasis	DOID	from_other_source
disease	DOID:0050328	congenital hypothyroidism	xref	GARD:1487	Congenital hypothyroidism	DOID	from_other_source
disease	DOID:0050335	bradyopsia	xref	GARD:12299	Bradyopsia	DOID	from_other_source
disease	DOID:0050424	familial adenomatous polyposis	xref	GARD:6408	Familial multiple polyposis syndrome	DOID	from_other_source
disease	DOID:0050426	Stevens-Johnson syndrome	xref	GARD:7700	Stevens-Johnson syndrome	DOID	from_other_source
disease	DOID:0050427	xeroderma pigmentosum	xref	GARD:7910	Xeroderma pigmentosum	DOID	from_other_source
disease	DOID:0050429	Hailey-Hailey disease	xref	GARD:6559	Familial benign pemphigus	DOID	from_other_source
disease	DOID:0050433	fatal familial insomnia	xref	GARD:6429	Fatal familial insomnia	DOID	from_other_source
disease	DOID:0050434	Andersen-Tawil syndrome	xref	GARD:9453	Andersen Tawil syndrome	DOID	from_other_source
disease	DOID:0050436	mulibrey nanism	xref	GARD:95	Mulibrey nanism syndrome	DOID	from_other_source
disease	DOID:0050437	Danon disease	xref	GARD:9730	Danon disease	DOID	from_other_source
disease	DOID:0050438	Frasier syndrome	xref	GARD:2375	Frasier syndrome	DOID	from_other_source
disease	DOID:0050439	Usher syndrome	xref	GARD:7843	Usher syndrome	DOID	from_other_source
disease	DOID:0050440	familial partial lipodystrophy	xref	GARD:11962	Familial partial lipodystrophy	DOID	from_other_source
disease	DOID:0050445	X-linked hypophosphatemic rickets	xref	GARD:12943	Familial X-linked hypophosphatemic vitamin D refractory rickets	DOID	from_other_source
disease	DOID:0050448	white sponge nevus	xref	GARD:8501	White sponge nevus	DOID	from_other_source
disease	DOID:0050449	pachyonychia congenita	xref	GARD:10753	Pachyonychia congenita syndrome	DOID	from_other_source
disease	DOID:0050450	Gitelman syndrome	xref	GARD:8547	Familial hypokalemia-hypomagnesemia	DOID	from_other_source
disease	DOID:0050451	Brugada syndrome	xref	GARD:1030	Brugada syndrome	DOID	from_other_source
disease	DOID:0050452	mevalonic aciduria	xref	GARD:3588	Mevalonic aciduria	DOID	from_other_source
disease	DOID:0050453	lissencephaly	xref	GARD:12291	Lissencephaly	DOID	from_other_source
disease	DOID:0050456	Buruli ulcer disease	xref	GARD:9520	Buruli ulcer	DOID	from_other_source
disease	DOID:0050457	Sertoli cell-only syndrome	xref	GARD:8406	Congenital absence of germinal epithelium of testes	DOID	from_other_source
disease	DOID:0050458	juvenile myelomonocytic leukemia	xref	GARD:9884	Juvenile myelomonocytic leukemia	DOID	from_other_source
disease	DOID:0050460	Wolf-Hirschhorn syndrome	xref	GARD:7896	4p partial monosomy syndrome	DOID	from_other_source
disease	DOID:0050461	aspartylglucosaminuria	xref	GARD:5854	Aspartylglucosaminuria	DOID	from_other_source
disease	DOID:0050463	campomelic dysplasia	xref	GARD:10027	Camptomelic dysplasia	DOID	from_other_source
disease	DOID:0050464	Farber lipogranulomatosis	xref	GARD:6426	Farber lipogranulomatosis	DOID	from_other_source
disease	DOID:0050465	Muir-Torre syndrome	xref	GARD:6821	Muir-Torré syndrome	DOID	from_other_source
disease	DOID:0050466	Loeys-Dietz syndrome	xref	GARD:10788	Loeys-Dietz syndrome	DOID	from_other_source
disease	DOID:0050468	yellow nail syndrome	xref	GARD:184	Yellow nail syndrome	DOID	from_other_source
disease	DOID:0050469	Costello syndrome	xref	GARD:1550	Costello syndrome	DOID	from_other_source
disease	DOID:0050471	Carney complex	xref	GARD:1119	Carney complex	DOID	from_other_source
disease	DOID:0050472	monilethrix	xref	GARD:93	Monilethrix	DOID	from_other_source
disease	DOID:0050474	Netherton syndrome	xref	GARD:7182	Netherton syndrome	DOID	from_other_source
disease	DOID:0050475	Weill-Marchesani syndrome	xref	GARD:4936	Weill-Marchesani syndrome	DOID	from_other_source
disease	DOID:0050476	Barth syndrome	xref	GARD:5890	3-Methylglutaconic aciduria type 2	DOID	from_other_source
disease	DOID:0050477	Liddle syndrome	xref	GARD:7381	Liddle syndrome	DOID	from_other_source
disease	DOID:0050485	sennetsu fever	xref	GARD:120	Sennetsu fever	DOID	from_other_source
disease	DOID:0050524	maturity-onset diabetes of the young	xref	GARD:3697	Maturity-onset diabetes of the young	DOID	from_other_source
disease	DOID:0050526	Gamstorp-Wohlfart syndrome	xref	GARD:12353	Autosomal recessive axonal neuropathy with neuromyotonia	DOID	from_other_source
disease	DOID:0050535	exudative vitreoretinopathy	xref	GARD:1613	Familial exudative vitreoretinopathy	DOID	from_other_source
disease	DOID:0050538	Charcot-Marie-Tooth disease type 1	xref	GARD:12433	Charcot-Marie-Tooth disease, type I	DOID	from_other_source
disease	DOID:0050539	Charcot-Marie-Tooth disease type 2	xref	GARD:12431	Charcot-Marie-Tooth disease type 2	DOID	from_other_source
disease	DOID:0050541	Charcot-Marie-Tooth disease type 4	xref	GARD:12440	Charcot-Marie-Tooth disease type 4	DOID	from_other_source
disease	DOID:0050545	visceral heterotaxy	xref	GARD:10875	Visceral heterotaxy	DOID	from_other_source
disease	DOID:0050548	hereditary sensory and autonomic neuropathy	xref	GARD:12688	Hereditary sensory and autonomic neuropathy	DOID	from_other_source
disease	DOID:0050553	proteasome-associated autoinflammatory syndrome 1	xref	GARD:3916	Proteasome-associated autoinflammatory syndrome 1	DOID	from_other_source
disease	DOID:0050557	congenital muscular dystrophy	xref	GARD:9138	Congenital muscular dystrophy	DOID	from_other_source
disease	DOID:0050558	Ullrich congenital muscular dystrophy	xref	GARD:4769	Ullrich congenital muscular dystrophy	DOID	from_other_source
disease	DOID:0050559	Fukuyama congenital muscular dystrophy	xref	GARD:6475	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	DOID	from_other_source
disease	DOID:0050560	Walker-Warburg syndrome	xref	GARD:2599	Walker-Warburg congenital muscular dystrophy	DOID	from_other_source
disease	DOID:0050561	Lennox-Gastaut syndrome	xref	GARD:9912	Lennox-Gastaut syndrome	DOID	from_other_source
disease	DOID:0050562	West syndrome	xref	GARD:7887	West syndrome	DOID	from_other_source
disease	DOID:0050568	spondylocostal dysostosis	xref	GARD:12174	Spondylocostal dysostosis	DOID	from_other_source
disease	DOID:0050569	Seckel syndrome	xref	GARD:8562	Seckel syndrome	DOID	from_other_source
disease	DOID:0050572	cone-rod dystrophy	xref	GARD:10790	Cone-rod dystrophy	DOID	from_other_source
disease	DOID:0050573	2-hydroxyglutaric aciduria	xref	GARD:10761	2-hydroxyglutaric aciduria	DOID	from_other_source
disease	DOID:0050574	L-2-hydroxyglutaric aciduria	xref	GARD:10472	L-2-hydroxyglutaric aciduria	DOID	from_other_source
disease	DOID:0050575	D-2-hydroxyglutaric aciduria	xref	GARD:5661	D-2-hydroxyglutaric aciduria	DOID	from_other_source
disease	DOID:0050576	Senior-Loken syndrome	xref	GARD:322	Renal dysplasia and retinal aplasia	DOID	from_other_source
disease	DOID:0050585	congenital generalized lipodystrophy	xref	GARD:13388	Berardinelli-Seip congenital lipodystrophy	DOID	from_other_source
disease	DOID:0050590	severe congenital neutropenia	xref	GARD:13592	Severe congenital neutropenia	DOID	from_other_source
disease	DOID:0050601	ADULT syndrome	xref	GARD:384	ADULT syndrome	DOID	from_other_source
disease	DOID:0050602	triple-A syndrome	xref	GARD:457	Glucocorticoid deficiency with achalasia	DOID	from_other_source
disease	DOID:0050603	acheiropody	xref	GARD:376	Acheiropodia	DOID	from_other_source
disease	DOID:0050604	acrocapitofemoral dysplasia	xref	GARD:10605	Acrocapitofemoral dysplasia	DOID	from_other_source
disease	DOID:0050605	acrodermatitis enteropathica	xref	GARD:5723	Hereditary acrodermatitis enteropathica	DOID	from_other_source
disease	DOID:0050629	Aicardi-Goutieres syndrome	xref	GARD:575	Aicardi Goutieres syndrome	DOID	from_other_source
disease	DOID:0050630	Aland Island eye disease	xref	GARD:10574	Aland island eye disease	DOID	from_other_source
disease	DOID:0050631	Allan-Herndon-Dudley syndrome	xref	GARD:5617	Allan-Herndon-Dudley syndrome	DOID	from_other_source
disease	DOID:0050632	oculocutaneous albinism	xref	GARD:10958	Oculocutaneous albinism	DOID	from_other_source
disease	DOID:0050634	alopecia universalis	xref	GARD:614	Alopecia universalis congenita	DOID	from_other_source
disease	DOID:0050635	alternating hemiplegia of childhood	xref	GARD:11	Alternating hemiplegia of childhood	DOID	from_other_source
disease	DOID:0050636	hereditary systemic amyloidosis 2	xref	GARD:8282	Familial visceral amyloidosis, Ostertag type	DOID	from_other_source
disease	DOID:0050637	Finnish type amyloidosis	xref	GARD:2339	Finnish type amyloidosis	DOID	from_other_source
disease	DOID:0050639	primary cutaneous amyloidosis	xref	GARD:132	Primary cutaneous amyloidosis	DOID	from_other_source
disease	DOID:0050641	Rh deficiency syndrome	xref	GARD:12916	Rh deficiency syndrome	DOID	from_other_source
disease	DOID:0050644	arterial calcification of infancy	xref	GARD:8380	Arterial calcification of infancy	DOID	from_other_source
disease	DOID:0050645	arterial tortuosity syndrome	xref	GARD:774	Arterial tortuosity syndrome	DOID	from_other_source
disease	DOID:0050646	distal arthrogryposis	xref	GARD:786	Distal arthrogryposis	DOID	from_other_source
disease	DOID:0050647	Arts syndrome	xref	GARD:8756	Arts syndrome	DOID	from_other_source
disease	DOID:0050649	atransferrinemia	xref	GARD:9595	Atransferrinemia	DOID	from_other_source
disease	DOID:0050650	familial atrial fibrillation	xref	GARD:9740	Familial atrial fibrillation	DOID	from_other_source
disease	DOID:0050651	atrioventricular septal defect	xref	GARD:802	Familial atrioventricular septal defect	DOID	from_other_source
disease	DOID:0050654	Baller-Gerold syndrome	xref	GARD:1602	Baller-Gerold syndrome	DOID	from_other_source
disease	DOID:0050656	pseudo-TORCH syndrome 1	xref	GARD:12426	Pseudo-TORCH syndrome	DOID	from_other_source
disease	DOID:0050657	Cowden syndrome 1	xref	GARD:12800	PTEN hamartoma tumor syndrome	DOID	from_other_source
disease	DOID:0050657	Cowden syndrome 1	xref	GARD:5887	Bannayan-Riley-Ruvalcaba syndrome	DOID	from_other_source
disease	DOID:0050657	Cowden syndrome 1	xref	GARD:6901	Lhermitte-Duclos disease	DOID	from_other_source
disease	DOID:0050660	Beare-Stevenson cutis gyrata syndrome	xref	GARD:332	Beare-Stevenson cutis gyrata syndrome	DOID	from_other_source
disease	DOID:0050661	vitelliform macular dystrophy	xref	GARD:10120	Vitelliform macular dystrophy 1	DOID	from_other_source
disease	DOID:0050661	vitelliform macular dystrophy	xref	GARD:182	Vitelliform macular dystrophy 2	DOID	from_other_source
disease	DOID:0050663	Bethlem myopathy	xref	GARD:873	Bethlem myopathy	DOID	from_other_source
disease	DOID:0050664	Bietti crystalline corneoretinal dystrophy	xref	GARD:10050	Bietti crystalline corneoretinal dystrophy	DOID	from_other_source
disease	DOID:0050670	ataxic cerebral palsy	xref	GARD:10451	Cerebral palsy, ataxic, autosomal recessive	DOID	from_other_source
disease	DOID:0050675	Birk-Barel syndrome	xref	GARD:10358	Birk-Barel syndrome	DOID	from_other_source
disease	DOID:0050676	Birt-Hogg-Dube syndrome	xref	GARD:2322	Birt-Hogg-Dube syndrome 1	DOID	from_other_source
disease	DOID:0050677	Bjornstad syndrome	xref	GARD:22	Pili torti-deafness syndrome	DOID	from_other_source
disease	DOID:0050678	Blau syndrome	xref	GARD:304	Blau syndrome	DOID	from_other_source
disease	DOID:0050679	blue cone monochromacy	xref	GARD:917	Cone monochromatism	DOID	from_other_source
disease	DOID:0050680	Boomerang dysplasia	xref	GARD:933	Boomerang dysplasia	DOID	from_other_source
disease	DOID:0050681	Borjeson-Forssman-Lehmann syndrome	xref	GARD:936	Borjeson-Forssman-Lehmann syndrome	DOID	from_other_source
disease	DOID:0050684	Bowen-Conradi syndrome	xref	GARD:5950	Bowen-Conradi syndrome	DOID	from_other_source
disease	DOID:0050690	brachyolmia	xref	GARD:10903	Brachyolmia	DOID	from_other_source
disease	DOID:0050691	branchiooculofacial syndrome	xref	GARD:3212	Branchiooculofacial syndrome	DOID	from_other_source
disease	DOID:0050692	Brody myopathy	xref	GARD:9158	Brody myopathy	DOID	from_other_source
disease	DOID:0050693	Brooke-Spiegler syndrome	xref	GARD:10179	Brooke-Spiegler syndrome	DOID	from_other_source
disease	DOID:0050699	Dent disease	xref	GARD:13105	Dent disease	DOID	from_other_source
disease	DOID:0050709	early infantile epileptic encephalopathy	xref	GARD:9255	Genetic developmental and epileptic encephalopathy	DOID	from_other_source
disease	DOID:0050710	3-methylcrotonyl-CoA carboxylase deficiency	xref	GARD:10954	Methylcrotonyl-CoA carboxylase deficiency	DOID	from_other_source
disease	DOID:0050711	aceruloplasminemia	xref	GARD:9499	Deficiency of ferroxidase	DOID	from_other_source
disease	DOID:0050720	ornithine translocase deficiency	xref	GARD:2830	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome	DOID	from_other_source
disease	DOID:0050729	Chanarin-Dorfman syndrome	xref	GARD:3979	Triglyceride storage disease with ichthyosis	DOID	from_other_source
disease	DOID:0050730	coenzyme Q10 deficiency disease	xref	GARD:10423	Coenzyme Q10 deficiency	DOID	from_other_source
disease	DOID:0050740	Qazi Markouizos syndrome	xref	GARD:371	Qazi Markouizos syndrome	DOID	from_other_source
disease	DOID:0050745	diffuse large B-cell lymphoma	xref	GARD:3178	Malignant lymphoma, large B-cell, diffuse	DOID	from_other_source
disease	DOID:0050746	mantle cell lymphoma	xref	GARD:6969	Mantle cell lymphoma	DOID	from_other_source
disease	DOID:0050749	peripheral T-cell lymphoma	xref	GARD:7368	Mature T-cell and NK-cell non-Hodgkin lymphoma	DOID	from_other_source
disease	DOID:0050752	amyotrophic lateral sclerosis type 8	xref	GARD:10499	Amyotrophic lateral sclerosis type 8	DOID	from_other_source
disease	DOID:0050754	early-onset ataxia with oculomotor apraxia and hypoalbuminemia	xref	GARD:9283	Ataxia, early-onset, with oculomotor apraxia and hypoalbuminemia	DOID	from_other_source
disease	DOID:0050755	spinocerebellar ataxia with axonal neuropathy 2	xref	GARD:12860	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2	DOID	from_other_source
disease	DOID:0050759	myotonic dystrophy type 2	xref	GARD:9728	Myotonic dystrophy type 2	DOID	from_other_source
disease	DOID:0050760	X-linked myopathy with excessive autophagy	xref	GARD:3892	X-linked myopathy with excessive autophagy	DOID	from_other_source
disease	DOID:0050762	adenylosuccinase lyase deficiency	xref	GARD:550	Adenylosuccinate lyase deficiency	DOID	from_other_source
disease	DOID:0050765	neuroacanthocytosis	xref	GARD:10902	Neuroacanthocytosis	DOID	from_other_source
disease	DOID:0050766	choreaacanthocytosis	xref	GARD:3956	Chorea-acanthocytosis	DOID	from_other_source
disease	DOID:0050769	N syndrome	xref	GARD:3902	N syndrome	DOID	from_other_source
disease	DOID:0050770	polycystic liver disease	xref	GARD:9457	Autosomal dominant polycystic liver disease	DOID	from_other_source
disease	DOID:0050771	pheochromocytoma	xref	GARD:7385	Sporadic pheochromocytoma/secreting paraganglioma	DOID	from_other_source
disease	DOID:0050774	rapadilino syndrome	xref	GARD:4637	Rapadilino syndrome	DOID	from_other_source
disease	DOID:0050775	schneckenbecken dysplasia	xref	GARD:169	Schneckenbecken dysplasia	DOID	from_other_source
disease	DOID:0050777	Joubert syndrome	xref	GARD:6802	Joubert syndrome	DOID	from_other_source
disease	DOID:0050778	Meckel syndrome	xref	GARD:3436	Meckel-Gruber syndrome	DOID	from_other_source
disease	DOID:0050779	hydrolethalus syndrome	xref	GARD:6683	Hydrolethalus syndrome	DOID	from_other_source
disease	DOID:0050782	Zollinger-Ellison syndrome	xref	GARD:7918	Zollinger-Ellison syndrome	DOID	from_other_source
disease	DOID:0050787	juvenile polyposis syndrome	xref	GARD:3065	Juvenile polyposis syndrome	DOID	from_other_source
disease	DOID:0050788	proximal symphalangism	xref	GARD:8182	Proximal symphalangism	DOID	from_other_source
disease	DOID:0050789	tarsal-carpal coalition syndrome	xref	GARD:9225	Tarsal-carpal coalition syndrome	DOID	from_other_source
disease	DOID:0050791	persistent Mullerian duct syndrome	xref	GARD:8435	Persistent Mullerian duct syndrome	DOID	from_other_source
disease	DOID:0050795	cone dystrophy	xref	GARD:11897	Cone dystrophy	DOID	from_other_source
disease	DOID:0050796	achalasia microcephaly syndrome	xref	GARD:456	Achalasia microcephaly syndrome	DOID	from_other_source
disease	DOID:0050797	peroxisomal acyl-CoA oxidase deficiency	xref	GARD:4543	Acyl-CoA oxidase deficiency	DOID	from_other_source
disease	DOID:0050799	guanidinoacetate methyltransferase deficiency	xref	GARD:2578	Deficiency of guanidinoacetate methyltransferase	DOID	from_other_source
disease	DOID:0050811	congenital adrenal hyperplasia	xref	GARD:1465	Congenital lipoid adrenal hyperplasia due to STAR deficency	DOID	from_other_source
disease	DOID:0050811	congenital adrenal hyperplasia	xref	GARD:1467	Congenital adrenal hyperplasia	DOID	from_other_source
disease	DOID:0050814	temtamy preaxial brachydactyly syndrome	xref	GARD:9679	Temtamy preaxial brachydactyly syndrome	DOID	from_other_source
disease	DOID:0050817	Stargardt disease	xref	GARD:181	Stargardt disease	DOID	from_other_source
disease	DOID:0050831	familial encephalopathy with neuroserpin inclusion bodies	xref	GARD:10037	Familial encephalopathy with neuroserpin inclusion bodies	DOID	from_other_source
disease	DOID:0050834	CHARGE syndrome	xref	GARD:29	CHARGE syndrome	DOID	from_other_source
disease	DOID:0050836	focal dystonia	xref	GARD:6458	Occupational dystonia	DOID	from_other_source
disease	DOID:0050854	Muckle-Wells syndrome	xref	GARD:8472	Familial amyloid nephropathy with urticaria AND deafness	DOID	from_other_source
disease	DOID:0050857	Perrault syndrome	xref	GARD:2542	Perrault syndrome	DOID	from_other_source
disease	DOID:0050858	Marshall-Smith syndrome	xref	GARD:6985	Marshall-Smith syndrome	DOID	from_other_source
disease	DOID:0050873	follicular lymphoma	xref	GARD:2356	Follicular lymphoma	DOID	from_other_source
disease	DOID:0050876	Caroli disease	xref	GARD:6002	Caroli disease	DOID	from_other_source
disease	DOID:0050877	pancreatic agenesis	xref	GARD:4203	Pancreatic agenesis	DOID	from_other_source
disease	DOID:0050880	Koolen de Vries syndrome	xref	GARD:10727	Koolen-de Vries syndrome	DOID	from_other_source
disease	DOID:0050882	spinocerebellar ataxia 5	xref	GARD:4953	Spinocerebellar ataxia type 5	DOID	from_other_source
disease	DOID:0050883	infantile cerebellar-retinal degeneration	xref	GARD:13264	Infantile cerebellar-retinal degeneration	DOID	from_other_source
disease	DOID:0050884	triosephosphate isomerase deficiency	xref	GARD:5287	Triosephosphate isomerase deficiency	DOID	from_other_source
disease	DOID:0050885	IMAGe syndrome	xref	GARD:12312	IMAGe syndrome	DOID	from_other_source
disease	DOID:0050886	Troyer syndrome	xref	GARD:5372	Troyer syndrome	DOID	from_other_source
disease	DOID:0050887	Townes-Brocks syndrome	xref	GARD:7784	Townes syndrome	DOID	from_other_source
disease	DOID:0050894	ameloblastoma	xref	GARD:5747	Ameloblastoma	DOID	from_other_source
disease	DOID:0050902	medulloblastoma	xref	GARD:7005	Medulloblastoma	DOID	from_other_source
disease	DOID:0050905	inflammatory myofibroblastic tumor	xref	GARD:7146	Inflammatory myofibroblastic tumor	DOID	from_other_source
disease	DOID:0050908	myelodysplastic syndrome	xref	GARD:7132	Myelodysplastic syndrome	DOID	from_other_source
disease	DOID:0050946	Charlevoix-Saguenay spastic ataxia	xref	GARD:4910	Charlevoix-Saguenay spastic ataxia	DOID	from_other_source
disease	DOID:0050954	spinocerebellar ataxia 1	xref	GARD:4071	Spinocerebellar ataxia type 1	DOID	from_other_source
disease	DOID:0050956	spinocerebellar ataxia 6	xref	GARD:10351	Spinocerebellar ataxia type 6	DOID	from_other_source
disease	DOID:0050957	spinocerebellar ataxia 4	xref	GARD:9970	Spinocerebellar ataxia type 4	DOID	from_other_source
disease	DOID:0050960	spinocerebellar ataxia 10	xref	GARD:10474	Spinocerebellar ataxia type 10	DOID	from_other_source
disease	DOID:0050967	spinocerebellar ataxia 17	xref	GARD:10469	Spinocerebellar ataxia type 17	DOID	from_other_source
disease	DOID:0050968	autosomal dominant cerebellar ataxia, deafness and narcolepsy	xref	GARD:12372	Autosomal dominant cerebellar ataxia, deafness and narcolepsy	DOID	from_other_source
disease	DOID:0050969	spinocerebellar ataxia 18	xref	GARD:9976	Spinocerebellar ataxia type 18	DOID	from_other_source
disease	DOID:0050970	spinocerebellar ataxia 19/22	xref	GARD:12365	Spinocerebellar ataxia type 19/22	DOID	from_other_source
disease	DOID:0050971	spinocerebellar ataxia 20	xref	GARD:9997	Spinocerebellar ataxia type 20	DOID	from_other_source
disease	DOID:0050972	spinocerebellar ataxia 21	xref	GARD:9999	Spinocerebellar ataxia type 21	DOID	from_other_source
disease	DOID:0050974	spinocerebellar ataxia 25	xref	GARD:9996	Spinocerebellar ataxia type 25	DOID	from_other_source
disease	DOID:0050975	spinocerebellar ataxia 26	xref	GARD:9995	Spinocerebellar ataxia type 26	DOID	from_other_source
disease	DOID:0050976	spinocerebellar ataxia 27A	xref	GARD:9603	Spinocerebellar ataxia 27A	DOID	from_other_source
disease	DOID:0050979	spinocerebellar ataxia 30	xref	GARD:4950	Spinocerebellar ataxia type 30	DOID	from_other_source
disease	DOID:0050997	cerebellar ataxia, impaired intellectual development, and dysequilibrium syndrome	xref	GARD:1998	Dysequilibrium syndrome	DOID	from_other_source
disease	DOID:0051013	pseudohypoparathyroidism type 1C	xref	GARD:10681	Pseudohypoparathyroidism type 1C	DOID	from_other_source
disease	DOID:0051068	early-onset obesity, adrenal insufficiency, and red hair	xref	GARD:10823	Obesity due to pro-opiomelanocortin deficiency	DOID	from_other_source
disease	DOID:0051080	Alport syndrome 3B	xref	GARD:625	Autosomal recessive Alport syndrome	DOID	from_other_source
disease	DOID:0060000	infective endocarditis	xref	GARD:6337	Infective endocarditis	DOID	from_other_source
disease	DOID:0060010	Omenn syndrome	xref	GARD:8198	Histiocytic medullary reticulosis	DOID	from_other_source
disease	DOID:0060013	X-linked severe combined immunodeficiency	xref	GARD:5618	X-linked severe combined immunodeficiency	DOID	from_other_source
disease	DOID:0060020	reticular dysgenesis	xref	GARD:8625	Reticular dysgenesis	DOID	from_other_source
disease	DOID:0060023	immunodeficiency with hyper IgM type 3	xref	GARD:10579	Hyper-IgM syndrome type 3	DOID	from_other_source
disease	DOID:0060055	popliteal pterygium syndrome	xref	GARD:3242	Autosomal dominant popliteal pterygium syndrome	DOID	from_other_source
disease	DOID:0060061	primary cutaneous T-cell non-Hodgkin lymphoma	xref	GARD:6226	Primary cutaneous T-cell lymphoma	DOID	from_other_source
disease	DOID:0060063	sideroblastic anemia 1	xref	GARD:9456	X-linked sideroblastic anemia 1	DOID	from_other_source
disease	DOID:0060067	Pearson syndrome	xref	GARD:7343	Pearson syndrome	DOID	from_other_source
disease	DOID:0060127	gamma heavy chain disease	xref	GARD:10346	Gamma heavy chain disease (clinical)	DOID	from_other_source
disease	DOID:0060159	organic acidemia	xref	GARD:9433	Inborn organic aciduria	DOID	from_other_source
disease	DOID:0060160	childhood spinal muscular atrophy	xref	GARD:7674	Spinal muscular atrophy	DOID	from_other_source
disease	DOID:0060161	Kennedy's disease	xref	GARD:6818	Kennedy disease	DOID	from_other_source
disease	DOID:0060162	dentatorubral-pallidoluysian atrophy	xref	GARD:5643	Dentatorubral-pallidoluysian atrophy	DOID	from_other_source
disease	DOID:0060168	histidinemia	xref	GARD:6661	Histidinemia	DOID	from_other_source
disease	DOID:0060169	benign familial infantile epilepsy	xref	GARD:857	Benign familial infantile epilepsy	DOID	from_other_source
disease	DOID:0060173	Timothy syndrome	xref	GARD:9294	Timothy syndrome	DOID	from_other_source
disease	DOID:0060177	homocarnosinosis	xref	GARD:2730	Homocarnosinosis	DOID	from_other_source
disease	DOID:0060178	familial hemiplegic migraine	xref	GARD:10975	Familial hemiplegic migraine	DOID	from_other_source
disease	DOID:0060195	amyotrophic lateral sclerosis type 3	xref	GARD:10501	Amyotrophic lateral sclerosis type 3	DOID	from_other_source
disease	DOID:0060196	amyotrophic lateral sclerosis type 4	xref	GARD:10502	Amyotrophic lateral sclerosis type 4	DOID	from_other_source
disease	DOID:0060198	amyotrophic lateral sclerosis type 6	xref	GARD:9874	Amyotrophic lateral sclerosis type 6	DOID	from_other_source
disease	DOID:0060199	amyotrophic lateral sclerosis type 7	xref	GARD:10500	Amyotrophic lateral sclerosis type 7	DOID	from_other_source
disease	DOID:0060200	amyotrophic lateral sclerosis type 9	xref	GARD:10498	Amyotrophic lateral sclerosis type 9	DOID	from_other_source
disease	DOID:0060202	amyotrophic lateral sclerosis type 11	xref	GARD:10496	Amyotrophic lateral sclerosis type 11	DOID	from_other_source
disease	DOID:0060215	Balo concentric sclerosis	xref	GARD:5885	Balo concentric sclerosis	DOID	from_other_source
disease	DOID:0060216	Cogan syndrome	xref	GARD:1421	Cogan syndrome	DOID	from_other_source
disease	DOID:0060217	Cogan-Reese syndrome	xref	GARD:6125	Cogan-Reese syndrome	DOID	from_other_source
disease	DOID:0060221	Maffucci syndrome	xref	GARD:6958	Maffucci syndrome	DOID	from_other_source
disease	DOID:0060222	Scheie syndrome	xref	GARD:12561	Mucopolysaccharidosis, MPS-I-S	DOID	from_other_source
disease	DOID:0060225	3MC syndrome	xref	GARD:1118	3MC syndrome	DOID	from_other_source
disease	DOID:0060227	Adams-Oliver syndrome	xref	GARD:5739	Adams-Oliver syndrome	DOID	from_other_source
disease	DOID:0060229	Baraitser-Winter syndrome	xref	GARD:5279	Baraitser-Winter syndrome	DOID	from_other_source
disease	DOID:0060232	branchiootic syndrome	xref	GARD:10148	Branchiootic syndrome	DOID	from_other_source
disease	DOID:0060233	cardiofaciocutaneous syndrome	xref	GARD:9146	Cardio-facio-cutaneous syndrome	DOID	from_other_source
disease	DOID:0060234	Carpenter syndrome	xref	GARD:6003	Carpenter syndrome	DOID	from_other_source
disease	DOID:0060238	Van Maldergem syndrome	xref	GARD:5456	Van Maldergem syndrome	DOID	from_other_source
disease	DOID:0060239	Van der Woude syndrome	xref	GARD:8414	Van der Woude syndrome	DOID	from_other_source
