pipeline,preferred_id,preferred_label,biolink_type,member_count,equivalent_ids,preferred_id_would_survive,needs_biolink_registration,unsupported_prefixes
disease,GARD:0001489,Congenital ichthyosis-microcephalus-tetraplegia syndrome,biolink:Disease,1,GARD:0001489,false,true,GARD
disease,GARD:0001493,Congenital mesoblastic nephroma,biolink:Disease,1,GARD:0001493,false,true,GARD
disease,GARD:0001496,Congenital mitral stenosis,biolink:Disease,1,GARD:0001496,false,true,GARD
disease,GARD:0001500,Finnish congenital nephrotic syndrome,biolink:Disease,1,GARD:0001500,false,true,GARD
disease,GARD:0001502,Short bowel syndrome,biolink:Disease,1,GARD:0001502,false,true,GARD
disease,GARD:0001503,Short femur,biolink:Disease,1,GARD:0001503,false,true,GARD
disease,GARD:0001512,Hereditary continuous muscle fiber activity,biolink:Disease,1,GARD:0001512,false,true,GARD
disease,GARD:0001515,Contractures-ectodermal dysplasia-cleft lip/palate syndrome,biolink:Disease,1,GARD:0001515,false,true,GARD
disease,GARD:0001516,Lethal tight skin contracture syndrome,biolink:Disease,1,GARD:0001516,false,true,GARD
disease,GARD:0001519,Benign neonatal seizures,biolink:Disease,1,GARD:0001519,false,true,GARD
disease,GARD:0001521,Menkes kinky-hair syndrome,biolink:Disease,1,GARD:0001521,false,true,GARD
disease,GARD:0001522,Familial benign copper deficiency,biolink:Disease,1,GARD:0001522,false,true,GARD
disease,GARD:0001525,Corneal-cerebellar syndrome,biolink:Disease,1,GARD:0001525,false,true,GARD
disease,GARD:0001529,Corneal dystrophy-perceptive deafness syndrome,biolink:Disease,1,GARD:0001529,false,true,GARD
disease,GARD:0001531,Stern-Lubinsky-Durrie syndrome,biolink:Disease,1,GARD:0001531,false,true,GARD
disease,GARD:0001532,"Coronal synostosis, syndactyly and jejunal atresia",biolink:Disease,1,GARD:0001532,false,true,GARD
disease,GARD:0001533,Coronary artery fistula,biolink:Disease,1,GARD:0001533,false,true,GARD
disease,GARD:0001537,Agenesis of the corpus callosum with peripheral neuropathy,biolink:Disease,1,GARD:0001537,false,true,GARD
disease,GARD:0001544,Congenitally corrected transposition of the great arteries,biolink:Disease,1,GARD:0001544,false,true,GARD
disease,GARD:0001548,Cortical blindness-intellectual disability-polydactyly syndrome,biolink:Disease,1,GARD:0001548,false,true,GARD
disease,GARD:0001550,Costello syndrome,biolink:Disease,1,GARD:0001550,false,true,GARD
disease,GARD:0001551,Congenitally short costocoracoid ligament,biolink:Disease,1,GARD:0001551,false,true,GARD
disease,GARD:0001553,Tricho-oculo-dermo-vertebral syndrome,biolink:Disease,1,GARD:0001553,false,true,GARD
disease,GARD:0001554,Cote katsantoni syndrome,biolink:Disease,1,GARD:0001554,false,true,GARD
disease,GARD:0001555,Pelviscapular dysplasia,biolink:Disease,1,GARD:0001555,false,true,GARD
disease,GARD:0001558,Coxoauricular syndrome,biolink:Disease,1,GARD:0001558,false,true,GARD
disease,GARD:0001561,Crandall syndrome,biolink:Disease,1,GARD:0001561,false,true,GARD
disease,GARD:0001564,Cranioosteoarthropathy,biolink:Disease,1,GARD:0001564,false,true,GARD
disease,GARD:0001571,Craniofacial-deafness-hand syndrome,biolink:Disease,1,GARD:0001571,false,true,GARD
disease,GARD:0001575,Craniofacial dyssynostosis,biolink:Disease,1,GARD:0001575,false,true,GARD
disease,GARD:0001578,Craniofrontonasal syndrome,biolink:Disease,1,GARD:0001578,false,true,GARD
disease,GARD:0001581,"Craniometaphyseal dysplasia, autosomal dominant",biolink:Disease,1,GARD:0001581,false,true,GARD
disease,GARD:0001582,"Craniometaphyseal dysplasia, autosomal recessive",biolink:Disease,1,GARD:0001582,false,true,GARD
disease,GARD:0001583,Craniomicromelic syndrome,biolink:Disease,1,GARD:0001583,false,true,GARD
disease,GARD:0001591,Craniosynostosis contractures cleft,biolink:Disease,1,GARD:0001591,false,true,GARD
disease,GARD:0001601,"Craniosynostosis, Philadelphia type",biolink:Disease,1,GARD:0001601,false,true,GARD
disease,GARD:0001602,Baller-Gerold syndrome,biolink:Disease,1,GARD:0001602,false,true,GARD
disease,GARD:0001605,Craniotelencephalic dysplasia,biolink:Disease,1,GARD:0001605,false,true,GARD
disease,GARD:0001608,Creatine transporter deficiency,biolink:Disease,1,GARD:0001608,false,true,GARD
disease,GARD:0001609,Creeping myiasis,biolink:Disease,1,GARD:0001609,false,true,GARD
disease,GARD:0001611,Cold-induced sweating syndrome 1,biolink:Disease,1,GARD:0001611,false,true,GARD
disease,GARD:0001613,Familial exudative vitreoretinopathy,biolink:Disease,1,GARD:0001613,false,true,GARD
disease,GARD:0001614,Cataract-nephropathy-encephalopathy syndrome,biolink:Disease,1,GARD:0001614,false,true,GARD
disease,GARD:0001616,"Crossed polydactyly, type I",biolink:Disease,1,GARD:0001616,false,true,GARD
disease,GARD:0001617,Crossed polysyndactyly,biolink:Disease,1,GARD:0001617,false,true,GARD
disease,GARD:0001620,Bronchiolitis obliterans organizing pneumonia,biolink:Disease,1,GARD:0001620,false,true,GARD
disease,GARD:0001626,Currarino triad,biolink:Disease,1,GARD:0001626,false,true,GARD
disease,GARD:0001629,Cutaneous larva migrans,biolink:Disease,1,GARD:0001629,false,true,GARD
disease,GARD:0001633,Cutaneous photosensitivity-lethal colitis syndrome,biolink:Disease,1,GARD:0001633,false,true,GARD
disease,GARD:0001638,Cutis laxa with osteodystrophy,biolink:Disease,1,GARD:0001638,false,true,GARD
disease,GARD:0001639,"Cutis laxa, autosomal dominant",biolink:Disease,1,GARD:0001639,false,true,GARD
disease,GARD:0001641,Autosomal recessive cutis laxa type 2B,biolink:Disease,1,GARD:0001641,false,true,GARD
disease,GARD:0001643,Cutis gyrata of scalp,biolink:Disease,1,GARD:0001643,false,true,GARD
disease,GARD:0001646,Thyrocerebrorenal syndrome,biolink:Disease,1,GARD:0001646,false,true,GARD
disease,GARD:0001666,Hydrocephaly-tall stature-joint laxity syndrome,biolink:Disease,1,GARD:0001666,false,true,GARD
disease,GARD:0001669,Dandy-Walker malformation-postaxial polydactyly syndrome,biolink:Disease,1,GARD:0001669,false,true,GARD
disease,GARD:0001671,Multinodular goiter-cystic kidney-polydactyly syndrome,biolink:Disease,1,GARD:0001671,false,true,GARD
disease,GARD:0001680,Symbrachydactyly of hands and feet,biolink:Disease,1,GARD:0001680,false,true,GARD
disease,GARD:0001684,Deafness-ear malformation-facial palsy syndrome,biolink:Disease,1,GARD:0001684,false,true,GARD
disease,GARD:0001685,DOORS syndrome,biolink:Disease,1,GARD:0001685,false,true,GARD
disease,GARD:0001686,Deafness-craniofacial syndrome,biolink:Disease,1,GARD:0001686,false,true,GARD
disease,GARD:0001688,Deafness-epiphyseal dysplasia-short stature syndrome,biolink:Disease,1,GARD:0001688,false,true,GARD
disease,GARD:0001691,Deafness-hypogonadism syndrome,biolink:Disease,1,GARD:0001691,false,true,GARD
disease,GARD:0001695,Lowe-Kohn-Cohen syndrome,biolink:Disease,1,GARD:0001695,false,true,GARD
disease,GARD:0001696,Autosomal dominant isolated somatotropin deficiency,biolink:Disease,1,GARD:0001696,false,true,GARD
disease,GARD:0001697,Autosomal recessive nonsyndromic hearing loss 1A,biolink:Disease,1,GARD:0001697,false,true,GARD
disease,GARD:0001698,Deafness-oligodontia syndrome,biolink:Disease,1,GARD:0001698,false,true,GARD
disease,GARD:0001705,Deafness-vitiligo-achalasia syndrome,biolink:Disease,1,GARD:0001705,false,true,GARD
disease,GARD:0001708,Autosomal dominant nonsyndromic hearing loss 23,biolink:Disease,1,GARD:0001708,false,true,GARD
disease,GARD:0001722,Erythrokeratoderma en cocardes,biolink:Disease,1,GARD:0001722,false,true,GARD
disease,GARD:0001727,Delayed membranous cranial ossification,biolink:Disease,1,GARD:0001727,false,true,GARD
disease,GARD:0001802,Demodicidosis,biolink:Disease,1,GARD:0001802,false,true,GARD
disease,GARD:0001806,Dentin dysplasia type II,biolink:Disease,1,GARD:0001806,false,true,GARD
disease,GARD:0001807,Dentin dysplasia type I,biolink:Disease,1,GARD:0001807,false,true,GARD
disease,GARD:0001808,Dentin dysplasia-sclerotic bones syndrome,biolink:Disease,1,GARD:0001808,false,true,GARD
disease,GARD:0001810,Radioulnar synostosis-developmental delay-hypotonia syndrome,biolink:Disease,1,GARD:0001810,false,true,GARD
disease,GARD:0001813,Dermatoleukodystrophy,biolink:Disease,1,GARD:0001813,false,true,GARD
disease,GARD:0001814,"Dermatoosteolysis, Kirghizian type",biolink:Disease,1,GARD:0001814,false,true,GARD
disease,GARD:0001815,Francois syndrome,biolink:Disease,1,GARD:0001815,false,true,GARD
disease,GARD:0001816,Dermo-odonto dysplasia,biolink:Disease,1,GARD:0001816,false,true,GARD
disease,GARD:0001818,Desbuquois syndrome,biolink:Disease,1,GARD:0001818,false,true,GARD
disease,GARD:0001820,Desmoid tumor,biolink:Disease,1,GARD:0001820,false,true,GARD
disease,GARD:0001823,Familial developmental dysphasia,biolink:Disease,1,GARD:0001823,false,true,GARD
disease,GARD:0001827,Dextrocardia,biolink:Disease,1,GARD:0001827,false,true,GARD
disease,GARD:0001839,"Diabetes mellitus, transient neonatal, 1",biolink:Disease,1,GARD:0001839,false,true,GARD
disease,GARD:0001850,Insulin-dependent diabetes mellitus secretory diarrhea syndrome,biolink:Disease,1,GARD:0001850,false,true,GARD
disease,GARD:0001851,Diastematomyelia,biolink:Disease,1,GARD:0001851,false,true,GARD
disease,GARD:0001854,Hyperdibasic aminoaciduria type 1,biolink:Disease,1,GARD:0001854,false,true,GARD
disease,GARD:0001855,Dicarboxylic aminoaciduria,biolink:Disease,1,GARD:0001855,false,true,GARD
disease,GARD:0001861,Diffuse neonatal hemangiomatosis,biolink:Disease,1,GARD:0001861,false,true,GARD
disease,GARD:0001862,"Palmoplantar keratoderma, Bothnian type",biolink:Disease,1,GARD:0001862,false,true,GARD
disease,GARD:0001872,Diphallia,biolink:Disease,1,GARD:0001872,false,true,GARD
disease,GARD:0001874,Deficiency of bisphosphoglycerate mutase,biolink:Disease,1,GARD:0001874,false,true,GARD
disease,GARD:0001875,Diphtheria,biolink:Disease,1,GARD:0001875,false,true,GARD
disease,GARD:0001876,Diprosopus,biolink:Disease,1,GARD:0001876,false,true,GARD
disease,GARD:0001878,"Chromosome 1, uniparental disomy 1q12 q21",biolink:Disease,1,GARD:0001878,false,true,GARD
disease,GARD:0001883,Perifolliculitis capitis abscedens et suffodiens,biolink:Disease,1,GARD:0001883,false,true,GARD
disease,GARD:0001886,Myofibrillar myopathy 4,biolink:Disease,1,GARD:0001886,false,true,GARD
disease,GARD:0001887,Distal myopathy with vocal cord weakness,biolink:Disease,1,GARD:0001887,false,true,GARD
disease,GARD:0001891,Distomatosis,biolink:Disease,1,GARD:0001891,false,true,GARD
disease,GARD:0001894,Von Voss-Cherstvoy syndrome,biolink:Disease,1,GARD:0001894,false,true,GARD
disease,GARD:0001896,Isolated cleft palate,biolink:Disease,1,GARD:0001896,false,true,GARD
disease,GARD:0001898,Early-onset zonular cataract,biolink:Disease,1,GARD:0001898,false,true,GARD
disease,GARD:0001899,Donnai-Barrow syndrome,biolink:Disease,1,GARD:0001899,false,true,GARD
disease,GARD:0001902,Autosomal recessive DOPA responsive dystonia,biolink:Disease,1,GARD:0001902,false,true,GARD
disease,GARD:0001903,Orthostatic hypotension 1,biolink:Disease,1,GARD:0001903,false,true,GARD
disease,GARD:0001904,Subcortical band heterotopia,biolink:Disease,1,GARD:0001904,false,true,GARD
disease,GARD:0001907,Double outlet left ventricle,biolink:Disease,1,GARD:0001907,false,true,GARD
disease,GARD:0001908,Double outlet right ventricle,biolink:Disease,1,GARD:0001908,false,true,GARD
disease,GARD:0001910,Double uterus-hemivagina-renal agenesis syndrome,biolink:Disease,1,GARD:0001910,false,true,GARD
disease,GARD:0001912,Doyne honeycomb retinal dystrophy,biolink:Disease,1,GARD:0001912,false,true,GARD
disease,GARD:0001913,Drachtman Weinblatt Sitarz syndrome,biolink:Disease,1,GARD:0001913,false,true,GARD
disease,GARD:0001917,"Dermatitis herpetiformis, familial",biolink:Disease,1,GARD:0001917,false,true,GARD
disease,GARD:0001975,Duplication of urethra,biolink:Disease,1,GARD:0001975,false,true,GARD
disease,GARD:0001993,"Ichthyosis, cerebellar degeneration and hepatosplenomegaly",biolink:Disease,1,GARD:0001993,false,true,GARD
disease,GARD:0001994,Dyschondrosteosis-nephritis syndrome,biolink:Disease,1,GARD:0001994,false,true,GARD
disease,GARD:0001996,Dyschromatosis universalis hereditaria,biolink:Disease,1,GARD:0001996,false,true,GARD
disease,GARD:0001998,Dysequilibrium syndrome,biolink:Disease,1,GARD:0001998,false,true,GARD
disease,GARD:0001999,Congenital dyserythropoietic anemia,biolink:Disease,1,GARD:0001999,false,true,GARD
disease,GARD:0002000,"Congenital dyserythropoietic anemia, type I",biolink:Disease,1,GARD:0002000,false,true,GARD
disease,GARD:0002001,"Congenital dyserythropoietic anemia, type II",biolink:Disease,1,GARD:0002001,false,true,GARD
disease,GARD:0002002,"Congenital dyserythropoietic anemia, type III",biolink:Disease,1,GARD:0002002,false,true,GARD
disease,GARD:0002003,Neuromuscular disease caused by qualitative or quantitative defects of dysferlin,biolink:Disease,1,GARD:0002003,false,true,GARD
disease,GARD:0002004,Familial dysfibrinogenemia,biolink:Disease,1,GARD:0002004,false,true,GARD
disease,GARD:0002005,Extragonadal germinoma,biolink:Disease,1,GARD:0002005,false,true,GARD
disease,GARD:0002007,"Dyskeratosis congenita, X-linked",biolink:Disease,1,GARD:0002007,false,true,GARD
disease,GARD:0002009,Dysmorphism-cleft palate-loose skin syndrome,biolink:Disease,1,GARD:0002009,false,true,GARD
disease,GARD:0002012,Dysosteosclerosis,biolink:Disease,1,GARD:0002012,false,true,GARD
disease,GARD:0002015,Peripheral dysostosis,biolink:Disease,1,GARD:0002015,false,true,GARD
disease,GARD:0002016,Osteosclerosis - Stanescu type,biolink:Disease,1,GARD:0002016,false,true,GARD
disease,GARD:0002019,Dysplasia epiphysealis hemimelica,biolink:Disease,1,GARD:0002019,false,true,GARD
disease,GARD:0002022,"Dysplastic cortical hyperostosis, Kozlowski-Tsuruta type",biolink:Disease,1,GARD:0002022,false,true,GARD
disease,GARD:0002026,Lethal Kniest-like syndrome,biolink:Disease,1,GARD:0002026,false,true,GARD
disease,GARD:0002027,Early-onset generalized limb-onset dystonia,biolink:Disease,1,GARD:0002027,false,true,GARD
disease,GARD:0002028,Torsion dystonia 2,biolink:Disease,1,GARD:0002028,false,true,GARD
disease,GARD:0002033,Meier-Gorlin syndrome,biolink:Disease,1,GARD:0002033,false,true,GARD
disease,GARD:0002035,Ebola hemorrhagic fever,biolink:Disease,1,GARD:0002035,false,true,GARD
disease,GARD:0002040,Ectodermal dysplasia alopecia preaxial polydactyly,biolink:Disease,1,GARD:0002040,false,true,GARD
disease,GARD:0002044,Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome,biolink:Disease,1,GARD:0002044,false,true,GARD
disease,GARD:0002045,Ectodermal dysplasia-blindness syndrome,biolink:Disease,1,GARD:0002045,false,true,GARD
disease,GARD:0002048,Autosomal dominant hypohidrotic ectodermal dysplasia,biolink:Disease,1,GARD:0002048,false,true,GARD
disease,GARD:0002049,Hypohidrotic ectodermal dysplasia-hypothyroidism-ciliary dyskinesia syndrome,biolink:Disease,1,GARD:0002049,false,true,GARD
disease,GARD:0002055,"Ectodermal dysplasia, trichoodontoonychial type",biolink:Disease,1,GARD:0002055,false,true,GARD
disease,GARD:0002056,Hidrotic ectodermal dysplasia syndrome,biolink:Disease,1,GARD:0002056,false,true,GARD
disease,GARD:0002057,Autosomal recessive hypohidrotic ectodermal dysplasia syndrome,biolink:Disease,1,GARD:0002057,false,true,GARD
disease,GARD:0002060,"Ectopia lentis 2, isolated, autosomal recessive",biolink:Disease,1,GARD:0002060,false,true,GARD
disease,GARD:0002068,Ectrodactyly-polydactyly syndrome,biolink:Disease,1,GARD:0002068,false,true,GARD
disease,GARD:0002071,Blepharocheilodontic syndrome,biolink:Disease,1,GARD:0002071,false,true,GARD
disease,GARD:0002074,Edinburgh malformation syndrome,biolink:Disease,1,GARD:0002074,false,true,GARD
disease,GARD:0002076,Ectrodactyly-ectodermal dysplasia-clefting syndrome,biolink:Disease,1,GARD:0002076,false,true,GARD
disease,GARD:0002078,EEM syndrome,biolink:Disease,1,GARD:0002078,false,true,GARD
disease,GARD:0002081,"Ehlers-Danlos syndrome, type 3",biolink:Disease,1,GARD:0002081,false,true,GARD
disease,GARD:0002082,"Ehlers-Danlos syndrome, type 4",biolink:Disease,1,GARD:0002082,false,true,GARD
disease,GARD:0002084,"Ehlers-Danlos syndrome, arthrochalasia type",biolink:Disease,1,GARD:0002084,false,true,GARD
disease,GARD:0002088,"Ehlers-Danlos syndrome, classic type",biolink:Disease,1,GARD:0002088,false,true,GARD
disease,GARD:0002089,"Ehlers-Danlos syndrome, dermatosparaxis type",biolink:Disease,1,GARD:0002089,false,true,GARD
disease,GARD:0002092,Ehrlichiosis,biolink:Disease,1,GARD:0002092,false,true,GARD
disease,GARD:0002096,Acrocephalopolydactyly,biolink:Disease,1,GARD:0002096,false,true,GARD
disease,GARD:0002098,Microcephaly-cardiac defect-lung malsegmentation syndrome,biolink:Disease,1,GARD:0002098,false,true,GARD
disease,GARD:0002104,Congenital lobar emphysema,biolink:Disease,1,GARD:0002104,false,true,GARD
disease,GARD:0002108,Encephalocraniocutaneous lipomatosis,biolink:Disease,1,GARD:0002108,false,true,GARD
disease,GARD:0002113,Bonnemann-Meinecke-Reich syndrome,biolink:Disease,1,GARD:0002113,false,true,GARD
disease,GARD:0002123,Eng-Strom syndrome,biolink:Disease,1,GARD:0002123,false,true,GARD
disease,GARD:0002125,Glycogen storage disease due to muscle beta-enolase deficiency,biolink:Disease,1,GARD:0002125,false,true,GARD
disease,GARD:0002130,Congenital enterovirus infection,biolink:Disease,1,GARD:0002130,false,true,GARD
disease,GARD:0002137,"Epidermolysis bullosa simplex 5B, with muscular dystrophy",biolink:Disease,1,GARD:0002137,false,true,GARD
disease,GARD:0002139,Generalized dominant dystrophic epidermolysis bullosa,biolink:Disease,1,GARD:0002139,false,true,GARD
disease,GARD:0002141,"Epidermolysis bullosa simplex 1A, generalized severe",biolink:Disease,1,GARD:0002141,false,true,GARD
disease,GARD:0002143,Junctional epidermolysis bullosa inversa,biolink:Disease,1,GARD:0002143,false,true,GARD
disease,GARD:0002146,"Epidermolysis bullosa simplex 1C, localized",biolink:Disease,1,GARD:0002146,false,true,GARD
disease,GARD:0002147,"Epidermolysis bullosa simplex, Koebner type",biolink:Disease,1,GARD:0002147,false,true,GARD
disease,GARD:0002148,"Epidermolysis bullosa simplex, Ogna type",biolink:Disease,1,GARD:0002148,false,true,GARD
disease,GARD:0002150,Epidermolysis bullosa dystrophica,biolink:Disease,1,GARD:0002150,false,true,GARD
disease,GARD:0002152,Junctional epidermolysis bullosa,biolink:Disease,1,GARD:0002152,false,true,GARD
disease,GARD:0002153,Junctional epidermolysis bullosa gravis of Herlitz,biolink:Disease,1,GARD:0002153,false,true,GARD
disease,GARD:0002155,Pretibial dystrophic epidermolysis bullosa,biolink:Disease,1,GARD:0002155,false,true,GARD
disease,GARD:0002162,Juvenile absence epilepsy,biolink:Disease,1,GARD:0002162,false,true,GARD
disease,GARD:0002166,Celiac disease-epilepsy-cerebral calcification syndrome,biolink:Disease,1,GARD:0002166,false,true,GARD
disease,GARD:0002167,Progressive myoclonic epilepsy type 3,biolink:Disease,1,GARD:0002167,false,true,GARD
disease,GARD:0002168,Epilepsy-telangiectasia syndrome,biolink:Disease,1,GARD:0002168,false,true,GARD
disease,GARD:0002170,Self-limited childhood occipital epilepsy,biolink:Disease,1,GARD:0002170,false,true,GARD
disease,GARD:0002173,Familial partial epilepsy,biolink:Disease,1,GARD:0002173,false,true,GARD
disease,GARD:0002178,Epiphyseal dysplasia-hearing loss-dysmorphism syndrome,biolink:Disease,1,GARD:0002178,false,true,GARD
disease,GARD:0002180,Multiple epiphyseal dysplasia type 1,biolink:Disease,1,GARD:0002180,false,true,GARD
disease,GARD:0002183,Acute posterior multifocal placoid pigment epitheliopathy,biolink:Disease,1,GARD:0002183,false,true,GARD
disease,GARD:0002188,Erosive pustular dermatosis of the scalp,biolink:Disease,1,GARD:0002188,false,true,GARD
disease,GARD:0002191,Complement component 5 deficiency,biolink:Disease,1,GARD:0002191,false,true,GARD
disease,GARD:0002192,Congenital lethal erythroderma,biolink:Disease,1,GARD:0002192,false,true,GARD
disease,GARD:0002195,Thickened earlobes-conductive deafness syndrome,biolink:Disease,1,GARD:0002195,false,true,GARD
disease,GARD:0002197,Esthesioneuroblastoma,biolink:Disease,1,GARD:0002197,false,true,GARD
disease,GARD:0002198,Ethylmalonic encephalopathy,biolink:Disease,1,GARD:0002198,false,true,GARD
disease,GARD:0002202,Exostoses-anetodermia-brachydactyly type E syndrome,biolink:Disease,1,GARD:0002202,false,true,GARD
disease,GARD:0002204,"Exostoses, multiple, type 1",biolink:Disease,1,GARD:0002204,false,true,GARD
disease,GARD:0002205,"Exostoses, multiple, type 2",biolink:Disease,1,GARD:0002205,false,true,GARD
disease,GARD:0002206,"Exostoses, multiple, type III",biolink:Disease,1,GARD:0002206,false,true,GARD
disease,GARD:0002207,Exstrophy-epispadias complex,biolink:Disease,1,GARD:0002207,false,true,GARD
disease,GARD:0002213,Extrasystoles-short stature-hyperpigmentation-microcephaly syndrome,biolink:Disease,1,GARD:0002213,false,true,GARD
disease,GARD:0002216,Eyebrow duplication-syndactyly syndrome,biolink:Disease,1,GARD:0002216,false,true,GARD
disease,GARD:0002221,Facial dysmorphism-anorexia-cachexia-eye and skin anomalies syndrome,biolink:Disease,1,GARD:0002221,false,true,GARD
disease,GARD:0002222,Facial dysmorphism-macrocephaly-myopia-Dandy-Walker malformation syndrome,biolink:Disease,1,GARD:0002222,false,true,GARD
disease,GARD:0002228,Faciothoracogenital syndrome,biolink:Disease,1,GARD:0002228,false,true,GARD
disease,GARD:0002229,Lethal faciocardiomelic dysplasia,biolink:Disease,1,GARD:0002229,false,true,GARD
disease,GARD:0002230,Faciocardiorenal syndrome,biolink:Disease,1,GARD:0002230,false,true,GARD
disease,GARD:0002237,Congenital factor V deficiency,biolink:Disease,1,GARD:0002237,false,true,GARD
disease,GARD:0002238,Congenital factor VII deficiency,biolink:Disease,1,GARD:0002238,false,true,GARD
disease,GARD:0002245,Tetralogy of Fallot,biolink:Disease,1,GARD:0002245,false,true,GARD
disease,GARD:0002249,Familial thoracic aortic aneurysm and aortic dissection,biolink:Disease,1,GARD:0002249,false,true,GARD
disease,GARD:0002250,Band heterotopia of brain,biolink:Disease,1,GARD:0002250,false,true,GARD
disease,GARD:0002252,Non-acquired combined pituitary hormone deficiency,biolink:Disease,1,GARD:0002252,false,true,GARD
disease,GARD:0002254,Familial nasal acilia,biolink:Disease,1,GARD:0002254,false,true,GARD
disease,GARD:0002256,Polydactyly of an index finger,biolink:Disease,1,GARD:0002256,false,true,GARD
disease,GARD:0002257,Autosomal dominant epilepsy with auditory features,biolink:Disease,1,GARD:0002257,false,true,GARD
disease,GARD:0002258,Familial porencephaly,biolink:Disease,1,GARD:0002258,false,true,GARD
disease,GARD:0002263,Familial ventricular tachycardia,biolink:Disease,1,GARD:0002263,false,true,GARD
disease,GARD:0002268,Fanconi-Bickel syndrome,biolink:Disease,1,GARD:0002268,false,true,GARD
disease,GARD:0002276,Posterior fusion of lumbosacral vertebrae-blepharoptosis syndrome,biolink:Disease,1,GARD:0002276,false,true,GARD
disease,GARD:0002279,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,biolink:Disease,1,GARD:0002279,false,true,GARD
disease,GARD:0002285,Gollop-Wolfgang complex,biolink:Disease,1,GARD:0002285,false,true,GARD
disease,GARD:0002286,Femur-fibula-ulna complex,biolink:Disease,1,GARD:0002286,false,true,GARD
disease,GARD:0002287,Ataxia-photosensitivity-short stature syndrome,biolink:Disease,1,GARD:0002287,false,true,GARD
disease,GARD:0002293,"Fetal akinesia syndrome, X-linked",biolink:Disease,1,GARD:0002293,false,true,GARD
disease,GARD:0002295,Fetal and neonatal alloimmune thrombocytopenia,biolink:Disease,1,GARD:0002295,false,true,GARD
disease,GARD:0002302,Fetal enterovirus syndrome,biolink:Disease,1,GARD:0002302,false,true,GARD
disease,GARD:0002304,Fetal iodine syndrome,biolink:Disease,1,GARD:0002304,false,true,GARD
disease,GARD:0002309,Fetal parainfluenza virus type 3 syndrome,biolink:Disease,1,GARD:0002309,false,true,GARD
disease,GARD:0002317,FG syndrome 1,biolink:Disease,1,GARD:0002317,false,true,GARD
disease,GARD:0002320,Hereditary factor I deficiency disease,biolink:Disease,1,GARD:0002320,false,true,GARD
disease,GARD:0002321,Fibrochondrogenesis,biolink:Disease,1,GARD:0002321,false,true,GARD
disease,GARD:0002322,Birt-Hogg-Dube syndrome 1,biolink:Disease,1,GARD:0002322,false,true,GARD
disease,GARD:0002324,Gingival fibromatosis-hypertrichosis syndrome,biolink:Disease,1,GARD:0002324,false,true,GARD
disease,GARD:0002327,Fibrosarcoma,biolink:Disease,1,GARD:0002327,false,true,GARD
disease,GARD:0002331,Fibular aplasia-ectrodactyly syndrome,biolink:Disease,1,GARD:0002331,false,true,GARD
disease,GARD:0002336,Basan syndrome,biolink:Disease,1,GARD:0002336,false,true,GARD
disease,GARD:0002339,Finnish type amyloidosis,biolink:Disease,1,GARD:0002339,false,true,GARD
disease,GARD:0002342,Spastic paraplegia-nephritis-deafness syndrome,biolink:Disease,1,GARD:0002342,false,true,GARD
disease,GARD:0002344,Paraplegia-intellectual disability-hyperkeratosis syndrome,biolink:Disease,1,GARD:0002344,false,true,GARD
disease,GARD:0002346,FLOTCH syndrome,biolink:Disease,1,GARD:0002346,false,true,GARD
disease,GARD:0002347,Flynn-Aird syndrome,biolink:Disease,1,GARD:0002347,false,true,GARD
disease,GARD:0002351,Foix chavany Marie syndrome,biolink:Disease,1,GARD:0002351,false,true,GARD
disease,GARD:0002355,Follicular ichthyosis,biolink:Disease,1,GARD:0002355,false,true,GARD
disease,GARD:0002356,Follicular lymphoma,biolink:Disease,1,GARD:0002356,false,true,GARD
disease,GARD:0002362,Cardiospondylocarpofacial syndrome,biolink:Disease,1,GARD:0002362,false,true,GARD
disease,GARD:0002365,Polycystic ovaries-urethral sphincter dysfunction syndrome,biolink:Disease,1,GARD:0002365,false,true,GARD
disease,GARD:0002371,Franceschini Vardeu Guala syndrome,biolink:Disease,1,GARD:0002371,false,true,GARD
disease,GARD:0002375,Frasier syndrome,biolink:Disease,1,GARD:0002375,false,true,GARD
disease,GARD:0002378,FRAXE,biolink:Disease,1,GARD:0002378,false,true,GARD
disease,GARD:0002380,Freiberg disease,biolink:Disease,1,GARD:0002380,false,true,GARD
disease,GARD:0002381,Odontotrichomelic syndrome,biolink:Disease,1,GARD:0002381,false,true,GARD
disease,GARD:0002384,Frias syndrome,biolink:Disease,1,GARD:0002384,false,true,GARD
disease,GARD:0002390,Gollop syndrome,biolink:Disease,1,GARD:0002390,false,true,GARD
disease,GARD:0002392,Frontonasal dysplasia,biolink:Disease,1,GARD:0002392,false,true,GARD
disease,GARD:0002397,Diaphragmatic defect-limb deficiency-skull defect syndrome,biolink:Disease,1,GARD:0002397,false,true,GARD
disease,GARD:0002400,Fructose-biphosphatase deficiency,biolink:Disease,1,GARD:0002400,false,true,GARD
disease,GARD:0002408,Upper limb mesomelic dysplasia,biolink:Disease,1,GARD:0002408,false,true,GARD
disease,GARD:0002409,Fryns Smeets Thiry syndrome,biolink:Disease,1,GARD:0002409,false,true,GARD
disease,GARD:0002410,Fuhrmann syndrome,biolink:Disease,1,GARD:0002410,false,true,GARD
