gene_id,symbol,tax_id,dropped_synonym,shredded_from,raw_synonyms_field
843283,CYP704B1,3702,cytochrome P450,"cytochrome P450, family 704, subfamily B, polypeptide 1",''cytochrome P450|F10D13.15|F10D13_15|cytochrome P450|family 704|polypeptide 1|polypeptide 1''|subfamily B
843283,CYP704B1,3702,family 704,"cytochrome P450, family 704, subfamily B, polypeptide 1",''cytochrome P450|F10D13.15|F10D13_15|cytochrome P450|family 704|polypeptide 1|polypeptide 1''|subfamily B
843283,CYP704B1,3702,polypeptide 1,"cytochrome P450, family 704, subfamily B, polypeptide 1",''cytochrome P450|F10D13.15|F10D13_15|cytochrome P450|family 704|polypeptide 1|polypeptide 1''|subfamily B
843283,CYP704B1,3702,subfamily B,"cytochrome P450, family 704, subfamily B, polypeptide 1",''cytochrome P450|F10D13.15|F10D13_15|cytochrome P450|family 704|polypeptide 1|polypeptide 1''|subfamily B
843614,NF-YA3,3702,nuclear factor Y,"nuclear factor Y, subunit A3",''nuclear factor Y|ATHAP2C|F3N23.3|F3N23_3|HAP2C|nuclear factor Y|subunit A3|subunit A3''
843614,NF-YA3,3702,subunit A3,"nuclear factor Y, subunit A3",''nuclear factor Y|ATHAP2C|F3N23.3|F3N23_3|HAP2C|nuclear factor Y|subunit A3|subunit A3''
843659,GER1,3702,5-epimerase-4-reductase 1,"GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1",''GDP-4-keto-6-deoxymannose-3|5-EPIMERASE-4-REDUCTASE|5-epimerase-4-reductase 1|5-epimerase-4-reductase 1''|ACTIVATING TRANSCRIPTION FACTOR 5|ATFX|GDP-4-KETO-6-DEOXY-D-MANNOSE-3|GDP-4-keto-6-deoxymannose-3|T18K17.8|T18K17_8
843659,GER1,3702,GDP-4-keto-6-deoxymannose-3,"GDP-4-keto-6-deoxymannose-3,5-epimerase-4-reductase 1",''GDP-4-keto-6-deoxymannose-3|5-EPIMERASE-4-REDUCTASE|5-epimerase-4-reductase 1|5-epimerase-4-reductase 1''|ACTIVATING TRANSCRIPTION FACTOR 5|ATFX|GDP-4-KETO-6-DEOXY-D-MANNOSE-3|GDP-4-keto-6-deoxymannose-3|T18K17.8|T18K17_8
843751,CYP78A10,3702,cytochrome P450,"cytochrome P450, family 78, subfamily A, polypeptide 10",''cytochrome P450|F2P9.2|F2P9_2|cytochrome P450|family 78|polypeptide 10|polypeptide 10''|subfamily A
843751,CYP78A10,3702,family 78,"cytochrome P450, family 78, subfamily A, polypeptide 10",''cytochrome P450|F2P9.2|F2P9_2|cytochrome P450|family 78|polypeptide 10|polypeptide 10''|subfamily A
843751,CYP78A10,3702,polypeptide 10,"cytochrome P450, family 78, subfamily A, polypeptide 10",''cytochrome P450|F2P9.2|F2P9_2|cytochrome P450|family 78|polypeptide 10|polypeptide 10''|subfamily A
843751,CYP78A10,3702,subfamily A,"cytochrome P450, family 78, subfamily A, polypeptide 10",''cytochrome P450|F2P9.2|F2P9_2|cytochrome P450|family 78|polypeptide 10|polypeptide 10''|subfamily A
843850,CYP721A1,3702,cytochrome P450,"cytochrome P450, family 721, subfamily A, polypeptide 1",''cytochrome P450|F22H5.19|cytochrome P450|family 721|polypeptide 1|polypeptide 1''|subfamily A
843850,CYP721A1,3702,family 721,"cytochrome P450, family 721, subfamily A, polypeptide 1",''cytochrome P450|F22H5.19|cytochrome P450|family 721|polypeptide 1|polypeptide 1''|subfamily A
843850,CYP721A1,3702,polypeptide 1,"cytochrome P450, family 721, subfamily A, polypeptide 1",''cytochrome P450|F22H5.19|cytochrome P450|family 721|polypeptide 1|polypeptide 1''|subfamily A
843850,CYP721A1,3702,subfamily A,"cytochrome P450, family 721, subfamily A, polypeptide 1",''cytochrome P450|F22H5.19|cytochrome P450|family 721|polypeptide 1|polypeptide 1''|subfamily A
844185,CYP708A3,3702,cytochrome P450,"cytochrome P450, family 708, subfamily A, polypeptide 3",''cytochrome P450|T30F21.17|T30F21_17|cytochrome P450|family 708|polypeptide 3|polypeptide 3''|subfamily A
844185,CYP708A3,3702,family 708,"cytochrome P450, family 708, subfamily A, polypeptide 3",''cytochrome P450|T30F21.17|T30F21_17|cytochrome P450|family 708|polypeptide 3|polypeptide 3''|subfamily A
844185,CYP708A3,3702,polypeptide 3,"cytochrome P450, family 708, subfamily A, polypeptide 3",''cytochrome P450|T30F21.17|T30F21_17|cytochrome P450|family 708|polypeptide 3|polypeptide 3''|subfamily A
844185,CYP708A3,3702,subfamily A,"cytochrome P450, family 708, subfamily A, polypeptide 3",''cytochrome P450|T30F21.17|T30F21_17|cytochrome P450|family 708|polypeptide 3|polypeptide 3''|subfamily A
844275,CYP79C1,3702,cytochrome P450,"cytochrome P450, family 79, subfamily C, polypeptide 1",''cytochrome P450|YUP8H12R.1|YUP8H12R_1|cytochrome P450|family 79|polypeptide 1|polypeptide 1''|subfamily C
844275,CYP79C1,3702,family 79,"cytochrome P450, family 79, subfamily C, polypeptide 1",''cytochrome P450|YUP8H12R.1|YUP8H12R_1|cytochrome P450|family 79|polypeptide 1|polypeptide 1''|subfamily C
844275,CYP79C1,3702,polypeptide 1,"cytochrome P450, family 79, subfamily C, polypeptide 1",''cytochrome P450|YUP8H12R.1|YUP8H12R_1|cytochrome P450|family 79|polypeptide 1|polypeptide 1''|subfamily C
844275,CYP79C1,3702,subfamily C,"cytochrome P450, family 79, subfamily C, polypeptide 1",''cytochrome P450|YUP8H12R.1|YUP8H12R_1|cytochrome P450|family 79|polypeptide 1|polypeptide 1''|subfamily C
3768880,CYP705A28,3702,cytochrome P450,"cytochrome P450, family 705, subfamily A, polypeptide 28",''cytochrome P450|MFD22.6|cytochrome P450|family 705|polypeptide 28|polypeptide 28''|subfamily A
3768880,CYP705A28,3702,family 705,"cytochrome P450, family 705, subfamily A, polypeptide 28",''cytochrome P450|MFD22.6|cytochrome P450|family 705|polypeptide 28|polypeptide 28''|subfamily A
3768880,CYP705A28,3702,polypeptide 28,"cytochrome P450, family 705, subfamily A, polypeptide 28",''cytochrome P450|MFD22.6|cytochrome P450|family 705|polypeptide 28|polypeptide 28''|subfamily A
3768880,CYP705A28,3702,subfamily A,"cytochrome P450, family 705, subfamily A, polypeptide 28",''cytochrome P450|MFD22.6|cytochrome P450|family 705|polypeptide 28|polypeptide 28''|subfamily A
3770023,CYP71A28,3702,cytochrome P450,"cytochrome P450, family 71, subfamily A, polypeptide 28",''cytochrome P450|F1C12.160B|cytochrome P450|family 71|polypeptide 28|polypeptide 28''|subfamily A
3770023,CYP71A28,3702,family 71,"cytochrome P450, family 71, subfamily A, polypeptide 28",''cytochrome P450|F1C12.160B|cytochrome P450|family 71|polypeptide 28|polypeptide 28''|subfamily A
3770023,CYP71A28,3702,polypeptide 28,"cytochrome P450, family 71, subfamily A, polypeptide 28",''cytochrome P450|F1C12.160B|cytochrome P450|family 71|polypeptide 28|polypeptide 28''|subfamily A
3770023,CYP71A28,3702,subfamily A,"cytochrome P450, family 71, subfamily A, polypeptide 28",''cytochrome P450|F1C12.160B|cytochrome P450|family 71|polypeptide 28|polypeptide 28''|subfamily A
3770599,CYP96A10,3702,cytochrome P450,"cytochrome P450, family 96, subfamily A, polypeptide 10",''cytochrome P450|F23K16.120|F23K16_120|cytochrome P450|family 96|polypeptide 10|polypeptide 10''|subfamily A
3770599,CYP96A10,3702,family 96,"cytochrome P450, family 96, subfamily A, polypeptide 10",''cytochrome P450|F23K16.120|F23K16_120|cytochrome P450|family 96|polypeptide 10|polypeptide 10''|subfamily A
3770599,CYP96A10,3702,polypeptide 10,"cytochrome P450, family 96, subfamily A, polypeptide 10",''cytochrome P450|F23K16.120|F23K16_120|cytochrome P450|family 96|polypeptide 10|polypeptide 10''|subfamily A
3770599,CYP96A10,3702,subfamily A,"cytochrome P450, family 96, subfamily A, polypeptide 10",''cytochrome P450|F23K16.120|F23K16_120|cytochrome P450|family 96|polypeptide 10|polypeptide 10''|subfamily A
