pipeline,clique_preferred_id,clique_preferred_label,clique_biolink_type,change_kind,added_kind,added_id,added_id_label,added_id_biolink_type,would_be_added,needs_biolink_registration,biolink_registration_note,equivalent_ids
disease,Fyler:1771,,,expanded,added,MP:0004062,,biolink:PhenotypicFeature,,,,Fyler:1771|Fyler:2859|HP:0030718|MEDDRA:10058227|MEDDRA:10067282|MP:0004062|MP:0008727|SNOMEDCT:67751000119106|UMLS:C0344709|UMLS:C0748427
disease,Fyler:1771,,,expanded,added,MP:0008727,,biolink:PhenotypicFeature,,,,Fyler:1771|Fyler:2859|HP:0030718|MEDDRA:10058227|MEDDRA:10067282|MP:0004062|MP:0008727|SNOMEDCT:67751000119106|UMLS:C0344709|UMLS:C0748427
disease,Fyler:1810,,,expanded,added,MP:0003921,,biolink:PhenotypicFeature,,,,Fyler:1810|HP:0001711|MP:0003921|SNOMEDCT:253535002|SNOMEDCT:871660009|UMLS:C0344905
disease,Fyler:1815,,,expanded,added,MP:0000281,,biolink:PhenotypicFeature,,,,Fyler:1815|HP:0010438|MP:0000281|UMLS:C4021264
disease,Fyler:1820,,,expanded,added,MP:0003920,,biolink:PhenotypicFeature,,,,Fyler:1820|HP:0001707|MP:0003920|SNOMEDCT:253516002|UMLS:C0344887
disease,Fyler:1821,,,expanded,added,MP:0010422,,biolink:PhenotypicFeature,,,,Fyler:1821|HP:0004762|MP:0010422|UMLS:C4082954
disease,Fyler:1827,,,expanded,added,MP:0002754,,biolink:PhenotypicFeature,,,,Fyler:1827|Fyler:2333|HP:0005133|MEDDRA:10074222|MP:0002754|MP:0010423|SNOMEDCT:253522006|UMLS:C0344893
disease,Fyler:1827,,,expanded,added,MP:0010423,,biolink:PhenotypicFeature,,,,Fyler:1827|Fyler:2333|HP:0005133|MEDDRA:10074222|MP:0002754|MP:0010423|SNOMEDCT:253522006|UMLS:C0344893
disease,Fyler:1889,,,expanded,added,MP:0010534,,biolink:PhenotypicFeature,,,,Fyler:1889|HP:0006690|MEDDRA:10054122|MP:0010534|UMLS:C1096561
disease,Fyler:1900,,,expanded,added,MP:0000288,,biolink:PhenotypicFeature,,,,Fyler:1900|HP:0001697|MP:0000288|UMLS:C4025754
disease,Fyler:1910,,,expanded,added,MP:0003388,,biolink:PhenotypicFeature,,,,Fyler:1910|HP:0011629|MEDGEN:576786|MONDO:0020454|MP:0003388|SNOMEDCT:253732001|UMLS:C0345140|http://id.who.int/icd/entity/1462683633|orphanet:99129
disease,Fyler:2000,,,expanded,added,MP:0010405,,biolink:PhenotypicFeature,,,,Fyler:2000|HP:0001684|MEDDRA:10031302|MEDDRA:10031303|MEDGEN:91034|MONDO:0020434|MP:0010405|SNOMEDCT:204315000|UMLS:C0344724|http://id.who.int/icd/entity/1875768490|orphanet:99103
disease,Fyler:2002,,,expanded,added,MP:0000282,,biolink:PhenotypicFeature,,,,Fyler:2002|HP:0011994|MP:0000282|SNOMEDCT:253363004|UMLS:C0344722
disease,Fyler:2010,,,expanded,added,MP:0010408,,biolink:PhenotypicFeature,,,,Fyler:2010|HP:0011567|MEDGEN:138011|MESH:C548009|MONDO:0020436|MP:0010408|SNOMEDCT:95268002|UMLS:C0344730|http://id.who.int/icd/entity/1930019148|orphanet:99105
disease,Fyler:2030,,,expanded,added,MP:0010442,,biolink:PhenotypicFeature,,,,Fyler:2030|HP:0010773|ICD10CM:Q26.3|MEDDRA:10034056|MEDGEN:450995|MONDO:0020453|MP:0010442|NCIT:C99004|SNOMEDCT:68237008|UMLS:C0158634|http://id.who.int/icd/entity/1041585584|orphanet:99124
disease,Fyler:2210,,,expanded,added,MP:0010480,,biolink:PhenotypicFeature,,,,Fyler:2210|HP:0006548|MEDDRA:10037309|MP:0010480|SNOMEDCT:303070000|UMLS:C1857690
disease,Fyler:2230,,,expanded,added,MP:0010476,,biolink:PhenotypicFeature,,,,Fyler:2230|HP:0011641|MEDGEN:488822|MONDO:0016081|MP:0010476|SNOMEDCT:373093003|UMLS:C0265898|orphanet:2041
disease,Fyler:2233,,,expanded,added,MP:0011684,,biolink:PhenotypicFeature,,,,Fyler:2233|HP:0031560|MEDDRA:10089303|MP:0011684|UMLS:C4531040
disease,Fyler:2240,,,expanded,added,MP:0011656,,biolink:PhenotypicFeature,,,,Fyler:2240|HP:0031563|MP:0011656|UMLS:C0238127
disease,Fyler:2310,,,expanded,added,MP:0010470,,biolink:PhenotypicFeature,,,,Fyler:2310|Fyler:2701|HP:0004970|MEDDRA:10002347|MESH:D000094625|MP:0010470|MP:0010661|SNOMEDCT:253645007|SNOMEDCT:425963007|UMLS:C0345049|UMLS:C0856747
disease,Fyler:2310,,,expanded,added,MP:0010661,,biolink:PhenotypicFeature,,,,Fyler:2310|Fyler:2701|HP:0004970|MEDDRA:10002347|MESH:D000094625|MP:0010470|MP:0010661|SNOMEDCT:253645007|SNOMEDCT:425963007|UMLS:C0345049|UMLS:C0856747
disease,Fyler:2316,,,expanded,added,MP:0010483,,biolink:PhenotypicFeature,,,,Fyler:2316|HP:0011645|MEDDRA:10084035|MEDGEN:853730|MONDO:0015197|MP:0010483|SNOMEDCT:54160000|UMLS:C0265893|UMLS:C2062868|UMLS:C2239253|UMLS:C4476551|http://id.who.int/icd/entity/364348641|orphanet:1054
disease,Fyler:2346,,,expanded,added,MP:0010416,,biolink:PhenotypicFeature,,,,Fyler:2346|HP:0030958|MEDDRA:10092471|MP:0010416|UMLS:C4476874|UMLS:C4476875
disease,Fyler:2600,,,expanded,added,MP:0011655,,biolink:PhenotypicFeature,,,,Fyler:2600|HP:0011004|MEDDRA:10002615|MEDDRA:10003145|MEDDRA:10003236|MP:0011655|SNOMEDCT:234119001|UMLS:C0151489|UMLS:C4021205
disease,Fyler:2634,,,expanded,added,MP:0011356,,biolink:PhenotypicFeature,,,,Fyler:2634|HP:0001920|MEDDRA:10038378|MEDDRA:10038379|MP:0011356|NCIT:C123221|SNOMEDCT:282664001|SNOMEDCT:302233006|UMLS:C0035067
disease,Fyler:2700,,,expanded,added,MP:0004113,,biolink:PhenotypicFeature,,,,Fyler:2700|HP:0012303|MA:0000475|MP:0004113|SNOMEDCT:448742006|UMLS:C3163801
disease,Fyler:2704,,,expanded,added,MP:0010485,,biolink:PhenotypicFeature,,,,Fyler:2704|HP:0012304|MEDDRA:10091930|MP:0010485|NCIT:C103266|SNOMEDCT:60787001|UMLS:C0265881
disease,Fyler:2706,,,expanded,added,MP:0010575,,biolink:PhenotypicFeature,,,,Fyler:2706|HP:0005113|MEDDRA:10002341|MEDDRA:10002342|MESH:D000094626|MP:0010575|SNOMEDCT:712578006|UMLS:C0856748|UMLS:C1851119
disease,Fyler:2720,,,expanded,added,MP:0004158,,biolink:PhenotypicFeature,,,,Fyler:2720|HP:0012020|ICD10CM:Q25.47|MEDDRA:10067407|MEDGEN:48474|MONDO:0020417|MP:0004158|NCIT:C103917|SNOMEDCT:111321007|SNOMEDCT:244229003|UMLS:C0035615|http://id.who.int/icd/entity/769265824|orphanet:99081
disease,Fyler:2732,,,expanded,added,MP:0011745,,biolink:PhenotypicFeature,,,,Fyler:2732|HP:0031633|MESH:C000721268|MP:0011745|SNOMEDCT:445350004|UMLS:C2919441
disease,Fyler:2754,,,expanded,added,MP:0010473,,biolink:PhenotypicFeature,,,,Fyler:2754|HP:0004959|MESH:D000094627|MP:0010473|SNOMEDCT:2831000119107|UMLS:C1388233|UMLS:C4025266
disease,Fyler:2760,,,expanded,added,MP:0010466,,biolink:PhenotypicFeature,,,,Fyler:2760|HP:0010775|MESH:D000073872|MP:0010466|NCIT:C99106|SNOMEDCT:110409004|SNOMEDCT:66403007|UMLS:C0221214
disease,Fyler:2761,,,expanded,added,MP:0004159,,biolink:PhenotypicFeature,,,,Fyler:2761|HP:0011590|MP:0004159|SNOMEDCT:10451007|UMLS:C0265883
disease,Fyler:2780,,,expanded,added,MP:0011675,,biolink:PhenotypicFeature,,,,Fyler:2780|HP:0031562|MP:0011675|UMLS:C4531038
disease,Fyler:2810,,,expanded,added,MP:0006063,,biolink:PhenotypicFeature,,,,Fyler:2810|HP:0025576|MP:0006063|SNOMEDCT:896919005|UMLS:C4703394
disease,Fyler:2820,,,expanded,added,MP:0006064,,biolink:PhenotypicFeature,,,,Fyler:2820|HP:0025575|MP:0006064|UMLS:C4703393
disease,Fyler:2840,,,expanded,added,MP:0010436,,biolink:PhenotypicFeature,,,,Fyler:2840|HP:0011642|MP:0010436|SNOMEDCT:253323000|UMLS:C0344680
disease,Fyler:2841,,,expanded,added,MP:0010437,,biolink:PhenotypicFeature,,,,Fyler:2841|HP:0031783|MP:0010437
disease,Fyler:2854,,,expanded,added,MP:0010411,,biolink:PhenotypicFeature,,,,Fyler:2854|HP:0011566|MEDGEN:488867|MONDO:0020429|MP:0010411|SNOMEDCT:274947007|UMLS:C0344697|http://id.who.int/icd/entity/294192583|orphanet:99098
disease,Fyler:2966,,,expanded,added,MP:0010460,,biolink:PhenotypicFeature,,,,Fyler:2966|HP:0004971|MEDGEN:75585|MONDO:0020419|MP:0010460|SNOMEDCT:54682008|UMLS:C0265910|orphanet:99083
disease,Fyler:3000,,,expanded,added,MP:0002726,,biolink:PhenotypicFeature,,,,Fyler:3000|HP:0030968|MP:0002726|SNOMEDCT:897183006|UMLS:C4476883
disease,Fyler:3010,,,expanded,added,MP:0003923,,biolink:PhenotypicFeature,,,,Fyler:3010|HP:0025579|MP:0003923|UMLS:C4703395
disease,Fyler:3011,,,expanded,added,MP:0004063,,biolink:PhenotypicFeature,,,,Fyler:3011|Fyler:3020|HP:0031295|MP:0004063|MP:0008726
disease,Fyler:3011,,,expanded,added,MP:0008726,,biolink:PhenotypicFeature,,,,Fyler:3011|Fyler:3020|HP:0031295|MP:0004063|MP:0008726
disease,Fyler:3031,,,expanded,added,MP:0010409,,biolink:PhenotypicFeature,,,,Fyler:3031|HP:0010774|ICD10:Q24.2|ICD10CM:Q24.2|MEDDRA:10010972|MEDGEN:3238|MESH:D003310|MONDO:0015450|MP:0010409|NCIT:C84651|SNOMEDCT:55510008|UMLS:C0009995|UMLS:C4023708|orphanet:1463
disease,Fyler:3040,,,expanded,added,MP:0010647,,biolink:PhenotypicFeature,,,,Fyler:3040|HP:0005156|MP:0010647|UMLS:C1970625
disease,Fyler:3609,,,expanded,added,MP:0000276,,biolink:PhenotypicFeature,,,,Fyler:3609|HP:0001667|MEDDRA:10039341|MEDDRA:10050326|MEDDRA:10050582|MESH:D017380|MP:0000276|NCIT:C50734|SNOMEDCT:89792004|UMLS:C0162770
disease,Fyler:3816,,,expanded,added,MP:0011249,,biolink:PhenotypicFeature,,,,Fyler:3816|HP:0003363|MP:0011249
disease,Fyler:3817,,,expanded,added,MP:0011250,,biolink:PhenotypicFeature,,,,Fyler:3817|HP:0031565|MP:0011250|UMLS:C4531036
disease,Fyler:4013,,,expanded,added,MP:0003702,,biolink:PhenotypicFeature,,,,Fyler:4013|HP:0031411|MP:0003702|UMLS:C4531140
disease,Fyler:4103,,,expanded,added,MP:0000562,,biolink:PhenotypicFeature,,,,Fyler:4103|HP:0010442|MP:0000562|SNOMEDCT:367506006
disease,Fyler:4108,,,expanded,added,MP:0000137,,biolink:PhenotypicFeature,,,,Fyler:4108|HP:0003468|MEDDRA:10010352|MEDDRA:10010631|MEDDRA:10041611|MEDDRA:10041612|MP:0000137|SNOMEDCT:205043005|SNOMEDCT:74877002|UMLS:C0158775|UMLS:C1834129|UMLS:C4020839|UMLS:C4020840
disease,Fyler:4133,,,expanded,added,MP:0002060,,biolink:PhenotypicFeature,,,,Fyler:4133|HP:0011121|MP:0002060|UMLS:C4023528
disease,Fyler:4135,,,expanded,added,MP:0003632,,biolink:PhenotypicFeature,,,,Fyler:4135|Fyler:4300|GO:0007417|HP:0012639|MGI:2173613|MGI:2173617|MP:0003632|UMLS:C4022810
disease,Fyler:4157,,,expanded,added,MP:0003054,,biolink:PhenotypicFeature,,,,Fyler:4157|HP:0002414|MP:0003054
disease,Fyler:4163,,,expanded,added,MP:0002639,,biolink:PhenotypicFeature,,,,Fyler:4163|HP:0000347|MEDDRA:10026742|MEDDRA:10027543|MESH:D008844|MP:0002639|NCIT:C87094|SNOMEDCT:32958008|UMLS:C0025990|UMLS:C0240295|UMLS:C1857130|UMLS:C4476523|UMLS:C4476524
disease,Fyler:4173,,,expanded,added,MP:0000561,,biolink:PhenotypicFeature,,,,Fyler:4173|HP:0009776|MEDDRA:10049207|MP:0000561|SNOMEDCT:275348004|UMLS:C0238591|UMLS:C4280394
disease,Fyler:4200,,,expanded,added,MP:0001943,,biolink:PhenotypicFeature,,,,Fyler:4200|HP:0002795|MP:0001943|UMLS:C4025677
disease,Fyler:4206,,,expanded,added,MP:0001181,,biolink:PhenotypicFeature,,,,Fyler:4206|HP:0005944|MP:0001181|SNOMEDCT:838370001|UMLS:C4021610
disease,Fyler:4232,,,expanded,added,MP:0004391,,biolink:PhenotypicFeature,,,,Fyler:4232|HP:0005607|MP:0004391|UMLS:C4021631
disease,Fyler:4234,,,expanded,added,MP:0009723,,biolink:PhenotypicFeature,,,,Fyler:4234|HP:0002558|MEDDRA:10029422|MEDDRA:10042571|MEDGEN:120564|MESH:C562557|MONDO:0008101|MP:0009723|OMIM:163700|SNOMEDCT:50956007|UMLS:C0266011|orphanet:2456
disease,Fyler:4235,,,expanded,added,MP:0002132,,biolink:PhenotypicFeature,,,,Fyler:4235|HP:0012252|MGI:2173592|MP:0002132|UMLS:C4022992
disease,Fyler:4309,,,expanded,added,MP:0009929,,biolink:PhenotypicFeature,,,,Fyler:4309|HP:0002475|MP:0009929
disease,Fyler:4321,,,expanded,added,MP:0002196,,biolink:PhenotypicFeature,,,,Fyler:4321|HP:0001274|MEDDRA:10063756|MEDGEN:104498|MESH:D061085|MONDO:0009022|MP:0002196|NCIT:C98905|OMIM:217990|SNOMEDCT:5102002|UMLS:C0175754|orphanet:200
disease,Fyler:4335,,,expanded,added,MP:0000434,,biolink:PhenotypicFeature,,,,Fyler:4335|HP:0000256|MP:0000434|UMLS:C4255213|UMLS:C4280663|UMLS:C4280664
disease,Fyler:4339,,,expanded,added,MP:0002151,,biolink:PhenotypicFeature,,,,Fyler:4339|HP:0410043|MGI:2173611|MP:0002151|UMLS:C4531030
disease,Fyler:4414,,,expanded,added,MP:0000757,,biolink:PhenotypicFeature,,,,Fyler:4414|HP:0004299|MEDDRA:10019911|MESH:D046449|MP:0000757|NCIT:C98700|SNOMEDCT:128545000|UMLS:C1442978
disease,Fyler:4445,,,expanded,added,MP:0010146,,biolink:PhenotypicFeature,,,,Fyler:4445|HP:0001537|MEDDRA:10015677|MEDDRA:10045458|MEDDRA:10045459|MEDDRA:10045461|MESH:D006554|MP:0010146|NCIT:C118375|SNOMEDCT:396347007|UMLS:C0019322
disease,Fyler:4447,,,expanded,added,MP:0000598,,biolink:PhenotypicFeature,,,,Fyler:4447|HP:0410042|MP:0000598|SNOMEDCT:897152007|UMLS:C4531031
disease,Fyler:4507,,,expanded,added,MP:0003605,,biolink:PhenotypicFeature,,,,Fyler:4507|HP:0000085|MEDDRA:10020393|MESH:D000069337|MP:0003605|NCIT:C98947|SNOMEDCT:204984002|SNOMEDCT:41729002|UMLS:C0221353|UMLS:C0266305
disease,Fyler:4509,,,expanded,added,MP:0003604,,biolink:PhenotypicFeature,,,,Fyler:4509|HP:0000122|ICD10CM:Q60.0|MEDDRA:10051001|MEDDRA:10053624|MEDGEN:75607|MESH:D000075529|MONDO:0019636|MP:0003604|NCIT:C101220|SNOMEDCT:55726006|UMLS:C0266294|http://id.who.int/icd/entity/760295498|orphanet:93100
disease,Fyler:4512,,,expanded,added,MP:0002135,,biolink:PhenotypicFeature,,,,Fyler:4512|HP:0012210|MGI:2173595|MP:0002135|UMLS:C4551596
disease,Fyler:4771,,,expanded,added,MP:0000690,,biolink:PhenotypicFeature,,,,Fyler:4771|HP:0001746|MEDDRA:10053622|MP:0000690|SNOMEDCT:1003551006|SNOMEDCT:702624008|SNOMEDCT:707147002|SNOMEDCT:93030006|UMLS:C0600031|UMLS:C5574735|UMLS:C5779621
disease,Fyler:4772,,,expanded,added,MP:0003342,,biolink:PhenotypicFeature,,,,Fyler:4772|HP:0001747|MEDDRA:10068059|MEDDRA:10074948|MEDDRA:10089986|MP:0003342|SNOMEDCT:10362008|UMLS:C0266631
disease,Fyler:4863,,,expanded,added,MP:0001286,,biolink:PhenotypicFeature,,,,Fyler:4863|GO:0001654|HP:0012372|MGI:2173536|MP:0001286|MP:0002092|UMLS:C4022925
disease,Fyler:4863,,,expanded,added,MP:0002092,,biolink:PhenotypicFeature,,,,Fyler:4863|GO:0001654|HP:0012372|MGI:2173536|MP:0001286|MP:0002092|UMLS:C4022925
disease,Fyler:4864,,,expanded,added,MP:0001293,,biolink:PhenotypicFeature,,,,Fyler:4864|HP:0000528|MEDDRA:10002639|MEDDRA:10002640|MEDDRA:10009298|MESH:D000853|MP:0001293|NCIT:C98814|SNOMEDCT:1381918001|SNOMEDCT:204099004|SNOMEDCT:7183006|UMLS:C0003119
disease,Fyler:4867,,,expanded,added,MP:0002102,,biolink:PhenotypicFeature,,,,Fyler:4867|GO:0042471|HP:0031703|MGI:2173556|MP:0002102|SNOMEDCT:1367862009|UMLS:C4703491
disease,Fyler:4870,,,expanded,added,MP:0002233,,biolink:PhenotypicFeature,,,,Fyler:4870|HP:0005105|MP:0002233|UMLS:C4025252
disease,Fyler:4874,,,expanded,added,MP:0000452,,biolink:PhenotypicFeature,,,,Fyler:4874|HP:0011338|MP:0000452|UMLS:C4023407
disease,Fyler:7010,,,expanded,added,MP:0006142,,biolink:PhenotypicFeature,,,,Fyler:7010|HP:0011702|MP:0006142|UMLS:C4023222
disease,Fyler:7013,,,expanded,added,MP:0010637,,biolink:PhenotypicFeature,,,,Fyler:7013|HP:0001688|MEDDRA:10006098|MEDDRA:10040741|MP:0010637|NCIT:C26923|SNOMEDCT:49710005|UMLS:C0085610
disease,Fyler:7014,,,expanded,added,MP:0010520,,biolink:PhenotypicFeature,,,,Fyler:7014|HP:0012723|MEDDRA:10019269|MEDDRA:10019270|MEDDRA:10039346|MEDDRA:10040736|MEDGEN:19984|MESH:D012848|MONDO:0020806|MP:0010520|SNOMEDCT:65778007|UMLS:C0037188|http://id.who.int/icd/entity/884453307
disease,HP:0000048,,,expanded,added,MP:0009203,,biolink:PhenotypicFeature,,,,HP:0000048|MP:0009203|SNOMEDCT:236780002|UMLS:C0341787
disease,HP:0001257,,,expanded,added,MP:0012051,,biolink:PhenotypicFeature,,,,HP:0001257|MEDDRA:10028335|MEDDRA:10041416|MEDDRA:10041418|MESH:D009128|MP:0012051|NCIT:C79750|SNOMEDCT:221360009|SNOMEDCT:397790002|UMLS:C0026838
disease,HP:0001965,,,expanded,added,MP:0030178,,biolink:PhenotypicFeature,,,,HP:0001965|MP:0030178|UMLS:C4025734|http://emedicine.medscape.com/article/834808-overview
disease,HP:0011112,,,expanded,preexisting,MP:0010210,,biolink:PhenotypicFeature,,,,HP:0011112|MP:0010210|UMLS:C4023535
disease,HP:0011113,,,expanded,preexisting,MP:0003009,,biolink:PhenotypicFeature,,,,HP:0011113|MP:0003009|UMLS:C4023534
disease,HP:0011118,,,expanded,preexisting,MP:0008556,,biolink:PhenotypicFeature,,,,HP:0011118|MP:0008556|UMLS:C4023529
disease,HP:0011281,,,expanded,preexisting,MP:0011478,,biolink:PhenotypicFeature,,,,HP:0011281|MP:0011478|UMLS:C4023433
disease,HP:0011849,,,expanded,preexisting,MP:0008271,,biolink:PhenotypicFeature,,,,HP:0011849|MP:0008271|UMLS:C4023161|UMLS:C4280317
disease,HP:0012337,,,expanded,preexisting,MP:0001764,,biolink:PhenotypicFeature,,,,HP:0012337|MP:0001764|UMLS:C4022950
disease,HP:0012632,,,expanded,preexisting,MP:0005257,,biolink:PhenotypicFeature,,,,HP:0012632|MP:0005257|SNOMEDCT:24075007|UMLS:C0520999
disease,HP:0040270,,,expanded,preexisting,MP:0005291,,biolink:PhenotypicFeature,,,,HP:0040270|MP:0005291|UMLS:C0151671
