pipeline,clique_preferred_id,clique_preferred_label,clique_biolink_type,change_kind,added_kind,added_id,added_id_label,added_id_biolink_type,would_be_added,needs_biolink_registration,biolink_registration_note,equivalent_ids
disease,DOID:2170,,,expanded,preexisting,MP:0003541,,biolink:PhenotypicFeature,,,,DOID:2170|EFO:0005757|HP:0030683|ICD10:N76|ICD9:616.1|MEDDRA:10046916|MEDDRA:10046950|MEDDRA:10063128|MEDGEN:21815|MESH:D014627|MONDO:0002234|MP:0003541|NCIT:C26911|SNOMEDCT:30800001|SNOMEDCT_US_2025_09_01:198212006|SNOMEDCT_US_2025_09_01:393596009|UMLS:C0042267|UMLS:C0042268|UMLS:C6024494|http://id.who.int/icd/entity/290861382
disease,DOID:2340,,,expanded,added,MP:0000081,,biolink:PhenotypicFeature,,,,DOID:2340|Fyler:4336|GARD:6209|HP:0001363|ICD10:Q75.0|ICD10CM:Q75.0|MEDDRA:10025530|MEDDRA:10040963|MEDDRA:10049889|MEDDRA:10062348|MEDGEN:1163|MESH:D003398|MIM:182212|MIM:600593|MONDO:0015469|MP:0000081|NCIT:C84655|OMIM.PS:123100|ORDO:1531|SNOMEDCT_US_2025_09_01:205414007|UMLS:C0010278|UMLS:C4759713|http://id.who.int/icd/entity/458033798|orphanet:1531
disease,DOID:2723,,,expanded,preexisting,MP:0004947,,biolink:PhenotypicFeature,,,,DOID:2723|HP:0011123|ICD10:L30.9|MEDDRA:10012431|MEDDRA:10012478|MEDDRA:10040876|MEDDRA:10062249|MEDDRA:10087777|MESH:D003872|MP:0004947|NCIT:C2983|SNOMEDCT:703938007|SNOMEDCT_US_2025_09_01:238538009|UMLS:C0011603|UMLS:C3875321
disease,DOID:3362,,,expanded,added,MP:0010477,,biolink:PhenotypicFeature,,,,DOID:3362|EFO:1000881|Fyler:3129|GARD:6200|HP:0030882|ICD10:I25.41|ICD9:414.11|MEDDRA:10002348|MEDDRA:10011071|MEDGEN:3622|MESH:D003323|MONDO:0006714|MP:0010477|NCIT:C168176|SNOMEDCT:50570003|SNOMEDCT_US_2025_09_01:50570003|UMLS:C0010051|UMLS:C4255100|http://id.who.int/icd/entity/777924269
disease,DOID:3627,,,expanded,added,MP:0006278,,biolink:PhenotypicFeature,,,,DOID:3627|EFO:0001666|Fyler:2301|Fyler:2708|HP:0004942|ICD10:I71.1|ICD10:I71.3|ICD10:I71.5|ICD10:I71.8|ICD10:I71.9|ICD9:441.1|ICD9:441.3|ICD9:441.5|ICD9:441.6|MEDDRA:10000053|MEDDRA:10002330|MEDDRA:10002339|MEDDRA:10002882|MEDDRA:10002884|MEDDRA:10002886|MEDDRA:10043464|MEDDRA:10043481|MEDDRA:10051355|MEDDRA:10057453|MEDDRA:10058293|MEDDRA:10060874|MEDGEN:362|MESH:D001014|MESH:D001019|MONDO:0005160|MP:0006278|MP:0010574|NCIT:C187666|NCIT:C196716|NCIT:C26697|NCIT:C27046|NCIT:C27198|NCIT:C27299|SNOMEDCT:14336007|SNOMEDCT:195258006|SNOMEDCT:195265003|SNOMEDCT:26660001|SNOMEDCT:67362008|SNOMEDCT:73067008|SNOMEDCT_US_2025_09_01:14336007|SNOMEDCT_US_2025_09_01:155419006|SNOMEDCT_US_2025_09_01:195265003|SNOMEDCT_US_2025_09_01:34365005|SNOMEDCT_US_2025_09_01:73067008|UMLS:C0003486|UMLS:C0003496|UMLS:C0265004|UMLS:C0265010|UMLS:C0265012|UMLS:C0741160|UMLS:C1305122
disease,DOID:3627,,,expanded,added,MP:0010574,,biolink:PhenotypicFeature,,,,DOID:3627|EFO:0001666|Fyler:2301|Fyler:2708|HP:0004942|ICD10:I71.1|ICD10:I71.3|ICD10:I71.5|ICD10:I71.8|ICD10:I71.9|ICD9:441.1|ICD9:441.3|ICD9:441.5|ICD9:441.6|MEDDRA:10000053|MEDDRA:10002330|MEDDRA:10002339|MEDDRA:10002882|MEDDRA:10002884|MEDDRA:10002886|MEDDRA:10043464|MEDDRA:10043481|MEDDRA:10051355|MEDDRA:10057453|MEDDRA:10058293|MEDDRA:10060874|MEDGEN:362|MESH:D001014|MESH:D001019|MONDO:0005160|MP:0006278|MP:0010574|NCIT:C187666|NCIT:C196716|NCIT:C26697|NCIT:C27046|NCIT:C27198|NCIT:C27299|SNOMEDCT:14336007|SNOMEDCT:195258006|SNOMEDCT:195265003|SNOMEDCT:26660001|SNOMEDCT:67362008|SNOMEDCT:73067008|SNOMEDCT_US_2025_09_01:14336007|SNOMEDCT_US_2025_09_01:155419006|SNOMEDCT_US_2025_09_01:195265003|SNOMEDCT_US_2025_09_01:34365005|SNOMEDCT_US_2025_09_01:73067008|UMLS:C0003486|UMLS:C0003496|UMLS:C0265004|UMLS:C0265010|UMLS:C0265012|UMLS:C0741160|UMLS:C1305122
disease,DOID:4080,,,expanded,added,MP:0006044,,biolink:PhenotypicFeature,,,,DOID:4080|Fyler:1161|HP:0005180|MEDDRA:10044634|MEDDRA:10044635|MEDDRA:10044640|MEDDRA:10049217|MEDGEN:11911|MESH:D014262|MONDO:0002870|MP:0006044|NCIT:C50842|NCIT:C50843|SNOMEDCT:111287006|SNOMEDCT_US_2025_09_01:111287006|UMLS:C0040961|http://id.who.int/icd/entity/770887951
disease,DOID:4621,,,expanded,added,MP:0005157,,biolink:PhenotypicFeature,,,,DOID:4621|Fyler:4338|GARD:6665|HP:0001360|ICD10:Q04.2|ICD10CM:Q04.2|MEDDRA:10056304|MEDGEN:38214|MESH:D016142|MIM:PS236100|MONDO:0016296|MP:0005157|NCIT:C74988|OMIM.PS:236100|ORDO:2162|SNOMEDCT:30915001|SNOMEDCT_US_2025_09_01:30915001|UMLS:C0079541|http://id.who.int/icd/entity/1712699129|orphanet:2162
disease,DOID:5199,,,expanded,added,MP:0003587,,biolink:PhenotypicFeature,,,,DOID:5199|Fyler:4492|HP:0006000|ICD9:593.4|MEDDRA:10029970|MEDDRA:10030007|MEDDRA:10046381|MEDDRA:10046406|MEDGEN:12012|MESH:D014517|MONDO:0003329|MP:0003587|NCIT:C79802|SNOMEDCT:20018005|SNOMEDCT:766956009|SNOMEDCT_US_2025_09_01:197807001|UMLS:C0029866|UMLS:C0041956
disease,DOID:5232,,,expanded,added,MP:0006118,,biolink:PhenotypicFeature,,,,DOID:5232|Fyler:1452|HP:0025578|MEDDRA:10057454|MEDGEN:1619|MESH:D001023|MONDO:0006655|MP:0006118|UMLS:C0003505
disease,DOID:5453,,,expanded,added,MP:0010438,,biolink:PhenotypicFeature,,,,DOID:5453|Fyler:3002|GARD:10153|HP:0006518|MEDDRA:10037458|MEDGEN:18769|MESH:D011668|MIM:PS265450|MONDO:0009937|MP:0010438|NCIT:C85039|OMIM.PS:265450|ORDO:31837|SNOMEDCT:89420002|SNOMEDCT_US_2025_09_01:89420002|UMLS:C0034091|UMLS:C4280802|http://id.who.int/icd/entity/1368993024|orphanet:31837
disease,DOID:5644,,,expanded,added,MP:0006125,,biolink:PhenotypicFeature,,,,DOID:5644|EFO:1001218|Fyler:1733|HP:0001704|MEDDRA:10066862|MEDGEN:11912|MESH:D014263|MONDO:0007001|MP:0006125|SNOMEDCT:253383003|SNOMEDCT_US_2025_09_01:253383003|UMLS:C0040962|http://id.who.int/icd/entity/973833808
disease,DOID:6406,,,expanded,added,MP:0000284,,biolink:PhenotypicFeature,,,,DOID:6406|Fyler:0600|Fyler:600|GARD:1908|HP:0001719|ICD10:Q20.1|ICD10CM:Q20.1|ICD9:745.11|MEDDRA:10013611|MEDGEN:41649|MESH:D004310|MIM:217095|MONDO:0018089|MP:0000284|NCIT:C98916|ORDO:3426|SNOMEDCT:204299009|SNOMEDCT:7484005|SNOMEDCT_US_2025_09_01:7484005|UMLS:C0013069|UMLS:C3257801|http://id.who.int/icd/entity/141717788|orphanet:3426
disease,DOID:83,,,expanded,added,MP:0001304,,biolink:PhenotypicFeature,,,,DOID:83|Fyler:4865|HP:0000518|ICD10:H26|ICD9:366.8|MEDDRA:10007739|MEDDRA:10007757|MEDDRA:10007768|MEDDRA:10007771|MEDDRA:10045649|MEDGEN:39462|MESH:D002386|MIM:601371|MIM:PS116200|MONDO:0005129|MP:0001304|NCIT:C26713|OMIM.PS:116200|SNOMEDCT:128306009|SNOMEDCT:193570009|SNOMEDCT:247053007|SNOMEDCT_US_2025_09_01:193620000|UMLS:C0029531|UMLS:C0086543|UMLS:C1510497|http://id.who.int/icd/entity/109841337
disease,DOID:898,,,expanded,added,MP:0008528,,biolink:PhenotypicFeature,,,,DOID:898|EFO:1001496|Fyler:4508|GARD:10413|HP:0000113|ICD10:Q61.3|ICD9:753.12|MEDDRA:10023433|MEDDRA:10036045|MEDDRA:10036046|MEDDRA:10036048|MEDGEN:88404|MESH:D007690|MESH:D016891|MONDO:0004691|MP:0008528|NCIT:C75464|NCIT:C84578|ORDO:730|SNOMEDCT:765330003|SNOMEDCT_US_2025_09_01:204955006|UMLS:C0022680|UMLS:C0085413|UMLS:C1567435|http://id.who.int/icd/entity/91220434|orphanet:730
disease,DOID:9296,,,expanded,added,MP:0005170,,biolink:PhenotypicFeature,,,,DOID:9296|EFO:0003959|Fyler:4875|HP:0000204|ICD10:Q36|ICD10CM:Q36|ICD9:749.1|ICD9:749.11|MEDDRA:10009259|MEDDRA:10009264|MEDDRA:10009265|MEDDRA:10009266|MEDDRA:10009267|MEDDRA:10009268|MEDDRA:10019159|MEDDRA:10019161|MEDDRA:10024547|MEDDRA:10049861|MEDGEN:1370297|MESH:D002971|MONDO:0004747|MP:0005170|NCIT:C87175|SNOMEDCT:80281008|SNOMEDCT_US_2025_09_01:156941008|SNOMEDCT_US_2025_09_01:62696001|UMLS:C0008924|UMLS:C0158651|UMLS:C4321245|https://icd.who.int/browse10/2019/en#/Q36
disease,DOID:9565,,,expanded,added,MP:0000644,,biolink:PhenotypicFeature,,,,DOID:9565|EPCC:02.01.02|Fyler:0110|Fyler:110|GARD:1827|HP:0001651|ICD10:Q24.0|ICD10CM:Q24.0|MEDDRA:10012592|MEDGEN:4255|MESH:D003914|MONDO:0015661|MP:0000644|NCIT:C84669|SNOMEDCT:27637000|SNOMEDCT_US_2025_09_01:27637000|UMLS:C0011813|http://id.who.int/icd/entity/1472687600|orphanet:1666
disease,DOID:9574,,,expanded,added,MP:0008970,,biolink:PhenotypicFeature,,,,DOID:9574|Fyler:4203|HP:0000453|ICD10:Q30.0|ICD10CM:Q30.0|ICD9:748.0|MEDDRA:10008587|MEDGEN:3395|MESH:C562435|MESH:D002754|MIM:608911|MONDO:0012155|MP:0008970|OMIM:608911|SNOMEDCT:204508009|SNOMEDCT_US_2025_09_01:156934002|UMLS:C0008297|UMLS:C0220723|http://id.who.int/icd/entity/2099486655|orphanet:137914
disease,DOID:9620,,,expanded,added,MP:0001948,,biolink:PhenotypicFeature,,,,DOID:9620|EFO:0007536|Fyler:4510|HP:0000076|ICD10:N13.7|ICD9:593.7|MEDDRA:10046408|MEDDRA:10047370|MEDDRA:10047371|MEDGEN:21852|MESH:D014718|MIM:193000|MIM:314550|MIM:610878|MIM:613674|MIM:614317|MIM:614318|MIM:614319|MIM:614674|MIM:615390|MIM:615963|MONDO:0006007|MP:0001948|NCIT:C84467|ORDO:289365|SNOMEDCT:197811007|SNOMEDCT_US_2025_09_01:197811007|UMLS:C0042580|http://id.who.int/icd/entity/2142055506
disease,DOID:988,,,expanded,added,MP:0006120,,biolink:PhenotypicFeature,,,,DOID:988|Fyler:1533|HP:0001634|MEDDRA:10016786|MEDDRA:10027717|MEDDRA:10027730|MEDDRA:10036853|MEDGEN:7671|MESH:D008945|MIM:157700|MIM:607829|MIM:610840|MONDO:0004910|MP:0006120|NCIT:C50655|SNOMEDCT:409712001|SNOMEDCT:8074002|SNOMEDCT_US_2025_09_01:8074002|UMLS:C0026267|http://id.who.int/icd/entity/1085590500
disease,EFO:0002503,,,expanded,preexisting,MP:0001625,,biolink:PhenotypicFeature,,,,EFO:0002503|HP:0001640|ICD9:429.3|MEDDRA:10007572|MESH:D006332|MP:0001625|NCIT:C61453|SNOMEDCT:8186001|UMLS:C0018800|UMLS:C1383860
disease,EFO:0003896,,,expanded,added,MP:0002625,,biolink:PhenotypicFeature,,,,EFO:0003896|Fyler:3608|HP:0001712|MEDDRA:10025164|MEDDRA:10049773|MEDDRA:10050581|MESH:D017379|MP:0002625|NCIT:C50631|SNOMEDCT:55827005|UMLS:C0149721
disease,EFO:0004238,,,expanded,added,MP:0001963,,biolink:PhenotypicFeature,,,,EFO:0004238|Fyler:4868|GO:0007605|HP:0000365|ICD10CM:H90|MEDDRA:10010431|MEDDRA:10011879|MEDDRA:10011882|MEDDRA:10019241|MEDDRA:10019245|MEDDRA:10019246|MEDDRA:10019247|MEDDRA:10019869|MEDDRA:10045900|MEDDRA:10048865|MEDDRA:10050010|MEDGEN:235586|MESH:D034381|MGI:2173555|MONDO:0005365|MP:0001963|MP:0001967|NCIT:C35731|NCIT:C50576|SNOMEDCT:103276001|SNOMEDCT:15188001|SNOMEDCT:343087000|SNOMEDCT:95828007|UMLS:C0011053|UMLS:C0018772|UMLS:C0339789|UMLS:C1384666
disease,EFO:0004238,,,expanded,added,MP:0001967,,biolink:PhenotypicFeature,,,,EFO:0004238|Fyler:4868|GO:0007605|HP:0000365|ICD10CM:H90|MEDDRA:10010431|MEDDRA:10011879|MEDDRA:10011882|MEDDRA:10019241|MEDDRA:10019245|MEDDRA:10019246|MEDDRA:10019247|MEDDRA:10019869|MEDDRA:10045900|MEDDRA:10048865|MEDDRA:10050010|MEDGEN:235586|MESH:D034381|MGI:2173555|MONDO:0005365|MP:0001963|MP:0001967|NCIT:C35731|NCIT:C50576|SNOMEDCT:103276001|SNOMEDCT:15188001|SNOMEDCT:343087000|SNOMEDCT:95828007|UMLS:C0011053|UMLS:C0018772|UMLS:C0339789|UMLS:C1384666
disease,EFO:0005306,,,expanded,added,MP:0008950,,biolink:PhenotypicFeature,,,,EFO:0005306|Fyler:7160|HP:0004756|ICD10CM:I47.2|MEDDRA:10043085|MEDDRA:10047302|MEDGEN:12068|MESH:D017180|MONDO:0005477|MP:0008950|NCIT:C50802|SNOMEDCT:25569003|UMLS:C0042514|http://id.who.int/icd/entity/1171837620
disease,EFO:0005414,,,expanded,preexisting,MP:0001952,,biolink:PhenotypicFeature,,,,EFO:0005414|MP:0001952
disease,EFO:0008322,,,expanded,preexisting,MP:0002411,,biolink:PhenotypicFeature,,,,EFO:0008322|MP:0002411
disease,EFO:0009427,,,expanded,preexisting,MP:0008762,,biolink:PhenotypicFeature,,,,EFO:0009427|MP:0008762
disease,EFO:0009444,,,expanded,preexisting,MP:0005039,,biolink:PhenotypicFeature,,,,EFO:0009444|HP:0012418|MEDDRA:10021143|MEDDRA:10021144|MEDDRA:10087611|MESH:D000860|MP:0005039|NCIT:C3890|SNOMEDCT:389086002|SNOMEDCT:389087006|UMLS:C0242184|UMLS:C0700292
disease,EFO:0009457,,,expanded,preexisting,MP:0004883,,biolink:PhenotypicFeature,,,,EFO:0009457|MP:0004883
disease,EFO:0009471,,,expanded,preexisting,MP:0002989,,biolink:PhenotypicFeature,,,,EFO:0009471|ICD10:N27|MEDDRA:10041135|MEDDRA:10041137|MP:0002989
disease,EFO:0009472,,,expanded,preexisting,MP:0030414,,biolink:PhenotypicFeature,,,,EFO:0009472|ICD10:H72|MEDDRA:10014006|MEDDRA:10034391|MEDDRA:10034424|MEDDRA:10034425|MEDDRA:10045210|MESH:D018058|MP:0030414|SNOMEDCT:271743003|SNOMEDCT:60442001|UMLS:C0206504
disease,EFO:0009829,,,expanded,preexisting,MP:0002975,,biolink:PhenotypicFeature,,,,EFO:0009829|MP:0002975
disease,EFO:0009866,,,expanded,preexisting,MP:0010018,,biolink:PhenotypicFeature,,,,EFO:0009866|MP:0010018
disease,EFO:0009869,,,expanded,preexisting,MP:0000624,,biolink:PhenotypicFeature,,,,EFO:0009869|HP:0000217|MEDDRA:10003068|MEDDRA:10013781|MEDDRA:10013794|MEDDRA:10028016|MEDDRA:10028021|MEDDRA:10030974|MEDDRA:10039380|MEDDRA:10039425|MEDDRA:10048223|MEDDRA:10050239|MEDDRA:10050240|MEDDRA:10091448|MESH:D014987|MP:0000624|NCIT:C26917|SNOMEDCT:300268000|SNOMEDCT:56893005|SNOMEDCT:87715008|UMLS:C0043352
disease,EFO:0009871,,,expanded,preexisting,MP:0002833,,biolink:PhenotypicFeature,,,,EFO:0009871|MP:0002833
disease,EFO:0009872,,,expanded,preexisting,MP:0003394,,biolink:PhenotypicFeature,,,,EFO:0009872|MP:0003394
disease,EFO:0009873,,,expanded,preexisting,MP:0003393,,biolink:PhenotypicFeature,,,,EFO:0009873|MP:0003393
disease,EFO:0009874,,,expanded,preexisting,MP:0001364,,biolink:PhenotypicFeature,,,,EFO:0009874|MP:0001364
disease,EFO:0009875,,,expanded,preexisting,MP:0003644,,biolink:PhenotypicFeature,,,,EFO:0009875|MP:0003644
disease,EFO:0009876,,,expanded,preexisting,MP:0008032,,biolink:PhenotypicFeature,,,,EFO:0009876|MP:0008032
disease,EFO:0009877,,,expanded,preexisting,MP:0004016,,biolink:PhenotypicFeature,,,,EFO:0009877|MP:0004016
disease,EPCC:06.02.01,,,expanded,added,MP:0006119,,biolink:PhenotypicFeature,,,,EPCC:06.02.01|Fyler:0310|Fyler:310|HP:0011560|MEDDRA:10066800|MEDGEN:91035|MONDO:0015249|MP:0006119|NCIT:C98992|SNOMEDCT:23063005|UMLS:C0344760|http://id.who.int/icd/entity/6462604|orphanet:1205
disease,Fyler:0100,,,expanded,added,MP:0011252,,biolink:PhenotypicFeature,,,,Fyler:0100|Fyler:100|HP:0001696|MP:0011252
disease,Fyler:0140,,,expanded,added,MP:0000650,,biolink:PhenotypicFeature,,,,Fyler:0140|Fyler:140|HP:0011599|MEDGEN:488817|MONDO:0019807|MP:0000650|SNOMEDCT:16567006|UMLS:C0265865|http://id.who.int/icd/entity/1251061251|orphanet:95443
disease,Fyler:0170,,,expanded,added,MP:0011660,,biolink:PhenotypicFeature,,,,Fyler:0170|Fyler:170|HP:0001683|MEDDRA:10014144|MEDGEN:41703|MESH:D054083|MONDO:0018664|MP:0011660|NCIT:C111643|SNOMEDCT:78250005|UMLS:C0013580|http://id.who.int/icd/entity/285576893|orphanet:448270
disease,Fyler:0184,,,expanded,added,MP:0011254,,biolink:PhenotypicFeature,,,,Fyler:0184|Fyler:184|HP:0011543|MP:0011254|UMLS:C4023308
disease,Fyler:0200,,,expanded,added,MP:0010432,,biolink:PhenotypicFeature,,,,Fyler:0200|Fyler:200|HP:0001750|MEDDRA:10040729|MEDDRA:10045545|MP:0010432|NCIT:C99542|SNOMEDCT:45503006|UMLS:C0152424
disease,Fyler:0500,,,expanded,added,MP:0002633,,biolink:PhenotypicFeature,,,,Fyler:0500|Fyler:500|HP:0001660|ICD10:Q20.0|ICD10CM:Q20.0|MEDDRA:10044703|MEDDRA:10059207|MEDGEN:52867|MESH:D014339|MONDO:0018072|MP:0002633|NCIT:C98880|SNOMEDCT:58140002|SNOMEDCT:61959006|SNOMEDCT:787779000|UMLS:C0041206|UMLS:C0041207|UMLS:C4020867|http://id.who.int/icd/entity/1832500366|orphanet:3384
disease,Fyler:0510,,,expanded,added,MP:0011661,,biolink:PhenotypicFeature,,,,Fyler:0510|Fyler:510|HP:0004384|MP:0011661|UMLS:C1834934
disease,Fyler:0520,,,expanded,added,MP:0011662,,biolink:PhenotypicFeature,,,,Fyler:0520|Fyler:520|HP:0011608|MP:0011662|UMLS:C4021137
disease,Fyler:0530,,,expanded,added,MP:0011663,,biolink:PhenotypicFeature,,,,Fyler:0530|Fyler:530|HP:0011609|MP:0011663|UMLS:C4021136
disease,Fyler:0540,,,expanded,added,MP:0011664,,biolink:PhenotypicFeature,,,,Fyler:0540|Fyler:540|HP:0011610|MP:0011664|UMLS:C4021135
disease,Fyler:0550,,,expanded,added,MP:0010456,,biolink:PhenotypicFeature,,,,Fyler:0550|Fyler:550|HP:0011660|MP:0010456|UMLS:C4021134
disease,Fyler:0560,,,expanded,added,MP:0010455,,biolink:PhenotypicFeature,,,,Fyler:0560|Fyler:560|HP:0011604|ICD10CM:Q21.4|MEDDRA:10063732|MEDDRA:10063733|MEDGEN:365|MESH:D001028|MONDO:0021902|MP:0010455|NCIT:C101050|SNOMEDCT:17024001|UMLS:C0003516
disease,Fyler:0603,,,expanded,added,MP:0011670,,biolink:PhenotypicFeature,,,,Fyler:0603|Fyler:603|HP:0011654|MEDGEN:365501|MONDO:0020388|MP:0011670|SNOMEDCT:253299006|UMLS:C1956410|UMLS:C4023245|http://id.who.int/icd/entity/2032277111|orphanet:99046
disease,Fyler:0604,,,expanded,added,MP:0011669,,biolink:PhenotypicFeature,,,,Fyler:0604|Fyler:604|HP:0011652|MP:0011669|SNOMEDCT:253300003|UMLS:C0344644|UMLS:C4023247
disease,Fyler:0650,,,expanded,added,MP:0010427,,biolink:PhenotypicFeature,,,,Fyler:0650|Fyler:650|HP:0011581|ICD10:Q20.2|ICD10CM:Q20.2|MEDDRA:10080133|MEDGEN:120558|MONDO:0018090|MP:0010427|SNOMEDCT:7368005|UMLS:C0265809|http://id.who.int/icd/entity/2094997989|orphanet:3427
disease,Fyler:0900,,,expanded,added,MP:0010441,,biolink:PhenotypicFeature,,,,Fyler:0900|Fyler:900|HP:0005160|MP:0010441
disease,Fyler:0910,,,expanded,added,MP:0010430,,biolink:PhenotypicFeature,,,,Fyler:0910|Fyler:910|HP:0011719|MP:0010430|UMLS:C4021131
disease,Fyler:0920,,,expanded,added,MP:0010443,,biolink:PhenotypicFeature,,,,Fyler:0920|Fyler:0930|Fyler:920|Fyler:930|HP:0011720|MP:0010443|UMLS:C4021130
disease,Fyler:0950,,,expanded,added,MP:0010445,,biolink:PhenotypicFeature,,,,Fyler:0950|Fyler:950|HP:0011722|MP:0010445|UMLS:C4021128
disease,Fyler:1001,,,expanded,added,MP:0006130,,biolink:PhenotypicFeature,,,,Fyler:1001|HP:0010882|MEDDRA:10003653|MEDDRA:10052644|MESH:D018633|MP:0006130|NCIT:C99031|SNOMEDCT:204342004|SNOMEDCT:448564004|UMLS:C0242855
disease,Fyler:1110,,,expanded,added,MP:0010404,,biolink:PhenotypicFeature,,,,Fyler:1110|HP:0010445|MEDDRA:10031301|MEDGEN:1825952|MONDO:0020437|MP:0010404|NCIT:C34921|SNOMEDCT:17718000|SNOMEDCT:253373002|UMLS:C0031192|UMLS:C0344735|UMLS:C0741296|UMLS:C5680294|http://id.who.int/icd/entity/1159570489|orphanet:99106
disease,Fyler:1120,,,expanded,added,MP:0010413,,biolink:PhenotypicFeature,,,,Fyler:1120|HP:0001674|MEDGEN:65132|MESH:C535974|MONDO:0015273|MP:0010413|NCIT:C186234|SNOMEDCT:360481003|UMLS:C0221215|orphanet:1329
disease,Fyler:1121,,,expanded,added,MP:0010415,,biolink:PhenotypicFeature,,,,Fyler:1121|HP:0011576|MP:0010415|UMLS:C4023291
disease,Fyler:1140,,,expanded,added,MP:0010406,,biolink:PhenotypicFeature,,,,Fyler:1140|HP:0011565|MEDDRA:10083205|MP:0010406|SNOMEDCT:253276007|UMLS:C0392482
disease,Fyler:1241,,,expanded,added,MP:0004157,,biolink:PhenotypicFeature,,,,Fyler:1241|Fyler:1250|HP:0011611|ICD10CM:Q25.21|MEDDRA:10022599|MEDGEN:57773|MONDO:0009010|MP:0004157|MP:0011676|NCIT:C98958|SNOMEDCT:447817009|UMLS:C0152419|UMLS:C3164271|http://id.who.int/icd/entity/1769930414|orphanet:2299
disease,Fyler:1241,,,expanded,added,MP:0011676,,biolink:PhenotypicFeature,,,,Fyler:1241|Fyler:1250|HP:0011611|ICD10CM:Q25.21|MEDDRA:10022599|MEDGEN:57773|MONDO:0009010|MP:0004157|MP:0011676|NCIT:C98958|SNOMEDCT:447817009|UMLS:C0152419|UMLS:C3164271|http://id.who.int/icd/entity/1769930414|orphanet:2299
disease,Fyler:1252,,,expanded,added,MP:0011659,,biolink:PhenotypicFeature,,,,Fyler:1252|HP:0011613|MP:0011659|SNOMEDCT:253682003|UMLS:C0345093
disease,Fyler:1310,,,expanded,added,MP:0010418,,biolink:PhenotypicFeature,,,,Fyler:1310|HP:0011682|MP:0010418|NCIT:C124556|SNOMEDCT:109428005|UMLS:C0344925
disease,Fyler:1320,,,expanded,added,MP:0010420,,biolink:PhenotypicFeature,,,,Fyler:1320|HP:0011623|MEDDRA:10071223|MP:0010420|NCIT:C124563|SNOMEDCT:94706008|UMLS:C0685707
disease,Fyler:1330,,,expanded,added,MP:0010417,,biolink:PhenotypicFeature,,,,Fyler:1330|HP:0011681|MP:0010417|SNOMEDCT:253568009|SNOMEDCT:448876006|UMLS:C0344944|UMLS:C3165130
disease,Fyler:1340,,,expanded,added,MP:0010419,,biolink:PhenotypicFeature,,,,Fyler:1340|HP:0011622|MP:0010419|UMLS:C5399852
disease,Fyler:1400,,,expanded,added,MP:0002747,,biolink:PhenotypicFeature,,,,Fyler:1400|Fyler:1408|HP:0001646|MP:0002747|SNOMEDCT:448743001|UMLS:C3164445
disease,Fyler:1431,,,expanded,added,MP:0009867,,biolink:PhenotypicFeature,,,,Fyler:1431|HP:0031784|MA:0002570|MP:0009867|UMLS:C4703539
disease,Fyler:1432,,,expanded,added,MP:0000273,,biolink:PhenotypicFeature,,,,Fyler:1432|HP:0002623|MP:0000273|NCIT:C124569|SNOMEDCT:63934006|UMLS:C0011818|UMLS:C0265886
disease,Fyler:1453,,,expanded,added,MP:0000272,,biolink:PhenotypicFeature,,,,Fyler:1453|HP:0001679|MA:0000062|MP:0000272|UMLS:C4025756
disease,Fyler:1480,,,expanded,added,MP:0010595,,biolink:PhenotypicFeature,,,,Fyler:1480|HP:0031567|MP:0010595|UMLS:C4531034
disease,Fyler:1484,,,expanded,added,MP:0010597,,biolink:PhenotypicFeature,,,,Fyler:1484|HP:0031569|MP:0010597|SNOMEDCT:448634001|UMLS:C3164332
disease,Fyler:1486,,,expanded,added,MP:0010593,,biolink:PhenotypicFeature,,,,Fyler:1486|HP:0031568|MP:0010593|UMLS:C4531033
disease,Fyler:1600,,,expanded,added,MP:0002748,,biolink:PhenotypicFeature,,,,Fyler:1600|Fyler:1602|HP:0001641|MP:0002748|SNOMEDCT:448643005|UMLS:C3164374
disease,Fyler:1601,,,expanded,added,MP:0010527,,biolink:PhenotypicFeature,,,,Fyler:1601|HP:0005182|MEDDRA:10063730|MP:0010527|SNOMEDCT:253599005|UMLS:C0344987
disease,Fyler:1611,,,expanded,added,MP:0006128,,biolink:PhenotypicFeature,,,,Fyler:1611|HP:0001642|MEDDRA:10037433|MEDDRA:10037460|MEDGEN:408291|MONDO:0009938|MP:0006128|NCIT:C50715|OMIM:265500|SNOMEDCT:56786000|UMLS:C1956257
disease,Fyler:1622,,,expanded,added,MP:0010457,,biolink:PhenotypicFeature,,,,Fyler:1622|HP:0004415|MEDDRA:10037338|MESH:D000071079|MP:0010457|NCIT:C99030|SNOMEDCT:95441000|UMLS:C0238397
disease,Fyler:1652,,,expanded,added,MP:0010602,,biolink:PhenotypicFeature,,,,Fyler:1652|HP:0031566|MP:0010602|UMLS:C4531035
disease,Fyler:1720,,,expanded,added,MP:0011680,,biolink:PhenotypicFeature,,,,Fyler:1720|HP:0011573|MP:0011680|SNOMEDCT:43176009|UMLS:C0265837|UMLS:C4023294
disease,Fyler:1770,,,expanded,added,MP:0003922,,biolink:PhenotypicFeature,,,,Fyler:1770|HP:0025580|MP:0003922|UMLS:C4703396
